feature,importance
e_kharif_std,0.01590860421127844
runoff_ratio_zaid_mean,0.013659799676807699
runoff_ratio_rabi_mean,0.01299580476392844
t2m_peak_sin,0.012617202192707844
swvl1_rabi_std,0.01204178068417978
cvh,0.01201093314808958
humidity_variability,0.011997697731841018
e_zaid_mean,0.011394407110858496
e_kharif_mean,0.01136090823829038
swvl1_zaid_std,0.011102206546517755
e_zaid_std,0.011037834813754404
water_retention_index,0.010757783692722185
swvl1_rabi_mean,0.01030410642931225
heat_months_30C,0.01025266669837443
t2m_peak_cos,0.009777285978317132
e_rabi_std,0.00953274724650834
soil_air_diff_kharif_std,0.009335129714405994
soil_air_diff_zaid_mean,0.009000486510712342
GDD_rabi,0.008979400643686058
tp_kharif_std,0.008611059245847773
soil_air_diff_kharif_mean,0.008380529468322039
swvl1_kharif_mean,0.00827015176789277
tp_kharif_fraction,0.0079823172445952
soil_moisture_seasonality,0.007934462440404159
t2m_amplitude,0.007779364212573874
GDD_kharif,0.007665726777425673
humidity_stress_index,0.007626895725640938
runoff_ratio_kharif_mean,0.007297769167703236
soil_air_diff_rabi_mean,0.007138591051230853
e_rabi_mean,0.007043589243185886
swvl1_amplitude,0.00693872871930727
tp_kharif_mean,0.006500555013604104
soil_air_diff_rabi_std,0.0061122111760054405
tp_zaid_mean,0.006070845880670661
swvl1_stability,0.00511683236883102
heat_months_35C,0.004583083739566663
