feature,importance
GDD_kharif,0.30638126
runoff_ratio_rabi_mean,0.23426625
e_rabi_std,0.20711866
t2m_amplitude,0.18482941
tp_kharif_std,0.18325232
GDD_rabi,0.18202348
swvl1_rabi_mean,0.17953686
e_zaid_mean,0.16081545
swvl1_zaid_std,0.15688315
e_zaid_std,0.13775258
e_rabi_mean,0.13658251
runoff_ratio_zaid_mean,0.12711677
water_retention_index,0.1265066
swvl1_kharif_mean,0.12561159
soil_air_diff_zaid_mean,0.12462169
runoff_ratio_kharif_mean,0.123053655
humidity_variability,0.12182106
soil_air_diff_kharif_std,0.11920132
e_kharif_std,0.114580825
e_kharif_mean,0.11175935
swvl1_amplitude,0.1066051
cvh,0.10213681
tp_zaid_mean,0.097242855
tp_kharif_fraction,0.08935963
humidity_stress_index,0.08853187
swvl1_stability,0.08788586
soil_air_diff_rabi_mean,0.0829502
swvl1_rabi_std,0.08137603
soil_air_diff_kharif_mean,0.075765245
soil_moisture_seasonality,0.07443169
soil_air_diff_rabi_std,0.06809066
tp_kharif_mean,0.06220433
t2m_peak_sin,0.017627744
heat_months_30C,0.014043873
t2m_peak_cos,0.0079848785
heat_months_35C,0.00014069374
