feature,importance
soil_air_diff_rabi_mean,0.3133754
water_retention_index,0.26028207
e_rabi_mean,0.2484587
swvl1_rabi_std,0.22949874
swvl1_kharif_mean,0.18000078
humidity_stress_index,0.169347
GDD_rabi,0.1686704
cvh,0.16807106
GDD_kharif,0.16478491
runoff_ratio_kharif_mean,0.16171792
e_kharif_mean,0.15339145
e_rabi_std,0.15323877
swvl1_zaid_std,0.1404105
humidity_variability,0.13510284
runoff_ratio_rabi_mean,0.12726185
e_kharif_std,0.12432821
soil_air_diff_rabi_std,0.12218015
tp_kharif_std,0.12196459
swvl1_amplitude,0.11578356
soil_air_diff_kharif_mean,0.115228795
e_zaid_mean,0.112306915
tp_zaid_mean,0.11056094
swvl1_rabi_mean,0.09740697
soil_moisture_seasonality,0.09234904
tp_kharif_fraction,0.09000753
soil_air_diff_kharif_std,0.08976576
soil_air_diff_zaid_mean,0.08939032
e_zaid_std,0.085507296
swvl1_stability,0.08122562
t2m_amplitude,0.07671276
tp_kharif_mean,0.06350441
runoff_ratio_zaid_mean,0.04461403
heat_months_30C,0.01705354
t2m_peak_sin,0.013921695
t2m_peak_cos,0.013733218
heat_months_35C,0.00021916768
