crop,acc_mean_knn,f1_mean_knn,n_rows_knn,n_classes_knn,acc_mean_rf,f1_mean_rf,acc_mean_xgb,f1_mean_xgb,f1_avg_all,consistently_low
sugarcane,0.8657894736842107,0.8649622195751752,663,3,0.778343586238323,0.7925994260731297,0.8687514240145818,0.8681914092087485,0.8419176849523512,False
other_oilseeds,0.8654545454545455,0.8622251936803021,223,3,0.8791919191919192,0.8781335572296507,0.8746464646464644,0.8738730641536158,0.8714106050211896,False
mesta,0.8529411764705882,0.8461427232095501,258,3,0.8373303167420815,0.8350163360469132,0.8529411764705882,0.8472909383962033,0.8428166658842221,False
sweet_potato,0.8445293836598186,0.8425816880209307,457,3,0.800764452938366,0.8042166602308528,0.8290969899665551,0.8286956560740076,0.825164668108597,False
onion,0.8394813119755913,0.8396282742420841,573,3,0.8150419527078565,0.8151973540346823,0.8412967200610222,0.8422867154519041,0.8323707812428901,False
peas_and_beans,0.8300970873786409,0.8261550352037375,518,3,0.7759895444361464,0.7776632902200147,0.8300970873786409,0.8292484023456133,0.8110222425897885,False
cowpea_lobia,0.8142460684551341,0.8096883792990367,231,3,0.8060129509713228,0.8036940207613176,0.8098982423681775,0.8080839818634477,0.8071554606412673,False
groundnut,0.8096080165045683,0.8086111111556912,583,2,0.7821396993810787,0.7854989117334996,0.8285293250810494,0.8283408927968481,0.8074836385620129,False
garlic,0.8040752351097179,0.8044724063927111,439,3,0.8108150470219435,0.8106564364433563,0.808594566353187,0.8088832190123136,0.808004020616127,False
potato,0.805,0.8014060111176724,600,3,0.6816666666666668,0.7119644317133738,0.7933333333333333,0.790194851157904,0.7678550979963168,False
turmeric,0.7987722772277228,0.7993901530602076,502,3,0.7769306930693068,0.7748848491240362,0.792811881188119,0.7921643081126634,0.7888131034323024,False
ragi,0.7994736842105263,0.7988297275245467,379,3,0.7967368421052632,0.796649206850128,0.8021052631578947,0.8005947065455503,0.7986912136400749,False
banana,0.7950617283950617,0.7883558497535132,405,3,0.7580246913580247,0.7603205608636625,0.782716049382716,0.7791017012793059,0.7759260372988273,False
coriander,0.7856669677807889,0.7855290429999923,406,3,0.7732610659439928,0.7712790418813664,0.7832580548027702,0.7822403065120211,0.7796827971311266,False
barley,0.7714219114219115,0.7703769164684706,328,3,0.7288578088578088,0.731230438124851,0.7713752913752913,0.7707647491139183,0.7574573679024134,False
rice,0.7722222222222221,0.7701007881183227,720,3,0.7180555555555556,0.7245923238962145,0.7597222222222222,0.7589068389309397,0.7511999836484923,False
rapeseed_and_mustard,0.7607332870691648,0.7593445214243579,656,3,0.7423779782558408,0.7423268165854361,0.7637173259310664,0.7631367371541393,0.7549360250546444,False
ginger,0.7590143003064351,0.7569597084658467,444,3,0.7410112359550561,0.7368426771061872,0.75232379979571,0.750247366712593,0.7480165840948757,False
tobacco,0.755774647887324,0.7522664689926637,352,3,0.770020120724346,0.7664082130185741,0.7471629778672032,0.7454731566092468,0.7547159462068281,False
sunflower,0.7537585910652921,0.7510945289858435,483,3,0.7350515463917526,0.7457468785239028,0.7557345360824742,0.757320482527894,0.7513872966792134,False
cotton,0.748962148962149,0.7465222151814845,454,3,0.7004395604395605,0.7003068043925011,0.7071062271062271,0.7043412864781303,0.7170567686840387,False
other_rabi_pulses,0.7359504132231405,0.7324293494683977,602,3,0.6727823691460054,0.6891102393774305,0.7226997245179063,0.718477999967743,0.7133391962711904,False
dry_chillies,0.7296101949025486,0.7262871807730287,577,3,0.6429985007496252,0.6414247256853864,0.7556521739130434,0.7544224734131404,0.7073781266238518,False
wheat,0.7238095238095238,0.7255073762058044,630,3,0.7126984126984126,0.7006522962273285,0.7238095238095237,0.7254459975677194,0.717201890000284,False
jowar,0.7352564102564102,0.7239225072860741,521,3,0.5797252747252748,0.613093639057886,0.7122161172161172,0.7013231421659301,0.6794464295032968,False
castorseed,0.7282051282051283,0.7237358796029593,390,3,0.7205128205128205,0.7200904361716345,0.7025641025641025,0.6992602372237097,0.7143621843327678,False
sannhamp,0.7139890710382513,0.7094732699964732,304,3,0.737103825136612,0.739531913124144,0.7107103825136611,0.708912947312351,0.719306043477656,False
gram,0.708296996124031,0.7043435968460462,641,3,0.5725896317829458,0.5506092894850655,0.6817223837209302,0.6795187724479234,0.6448238862596783,False
bajra,0.7026930693069307,0.6993712855429369,501,3,0.6745940594059405,0.6656655579974007,0.7227128712871288,0.7212942059796619,0.695443683173333,False
small_millets,0.6966912366912367,0.6961952558694238,554,3,0.6643243243243242,0.6600115885307348,0.6913677313677313,0.6906388010094666,0.6822818818032084,False
masoor,0.699382292381606,0.6953964478416838,469,3,0.6608556394417753,0.6643967683202577,0.6886753603294441,0.6858144311883658,0.6818692157834357,False
moong,0.6888888888888889,0.6882276897332548,675,3,0.5748148148148149,0.5461487892934803,0.6933333333333335,0.6929349753143376,0.6424371514470243,False
arhar_tur,0.6917293233082706,0.6863168689694303,665,3,0.5639097744360901,0.5788178218885733,0.6992481203007518,0.6977998319078116,0.6543115075886051,False
urad,0.6853383458646617,0.6848537550212539,664,3,0.6356459330143541,0.6283861215991127,0.6882889040783778,0.6883700560741184,0.6672033108981617,False
linseed,0.6767174552258755,0.6763333271788191,433,3,0.6999732691793638,0.6957120685593285,0.709115209836942,0.7075963722245762,0.6932139226542412,False
soyabean,0.6776470588235294,0.6739151137283474,425,3,0.6117647058823529,0.6110858032351436,0.7035294117647058,0.6979947456383582,0.6609985542006164,False
niger_seed,0.6652525252525251,0.6675329801496129,224,3,0.6606060606060606,0.6632136690353009,0.6784848484848485,0.6783593807270804,0.6697020099706648,False
other_kharif_pulses,0.6654932637983485,0.6625868283133335,586,3,0.5955671447196871,0.5847864828235455,0.6706794147472114,0.6699379412198396,0.6391037507855729,False
horse_gram,0.6553846153846153,0.6548661465657958,328,3,0.7103030303030302,0.7094664353625393,0.6886247086247087,0.6883869779876918,0.6842398533053422,False
safflower,0.6637551020408163,0.650175205824578,247,3,0.611265306122449,0.6073795696787735,0.6351020408163265,0.6264610855256738,0.6280052870096752,False
sesamum,0.6384534010367079,0.63864442413775,686,3,0.6238548608907225,0.6181089842701268,0.6209034169046863,0.6215141276827738,0.6260891786968835,False
maize,0.6140325670498085,0.6144784569212696,723,3,0.6168965517241379,0.594623686696641,0.6624808429118774,0.6618120613669449,0.6236380683282852,False
other_cereals,0.5940096618357489,0.5939478387237169,229,3,0.6246376811594203,0.6241570597454904,0.624927536231884,0.6222076689181281,0.6134375224624451,False
