feature,importance
GDD_rabi,0.45652738
swvl1_rabi_std,0.318046
t2m_amplitude,0.25115633
GDD_kharif,0.25003427
runoff_ratio_zaid_mean,0.23160255
runoff_ratio_rabi_mean,0.16722436
water_retention_index,0.15257134
e_rabi_std,0.14499335
e_rabi_mean,0.14050774
humidity_variability,0.13567463
runoff_ratio_kharif_mean,0.13545367
e_zaid_std,0.126295
tp_kharif_mean,0.12363235
tp_kharif_fraction,0.121698216
soil_air_diff_rabi_std,0.1133738
swvl1_rabi_mean,0.1083225
soil_air_diff_rabi_mean,0.10348411
swvl1_amplitude,0.101036705
swvl1_zaid_std,0.09658121
tp_zaid_mean,0.09411075
humidity_stress_index,0.09337811
tp_kharif_std,0.09222005
e_kharif_std,0.08816177
swvl1_kharif_mean,0.08681163
cvh,0.07898176
swvl1_stability,0.07785539
e_kharif_mean,0.077812225
soil_air_diff_kharif_mean,0.07656049
soil_air_diff_zaid_mean,0.07276227
soil_air_diff_kharif_std,0.07008522
e_zaid_mean,0.058376588
soil_moisture_seasonality,0.0541797
t2m_peak_sin,0.015295817
t2m_peak_cos,0.012476915
heat_months_30C,0.010544824
heat_months_35C,0.00063175923
