State,District,Mean,Median,Max
A & N Islands,Nicobars,1.2033333333333334,0.77,2.44
A & N Islands,North And Middle Andaman,0.4330769230769231,0.43,0.72
A & N Islands,South Andamans,0.3475,0.355,1.05
Andhra Pradesh,Alluri Sitharama Raju,0.83,0.83,0.83
Andhra Pradesh,Anakapalli,0.56,0.56,0.56
Andhra Pradesh,Anantapur,0.7745,0.745,1.35
Andhra Pradesh,Annamayya,1.22,1.22,1.22
Andhra Pradesh,Bapatla,1.52,1.52,1.52
Andhra Pradesh,Chittoor,0.7522727272727273,0.68,1.42
Andhra Pradesh,East Godavari,0.4921739130434783,0.36,1.54
Andhra Pradesh,Eluru,1.44,1.44,1.44
Andhra Pradesh,Guntur,0.8439130434782609,0.93,1.48
Andhra Pradesh,Kakinada,0.91,0.91,0.91
Andhra Pradesh,Konaseema,0.24,0.24,0.24
Andhra Pradesh,Krishna,1.027391304347826,0.98,1.64
Andhra Pradesh,Kurnool,0.8786956521739129,0.65,1.82
Andhra Pradesh,Nandyal,1.38,1.38,1.38
Andhra Pradesh,Ntr,0.8,0.8,0.8
Andhra Pradesh,Palnadu,0.67,0.67,0.67
Andhra Pradesh,Parvathipuram Manyam,0.59,0.59,0.59
Andhra Pradesh,Prakasam,0.5830434782608697,0.56,0.99
Andhra Pradesh,Spsr Nellore,0.5695652173913043,0.61,0.99
Andhra Pradesh,Sri Sathya Sai,0.94,0.94,0.94
Andhra Pradesh,Srikakulam,0.5065217391304349,0.51,0.73
Andhra Pradesh,Tirupati,0.52,0.52,0.52
Andhra Pradesh,Visakhapatanam,0.5669565217391305,0.52,1.24
Andhra Pradesh,Vizianagaram,0.5117391304347826,0.51,0.77
Andhra Pradesh,West Godavari,0.7047826086956522,0.66,1.4
Andhra Pradesh,Y.s.r.,0.6854545454545455,0.7,1.14
Arunachal Pradesh,Anjaw,1.132857142857143,1.33,1.33
Arunachal Pradesh,Changlang,0.9671428571428571,0.96,0.99
Arunachal Pradesh,Dibang Valley,0.6900000000000001,0.7,0.73
Arunachal Pradesh,East Kameng,0.8414285714285714,0.84,0.86
Arunachal Pradesh,East Siang,0.9000000000000001,0.91,1.03
Arunachal Pradesh,Kamle,1.302,1.43,1.44
Arunachal Pradesh,Kra Daadi,0.9585714285714285,0.95,1.17
Arunachal Pradesh,Kurung Kumey,0.6785714285714286,0.71,0.87
Arunachal Pradesh,Leparada,1.0125000000000002,1.0350000000000001,1.04
Arunachal Pradesh,Lohit,0.7742857142857142,0.78,0.83
Arunachal Pradesh,Longding,1.0171428571428571,1.09,1.09
Arunachal Pradesh,Lower Dibang Valley,0.9414285714285714,0.95,0.98
Arunachal Pradesh,Lower Siang,0.842,0.83,0.88
Arunachal Pradesh,Lower Subansiri,0.8842857142857143,0.91,0.95
Arunachal Pradesh,Namsai,0.887142857142857,0.85,0.95
Arunachal Pradesh,Pakke Kessang,0.865,0.85,0.91
Arunachal Pradesh,Papum Pare,0.9257142857142858,0.89,1.04
Arunachal Pradesh,Shi Yomi,1.1125,1.125,1.2
Arunachal Pradesh,Siang,1.0442857142857143,1.06,1.08
Arunachal Pradesh,Tirap,1.3171428571428572,1.52,1.52
Arunachal Pradesh,Upper Siang,0.9542857142857144,0.93,1.07
Arunachal Pradesh,Upper Subansiri,1.3428571428571427,1.43,1.47
Arunachal Pradesh,West Siang,1.0757142857142856,1.19,1.23
Assam,Baksa,0.6116666666666667,0.585,0.93
Assam,Barpeta,0.6163636363636363,0.595,0.8
Assam,Biswanath,0.7033333333333335,0.74,0.76
Assam,Bongaigaon,0.6213636363636363,0.595,0.95
Assam,Cachar,0.59,0.58,0.68
Assam,Charaideo,0.6666666666666666,0.67,0.67
Assam,Chirang,0.5100000000000001,0.49,1.06
Assam,Darrang,0.5595454545454545,0.555,0.86
Assam,Dhemaji,0.5981818181818181,0.58,1.02
Assam,Dhubri,0.6536363636363638,0.64,0.82
