feature,importance
water_retention_index,0.2793281
GDD_rabi,0.26028284
runoff_ratio_rabi_mean,0.20825735
GDD_kharif,0.19910565
e_rabi_mean,0.19471548
soil_air_diff_kharif_mean,0.18725288
soil_air_diff_rabi_mean,0.1782616
e_zaid_mean,0.17598084
e_zaid_std,0.16248246
runoff_ratio_zaid_mean,0.15797655
soil_air_diff_zaid_mean,0.1464782
swvl1_stability,0.14159901
e_rabi_std,0.14053552
swvl1_rabi_mean,0.13664022
cvh,0.13502514
e_kharif_std,0.12825762
e_kharif_mean,0.12756908
humidity_variability,0.122839496
t2m_amplitude,0.10922785
tp_kharif_std,0.10895513
soil_air_diff_kharif_std,0.108758405
swvl1_rabi_std,0.10435329
swvl1_zaid_std,0.09280254
tp_kharif_fraction,0.08914082
humidity_stress_index,0.08792793
soil_moisture_seasonality,0.08669766
runoff_ratio_kharif_mean,0.07979523
soil_air_diff_rabi_std,0.07320615
swvl1_amplitude,0.07273583
tp_kharif_mean,0.06783032
tp_zaid_mean,0.06673944
swvl1_kharif_mean,0.055907063
heat_months_30C,0.0108042015
heat_months_35C,0.009968391
t2m_peak_sin,0.0058312225
t2m_peak_cos,0.0011212552
