feature,importance
cvh,0.01888759873684733
humidity_variability,0.017844044838719854
runoff_ratio_rabi_mean,0.016067855274101324
water_retention_index,0.013769672588307996
soil_moisture_seasonality,0.013344532788628214
e_rabi_std,0.01286557581082692
e_zaid_mean,0.012112525445088746
swvl1_amplitude,0.011724469058955675
e_kharif_std,0.011552153859890378
swvl1_rabi_std,0.011465152799588313
e_kharif_mean,0.011213981023818802
tp_kharif_std,0.010773009266943448
swvl1_rabi_mean,0.010734658172687936
runoff_ratio_zaid_mean,0.010696906471389758
heat_months_30C,0.010306377351105105
swvl1_stability,0.010133418793587912
e_zaid_std,0.009718924717251354
humidity_stress_index,0.009430040670934337
t2m_amplitude,0.00922113635252851
swvl1_zaid_std,0.009061982919840708
GDD_rabi,0.009055036049209765
t2m_peak_sin,0.008760356043431715
swvl1_kharif_mean,0.008616879711152749
e_rabi_mean,0.008499009468681469
soil_air_diff_zaid_mean,0.007971177401910659
GDD_kharif,0.007769390123970002
t2m_peak_cos,0.007580275106396901
tp_kharif_fraction,0.00754610989466894
runoff_ratio_kharif_mean,0.007185418000252684
soil_air_diff_kharif_mean,0.007072797455029106
soil_air_diff_kharif_std,0.006653049366394768
soil_air_diff_rabi_mean,0.006386077077534804
tp_kharif_mean,0.005995220223992029
tp_zaid_mean,0.005763758749018928
soil_air_diff_rabi_std,0.005307530284309856
heat_months_35C,0.004227844871423137
