feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
swvl1_amplitude,3.3333333333333335,3.3600703258125106,1,1
e_zaid_std,3.6666666666666665,3.6513883852499935,2,2
humidity_variability,5.666666666666667,5.676357667078939,3,3
soil_moisture_seasonality,6.0,6.0458348442500185,4,4
t2m_amplitude,7.666666666666667,7.693777967404607,5,5
water_retention_index,8.666666666666666,8.609927738023027,6,6
tp_kharif_fraction,11.333333333333334,11.38848486973686,7,7
GDD_kharif,11.666666666666666,11.73206383015135,8,8
e_kharif_std,12.333333333333334,12.270258507167766,9,9
swvl1_rabi_mean,13.0,13.009600841207213,10,10
cvh,13.333333333333334,13.312648089322382,11,11
e_kharif_mean,15.0,15.039873254986855,12,12
runoff_ratio_kharif_mean,16.333333333333332,16.385968542569103,13,13
runoff_ratio_rabi_mean,16.666666666666668,16.566144753476944,14,14
heat_months_30C,17.0,16.974760240555874,15,15
soil_air_diff_zaid_mean,17.666666666666668,17.65781444197698,16,16
e_zaid_mean,18.0,18.012581635838792,17,17
swvl1_rabi_std,18.333333333333332,18.25442559908221,18,18
GDD_rabi,19.333333333333332,19.346095287582248,19,19
soil_air_diff_kharif_mean,19.666666666666668,19.699275089203947,20,20
t2m_peak_cos,19.666666666666668,19.717353846842084,20,21
swvl1_stability,21.0,21.105180259266476,22,22
humidity_stress_index,21.333333333333332,21.3043641627401,23,23
swvl1_zaid_std,22.333333333333332,22.266813245072363,25,24
tp_kharif_std,22.333333333333332,22.278271956134866,25,25
e_rabi_mean,22.333333333333332,22.349540549677656,25,26
soil_air_diff_rabi_mean,23.333333333333332,23.352985811773056,27,27
tp_kharif_mean,25.666666666666668,25.661259704072386,28,28
tp_zaid_mean,26.333333333333332,26.351127941917767,29,29
swvl1_kharif_mean,26.333333333333332,26.41298968410198,29,30
t2m_peak_sin,27.0,26.916808227930886,31,31
soil_air_diff_kharif_std,27.0,26.99450287820066,31,32
e_rabi_std,30.0,29.954629623213805,33,33
soil_air_diff_rabi_std,31.0,31.000928934927643,34,34
runoff_ratio_zaid_mean,31.333333333333332,31.331655781888163,35,35
heat_months_35C,34.333333333333336,34.31423548156249,36,36
