feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
runoff_ratio_rabi_mean,2.3333333333333335,2.340780476953958,1,1
cvh,6.0,5.851233417205085,2,2
tp_kharif_mean,6.0,6.102177862761617,2,3
e_kharif_mean,6.333333333333333,6.339509904747592,4,4
e_zaid_mean,7.666666666666667,7.639419236596902,5,5
tp_kharif_std,7.666666666666667,7.684102098320651,5,6
runoff_ratio_kharif_mean,8.666666666666666,8.781832958359983,7,7
soil_air_diff_zaid_mean,9.0,9.021706144758692,8,8
t2m_amplitude,11.0,10.852503989411453,9,9
GDD_kharif,13.0,13.185190725177279,10,10
humidity_stress_index,14.666666666666666,14.676478665082449,11,11
swvl1_amplitude,14.666666666666666,14.87119868180748,11,12
swvl1_kharif_mean,16.666666666666668,16.576841946733566,13,13
e_zaid_std,16.666666666666668,16.61136023080638,13,14
swvl1_zaid_std,17.666666666666668,17.533429657216185,15,15
tp_kharif_fraction,17.666666666666668,17.719255668496647,15,16
soil_moisture_seasonality,18.333333333333332,18.51697077943622,17,17
swvl1_rabi_std,19.0,18.812903416513176,19,18
water_retention_index,19.0,18.914445993171608,19,19
runoff_ratio_zaid_mean,19.0,19.16602572483132,19,20
humidity_variability,19.666666666666668,19.664301811871514,21,21
GDD_rabi,20.333333333333332,20.29419175692066,22,22
soil_air_diff_rabi_std,23.0,23.23050887300421,23,23
soil_air_diff_kharif_mean,23.333333333333332,23.488276487542507,24,24
t2m_peak_cos,23.666666666666668,23.51807637348933,25,25
soil_air_diff_rabi_mean,24.0,24.144954866175816,26,26
t2m_peak_sin,24.333333333333332,24.304356334571597,27,27
e_kharif_std,25.0,24.80845641379089,28,28
e_rabi_std,25.333333333333332,25.19519032467496,29,29
swvl1_rabi_mean,26.333333333333332,26.32288604881437,30,30
tp_zaid_mean,27.666666666666668,27.724337957322117,31,31
swvl1_stability,28.0,27.978929141344494,32,32
heat_months_30C,29.333333333333332,29.21753175553684,33,33
soil_air_diff_kharif_std,29.666666666666668,29.656678378633313,34,34
e_rabi_mean,30.666666666666668,30.614536661322298,35,35
heat_months_35C,34.666666666666664,34.63941923659691,36,36
