feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
swvl1_rabi_std,4.333333333333333,4.164785775203788,1,1
water_retention_index,4.666666666666667,4.432396632739493,2,2
swvl1_kharif_mean,7.333333333333333,7.453295929387237,3,3
cvh,9.666666666666666,9.288141555647767,4,4
e_rabi_std,9.666666666666666,10.057338018204476,4,5
e_kharif_mean,10.333333333333334,10.29905830588936,6,6
runoff_ratio_rabi_mean,10.666666666666666,11.047355471798323,7,7
e_rabi_mean,11.666666666666666,11.97297821954966,8,8
tp_kharif_std,12.666666666666666,12.578151518966418,9,9
e_zaid_mean,13.333333333333334,13.217698125504947,10,10
soil_air_diff_rabi_mean,13.333333333333334,13.456787393455109,10,11
soil_moisture_seasonality,14.333333333333334,14.532664454838976,12,12
GDD_rabi,14.333333333333334,14.84962243910568,12,13
GDD_kharif,15.333333333333334,15.148312146459357,15,14
humidity_stress_index,14.666666666666666,15.251505827326957,14,15
e_kharif_std,16.666666666666668,16.190307746518926,16,16
e_zaid_std,17.333333333333332,17.481251913673017,17,17
humidity_variability,18.666666666666668,18.53522171507141,18,18
t2m_amplitude,18.666666666666668,19.15168036326544,18,19
swvl1_zaid_std,19.333333333333332,19.19473341442224,20,20
runoff_ratio_kharif_mean,20.333333333333332,20.12185597130878,21,21
swvl1_rabi_mean,21.0,21.082859989519612,22,22
swvl1_amplitude,22.333333333333332,22.59755100647896,23,23
heat_months_30C,23.666666666666668,23.186816282451048,24,24
runoff_ratio_zaid_mean,24.0,23.588699670672327,26,25
tp_kharif_fraction,23.666666666666668,24.015908023444666,24,26
soil_air_diff_rabi_std,24.0,24.17420271631018,26,27
soil_air_diff_kharif_mean,24.333333333333332,24.370435939867622,28,28
soil_air_diff_kharif_std,24.666666666666668,24.41243153992719,29,29
tp_zaid_mean,25.0,24.829288747757694,30,30
soil_air_diff_zaid_mean,25.0,24.990017453593847,30,31
t2m_peak_sin,27.333333333333332,26.990583058893606,32,32
t2m_peak_cos,27.666666666666668,27.289641364782966,33,33
tp_kharif_mean,30.0,29.94858745883404,34,34
swvl1_stability,30.0,30.09783380912884,34,35
heat_months_35C,36.0,36.0,36,36
