feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
e_rabi_std,3.6666666666666665,3.595855016649553,1,1
soil_air_diff_kharif_std,4.333333333333333,4.241253273607403,2,2
swvl1_rabi_std,5.333333333333333,5.3233748558643095,3,3
runoff_ratio_zaid_mean,8.333333333333334,8.455490163353101,4,4
tp_kharif_std,9.0,9.032578341948609,5,5
swvl1_kharif_mean,9.333333333333334,9.337186359758874,6,6
runoff_ratio_rabi_mean,9.666666666666666,9.610567490391297,7,7
t2m_amplitude,11.666666666666666,11.565529099318889,8,8
tp_zaid_mean,12.0,11.870137117129154,9,9
humidity_stress_index,12.333333333333334,12.193511972993463,10,10
e_kharif_std,12.333333333333334,12.483113171142229,10,11
soil_moisture_seasonality,13.666666666666666,13.823002440442638,12,12
swvl1_zaid_std,13.666666666666666,13.857833207009193,12,13
e_rabi_mean,15.333333333333334,15.011853425196374,14,14
swvl1_rabi_mean,15.666666666666666,15.73022274875629,15,15
humidity_variability,16.0,16.01741538328328,16,16
water_retention_index,18.333333333333332,18.123850439860355,17,17
e_zaid_mean,18.666666666666668,18.515985859010595,18,18
tp_kharif_fraction,18.666666666666668,18.6886347083359,18,19
cvh,19.333333333333332,19.469301667247663,20,20
e_zaid_std,20.333333333333332,20.438975749917002,21,21
GDD_kharif,20.666666666666668,20.482056062291218,22,22
e_kharif_mean,21.0,20.967421658051393,23,23
tp_kharif_mean,23.0,22.89956206461264,24,24
swvl1_amplitude,24.0,24.08077012748614,25,25
GDD_rabi,24.333333333333332,24.177448044480954,26,26
heat_months_35C,25.666666666666668,26.003309533468958,27,27
runoff_ratio_kharif_mean,27.0,26.90091351938341,28,28
soil_air_diff_rabi_mean,27.0,26.951808214462474,28,29
soil_air_diff_kharif_mean,27.333333333333332,27.339889269300407,30,30
swvl1_stability,27.666666666666668,27.70965397100789,31,31
soil_air_diff_zaid_mean,28.666666666666668,28.7752611398287,32,32
t2m_peak_sin,28.666666666666668,28.872996165674525,32,33
heat_months_30C,30.666666666666668,30.742682797880093,34,34
t2m_peak_cos,30.666666666666668,30.7752611398287,34,35
soil_air_diff_rabi_std,32.0,31.935293801026376,36,36
