feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
swvl1_rabi_std,2.0,1.9953618148947618,1,1
humidity_variability,2.3333333333333335,2.3347197901174246,2,2
e_zaid_mean,6.666666666666667,6.681917691291673,3,3
e_kharif_mean,9.666666666666666,9.670666432101287,4,4
humidity_stress_index,9.666666666666666,9.687303913510384,4,5
GDD_kharif,10.666666666666666,10.6794639875588,6,6
t2m_amplitude,11.0,10.979472370599137,7,7
swvl1_kharif_mean,11.666666666666666,11.661868876643775,8,8
tp_zaid_mean,12.0,12.040845666409272,9,9
soil_air_diff_kharif_std,13.0,13.014393370068678,10,10
e_kharif_std,14.666666666666666,14.643525728615273,11,11
e_zaid_std,14.666666666666666,14.648911950833988,11,12
GDD_rabi,15.0,15.015620221935114,13,13
t2m_peak_sin,17.0,16.975043777886352,15,14
e_rabi_mean,17.0,17.007839925951586,15,15
swvl1_stability,17.0,17.023998592607718,15,16
tp_kharif_mean,17.333333333333332,17.358449160364636,17,17
soil_air_diff_zaid_mean,19.666666666666668,19.636433839777162,19,18
swvl1_rabi_mean,19.666666666666668,19.640323987768927,19,19
water_retention_index,19.666666666666668,19.68245613601269,19,20
swvl1_zaid_std,20.0,19.994404185388834,21,21
soil_air_diff_rabi_mean,20.666666666666668,20.681917691291673,22,22
runoff_ratio_zaid_mean,21.0,21.03225770334421,23,23
tp_kharif_std,21.666666666666668,21.63840872875707,24,24
soil_air_diff_kharif_mean,22.0,22.019510369926877,25,25
tp_kharif_fraction,23.0,23.010503222076913,26,26
t2m_peak_cos,23.666666666666668,23.62075398787399,27,27
heat_months_30C,24.0,23.97770707401168,28,28
e_rabi_std,24.666666666666668,24.694605394740947,29,29
cvh,25.666666666666668,25.65109643220635,30,30
swvl1_amplitude,25.666666666666668,25.652054061712278,30,31
runoff_ratio_kharif_mean,27.0,27.000957629505926,32,32
runoff_ratio_rabi_mean,28.333333333333332,28.3188303458218,33,33
soil_moisture_seasonality,30.333333333333332,30.328106716032273,34,34
soil_air_diff_rabi_std,32.0,32.00026922236051,35,35
heat_months_35C,36.0,36.0,36,36
