feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
t2m_amplitude,5.333333333333333,5.413867876466521,1,1
tp_zaid_mean,5.666666666666667,5.72085798287342,2,2
water_retention_index,6.333333333333333,6.3208848984735795,3,3
e_kharif_std,7.0,6.90690001171315,4,4
GDD_rabi,7.333333333333333,7.293036809193262,5,5
soil_air_diff_rabi_std,8.0,8.097614575348501,6,6
swvl1_rabi_std,9.0,8.958081603212136,7,7
swvl1_zaid_std,9.666666666666666,9.59076372088904,8,8
tp_kharif_mean,11.0,11.102246172704064,9,9
e_rabi_mean,11.666666666666666,11.758086277158771,10,10
GDD_kharif,12.333333333333334,12.334955205981126,11,11
humidity_stress_index,13.333333333333334,13.474371167823584,12,12
humidity_variability,13.666666666666666,13.688378296237541,13,13
tp_kharif_std,15.333333333333334,15.26976181212155,14,14
e_zaid_mean,17.333333333333332,17.265013204472076,15,15
e_zaid_std,17.666666666666668,17.725431075082025,16,16
soil_air_diff_zaid_mean,17.666666666666668,17.753630195244074,16,17
runoff_ratio_rabi_mean,19.0,18.902502434945408,18,18
soil_air_diff_kharif_std,20.0,19.902326919504542,19,19
t2m_peak_sin,20.333333333333332,20.27462743006493,20,20
heat_months_30C,20.666666666666668,20.479254353473856,22,21
swvl1_amplitude,20.333333333333332,20.53018435667813,20,22
runoff_ratio_zaid_mean,21.333333333333332,21.283715109335187,23,23
tp_kharif_fraction,22.0,22.092924472845986,24,24
soil_moisture_seasonality,23.666666666666668,23.67448350417086,25,25
e_rabi_std,23.666666666666668,23.767349471869892,25,26
t2m_peak_cos,25.0,24.814151054308027,27,27
e_kharif_mean,25.666666666666668,25.6371381995916,28,28
runoff_ratio_kharif_mean,26.0,26.083778288428775,29,29
swvl1_rabi_mean,27.0,26.934865111287376,30,30
cvh,27.333333333333332,27.311563198615506,31,31
swvl1_stability,27.333333333333332,27.37200798482561,31,32
heat_months_35C,32.0,31.92566042172321,34,33
soil_air_diff_kharif_mean,32.0,31.967461808217163,34,34
soil_air_diff_rabi_mean,32.0,31.986046702786364,34,35
swvl1_kharif_mean,32.333333333333336,32.38607829233315,36,36
