feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
runoff_ratio_rabi_mean,2.3333333333333335,2.3347395001400093,1,1
t2m_amplitude,3.3333333333333335,3.3626706045671835,2,2
e_zaid_std,4.0,3.9566285223717235,3,3
tp_kharif_std,5.666666666666667,5.675048744162052,4,4
swvl1_rabi_std,6.333333333333333,6.312378139594868,5,5
water_retention_index,8.333333333333334,8.323517627358935,6,6
e_kharif_std,8.666666666666666,8.609315905988634,7,7
e_rabi_std,8.666666666666666,8.691840360825157,7,8
e_kharif_mean,9.0,8.99434787110096,9,9
cvh,10.666666666666666,10.63032602307177,10,10
tp_kharif_mean,11.333333333333334,11.368322733466222,11,11
GDD_rabi,11.333333333333334,11.406042082195459,11,12
soil_moisture_seasonality,12.0,12.074169839013472,13,13
e_zaid_mean,14.333333333333334,14.253648673782497,14,14
swvl1_amplitude,16.333333333333332,16.33904038557704,15,15
runoff_ratio_zaid_mean,18.0,17.99434787110096,16,16
tp_kharif_fraction,19.0,19.020927732066127,17,17
swvl1_stability,19.333333333333332,19.43110592966461,18,18
humidity_stress_index,21.333333333333332,21.296937766393764,19,19
humidity_variability,21.333333333333332,21.312378139594866,19,20
swvl1_rabi_mean,21.666666666666668,21.624756279189736,21,21
runoff_ratio_kharif_mean,22.333333333333332,22.379544606247293,22,22
e_rabi_mean,23.666666666666668,23.742132825797473,23,23
GDD_kharif,24.333333333333332,24.372458848869243,24,24
swvl1_kharif_mean,25.0,25.042020234166266,25,25
soil_air_diff_zaid_mean,25.333333333333332,25.350097488324103,26,26
t2m_peak_sin,26.333333333333332,26.259300802681533,27,27
soil_air_diff_rabi_std,27.0,27.02227897552813,28,28
soil_air_diff_rabi_mean,27.333333333333332,27.334657115123004,29,29
swvl1_zaid_std,27.666666666666668,27.659690755977955,30,30
tp_zaid_mean,28.0,27.969284023631808,31,31
soil_air_diff_kharif_std,28.333333333333332,28.310944511115853,32,32
t2m_peak_cos,28.666666666666668,28.596825174762557,33,33
soil_air_diff_kharif_mean,31.333333333333332,31.320732755417914,34,34
heat_months_30C,32.666666666666664,32.64011426737383,35,35
heat_months_35C,35.0,34.98742688375691,36,36
