feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
humidity_variability,1.6666666666666667,1.6832371133124986,1,1
tp_kharif_std,2.6666666666666665,2.6303011173179134,2,2
swvl1_rabi_std,3.3333333333333335,3.2902948886902084,3,3
runoff_ratio_rabi_mean,4.666666666666667,4.628688789289369,4,4
e_zaid_std,7.333333333333333,7.3119259026018675,5,5
runoff_ratio_zaid_mean,7.333333333333333,7.483632514813977,5,6
water_retention_index,12.0,11.728870707912893,7,7
e_kharif_std,12.333333333333334,11.934924618525594,8,8
swvl1_amplitude,13.0,13.1604203160123,9,9
t2m_amplitude,14.666666666666666,14.732948453249994,10,10
e_kharif_mean,16.333333333333332,16.34161855665625,12,11
GDD_rabi,16.333333333333332,16.459447594385814,12,12
t2m_peak_sin,16.333333333333332,16.713112107106305,12,13
e_zaid_mean,16.666666666666668,16.883024051550443,14,14
e_rabi_std,17.333333333333332,17.037571954457672,15,15
soil_moisture_seasonality,18.0,18.150075598300447,16,16
tp_kharif_mean,18.666666666666668,18.787496777273123,17,17
tp_kharif_fraction,19.0,19.23821198197563,18,18
swvl1_kharif_mean,19.333333333333332,19.35518793042519,19,19
swvl1_rabi_mean,20.333333333333332,20.344843212713336,20,20
soil_air_diff_kharif_std,20.666666666666668,20.39370146337082,22,21
soil_air_diff_kharif_mean,20.333333333333332,20.47395854664271,20,22
swvl1_zaid_std,21.333333333333332,21.045633594600396,23,23
cvh,22.666666666666668,22.507635095502714,24,24
soil_air_diff_zaid_mean,22.666666666666668,22.71131743933833,24,25
humidity_stress_index,23.333333333333332,23.34645554074188,26,26
e_rabi_mean,23.666666666666668,23.590934495092263,27,27
runoff_ratio_kharif_mean,24.666666666666668,24.68807409739813,28,28
tp_zaid_mean,25.0,25.221417952149604,29,29
t2m_peak_cos,25.666666666666668,25.461148411622304,30,30
soil_air_diff_rabi_std,26.0,25.788926765562238,31,31
GDD_kharif,27.0,27.04809901190895,32,32
swvl1_stability,29.0,29.269516964058557,33,33
heat_months_30C,30.333333333333332,30.21572787878396,34,34
soil_air_diff_rabi_mean,31.0,31.024855669968744,35,35
heat_months_35C,35.333333333333336,35.3167628866875,36,36
