feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
humidity_variability,2.6666666666666665,2.712322394462183,1,1
e_zaid_mean,5.0,5.061135857198227,2,2
tp_kharif_mean,8.0,8.142228296594972,3,3
e_kharif_std,10.333333333333334,10.289853346808185,4,4
GDD_rabi,10.666666666666666,10.534175936075929,6,5
soil_moisture_seasonality,10.666666666666666,10.56156937275324,6,6
runoff_ratio_rabi_mean,10.666666666666666,10.64918903596108,6,7
soil_air_diff_kharif_std,10.666666666666666,10.731369345993008,6,8
runoff_ratio_kharif_mean,11.0,10.988389902947969,9,9
swvl1_kharif_mean,11.333333333333334,11.340288737622073,10,10
swvl1_amplitude,14.0,13.78393787851959,12,11
swvl1_zaid_std,13.666666666666666,13.826247623712149,11,12
tp_zaid_mean,14.0,14.199190911219958,12,13
e_kharif_mean,15.0,15.114834859917666,14,14
tp_kharif_std,15.666666666666666,15.479389062721312,15,15
humidity_stress_index,15.666666666666666,15.79776631639966,15,16
water_retention_index,17.333333333333332,17.094835678161473,17,17
cvh,17.333333333333332,17.237063974756445,17,18
GDD_kharif,18.0,18.11900810249091,19,19
swvl1_rabi_std,18.333333333333332,18.212934149984683,20,20
e_zaid_std,18.666666666666668,18.72393249151422,21,21
runoff_ratio_zaid_mean,20.0,20.048437889511014,22,22
t2m_amplitude,20.333333333333332,20.448952853663616,23,23
tp_kharif_fraction,20.666666666666668,20.93582137042139,24,24
e_rabi_mean,22.333333333333332,22.378204400716236,25,25
e_rabi_std,23.0,22.884986900114857,26,26
soil_air_diff_zaid_mean,24.666666666666668,24.559571871450363,27,27
soil_air_diff_kharif_mean,25.666666666666668,25.779807235504023,28,28
heat_months_30C,26.666666666666668,26.559571871450366,29,29
swvl1_stability,27.333333333333332,27.350810964038924,30,30
swvl1_rabi_mean,29.0,28.955735353062238,31,31
t2m_peak_cos,29.666666666666668,29.525829450929443,32,32
soil_air_diff_rabi_mean,30.0,30.07800706745869,33,33
soil_air_diff_rabi_std,31.0,30.982040919104364,34,34
t2m_peak_sin,31.333333333333332,31.25502305565209,35,35
heat_months_35C,35.666666666666664,35.65753552110757,36,36
