feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
GDD_rabi,1.3333333333333333,1.3471671466471618,1,1
tp_kharif_std,4.333333333333333,4.3666757649392585,2,2
soil_air_diff_zaid_mean,6.0,6.166005759765939,3,3
swvl1_zaid_std,9.0,9.02696122836397,4,4
runoff_ratio_rabi_mean,9.333333333333334,9.259560868615837,5,5
GDD_kharif,10.0,9.858106256674509,6,6
humidity_stress_index,10.666666666666666,10.96533575459262,7,7
e_zaid_mean,13.0,13.131956929896326,8,8
e_kharif_mean,13.333333333333334,13.591207379581489,9,9
water_retention_index,14.666666666666666,14.701421894799967,10,10
e_kharif_std,15.0,14.70203731033773,11,11
tp_kharif_mean,15.666666666666666,15.589703600328193,12,12
swvl1_rabi_std,16.0,15.72651433534441,13,13
tp_zaid_mean,16.333333333333332,16.43513843324471,14,14
t2m_amplitude,16.333333333333332,16.593691582938778,14,15
runoff_ratio_zaid_mean,17.0,16.804913817079026,16,16
swvl1_kharif_mean,17.0,17.22453161464223,16,17
t2m_peak_sin,18.666666666666668,18.62163323540674,18,18
e_zaid_std,19.333333333333332,19.415629814952613,19,19
tp_kharif_fraction,20.333333333333332,20.591207379581487,20,20
e_rabi_std,21.0,20.92408472162267,21,21
swvl1_rabi_mean,21.0,21.11705170975258,21,22
swvl1_amplitude,21.333333333333332,21.15916856523183,23,23
cvh,21.666666666666668,21.393887400274764,24,24
runoff_ratio_kharif_mean,22.333333333333332,22.347532155213386,25,25
soil_air_diff_kharif_std,23.0,22.692465505474797,26,26
humidity_variability,23.0,22.86343967195532,26,27
e_rabi_mean,23.333333333333332,23.57133375272316,28,28
soil_moisture_seasonality,25.0,25.124504319824453,29,29
soil_air_diff_rabi_mean,25.666666666666668,25.623387421631573,30,30
soil_air_diff_rabi_std,25.666666666666668,25.732986521312284,30,31
t2m_peak_cos,27.333333333333332,27.015155627115277,32,32
soil_air_diff_kharif_mean,27.333333333333332,27.506085304907455,32,33
heat_months_30C,29.333333333333332,29.139659946939734,34,34
swvl1_stability,31.0,31.058525854876287,35,35
heat_months_35C,34.666666666666664,34.61133141341135,36,36
