feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
swvl1_rabi_std,1.6666666666666667,1.6436853920008152,1,1
GDD_rabi,1.6666666666666667,1.6781573039995927,1,2
runoff_ratio_rabi_mean,3.6666666666666665,3.7081155809345425,3,3
tp_kharif_std,6.666666666666667,6.610850648513883,4,4
t2m_amplitude,7.333333333333333,7.4626068105475,5,5
humidity_stress_index,8.333333333333334,8.351800972935358,6,6
soil_moisture_seasonality,10.666666666666666,10.660102763744282,7,7
swvl1_zaid_std,12.0,11.806709433198819,8,8
runoff_ratio_zaid_mean,12.666666666666666,12.624391553705367,9,9
tp_zaid_mean,13.333333333333334,13.21267402690011,10,10
tp_kharif_fraction,14.333333333333334,14.337020769703738,11,11
e_kharif_std,14.333333333333334,14.405566723229583,11,12
tp_kharif_mean,15.333333333333334,15.140853736350575,13,13
water_retention_index,15.333333333333334,15.297637352169424,13,14
GDD_kharif,17.666666666666668,17.282946770741283,16,15
runoff_ratio_kharif_mean,17.666666666666668,17.63793245889685,16,16
humidity_variability,17.666666666666668,17.814407783482856,16,17
soil_air_diff_zaid_mean,19.666666666666668,19.733560222805664,18,18
swvl1_amplitude,19.666666666666668,19.839852425353982,18,19
e_rabi_mean,21.0,21.01517807370333,20,20
e_zaid_mean,22.333333333333332,22.282857148937804,21,21
soil_air_diff_kharif_mean,22.666666666666668,22.4491555271595,24,22
e_kharif_mean,22.666666666666668,22.498407642389896,24,23
e_zaid_std,22.333333333333332,22.525399830969384,21,24
soil_air_diff_kharif_std,22.666666666666668,22.871447870800772,24,25
cvh,24.666666666666668,24.820160716586823,26,26
swvl1_rabi_mean,25.0,24.829277608517963,27,27
swvl1_stability,25.0,25.015178073703332,27,28
swvl1_kharif_mean,25.333333333333332,25.381759249870306,29,29
e_rabi_std,26.333333333333332,26.431011365100705,30,30
t2m_peak_cos,26.333333333333332,26.472873378715292,30,31
heat_months_30C,26.666666666666668,26.815647081522997,32,32
soil_air_diff_rabi_std,27.666666666666668,27.610850648513885,33,33
t2m_peak_sin,29.0,29.130099675907594,34,34
soil_air_diff_rabi_mean,30.666666666666668,30.60182337838623,35,35
heat_months_35C,36.0,36.0,36,36
