feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
swvl1_amplitude,3.3333333333333335,3.3858691475131866,1,1
cvh,4.0,3.9727384583696272,2,2
runoff_ratio_rabi_mean,6.0,5.895700026174658,3,3
soil_air_diff_rabi_mean,7.333333333333333,7.219946178964534,4,4
tp_kharif_std,7.666666666666667,7.595146081702214,5,5
soil_moisture_seasonality,9.0,8.976307791682569,6,6
GDD_kharif,10.333333333333334,10.385869147513187,7,7
t2m_amplitude,11.666666666666666,11.810845940815463,8,8
tp_zaid_mean,12.0,11.921784708421825,9,9
tp_kharif_mean,13.0,13.009492385392303,10,10
humidity_stress_index,13.0,13.194361369562234,10,11
runoff_ratio_kharif_mean,14.0,13.991723229154228,12,12
GDD_rabi,14.666666666666666,14.841676815758778,13,13
humidity_variability,15.0,14.98576142191155,14,14
e_zaid_mean,16.0,15.864907906394665,16,15
runoff_ratio_zaid_mean,16.0,15.8707922033107,16,16
swvl1_rabi_std,16.0,16.08178462489112,16,17
e_rabi_std,16.333333333333332,16.50915389212313,18,18
e_rabi_mean,16.666666666666668,16.866545883459416,19,19
tp_kharif_fraction,18.333333333333332,18.294630892393087,20,20
swvl1_zaid_std,19.333333333333332,19.242461527898758,21,21
e_kharif_mean,20.0,20.014238578088452,22,22
e_zaid_std,20.666666666666668,20.56313834737569,23,23
t2m_peak_sin,21.666666666666668,21.58333873270682,24,24
water_retention_index,22.666666666666668,22.685246232602424,25,25
swvl1_rabi_mean,22.666666666666668,22.72196140446178,25,26
soil_air_diff_zaid_mean,24.0,24.007099911462568,27,27
t2m_peak_cos,26.0,25.85306180223595,28,28
e_kharif_std,27.0,26.95496930213156,29,29
swvl1_kharif_mean,29.0,29.004746192696153,30,30
soil_air_diff_kharif_mean,29.0,29.059269275956897,30,31
soil_air_diff_rabi_std,30.0,29.963246072977327,32,32
soil_air_diff_kharif_std,31.666666666666668,31.666261461817825,33,33
swvl1_stability,32.333333333333336,32.36927685065832,34,34
heat_months_30C,34.0,33.97748465106578,35,35
heat_months_35C,35.666666666666664,35.65916155035526,36,36
