feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
swvl1_rabi_std,3.6666666666666665,3.570562560327083,1,1
water_retention_index,3.6666666666666665,3.678604589606403,1,2
cvh,4.333333333333333,4.30333834527857,3,3
runoff_ratio_zaid_mean,7.333333333333333,7.321245229688174,4,4
tp_kharif_std,12.0,11.909939945482996,6,5
swvl1_kharif_mean,12.0,12.036114130230057,6,6
soil_air_diff_rabi_mean,12.0,12.197050818858347,6,7
tp_kharif_mean,12.333333333333334,12.429212168614779,8,8
runoff_ratio_kharif_mean,12.333333333333334,12.465101027786698,8,9
soil_air_diff_kharif_mean,13.0,13.197426270621913,10,10
GDD_rabi,14.0,14.017306161587905,11,11
runoff_ratio_rabi_mean,14.333333333333334,14.213879013583266,12,12
humidity_variability,15.333333333333334,15.392797676973876,13,13
soil_moisture_seasonality,16.0,16.03678994340447,14,14
e_kharif_std,17.0,16.892483603189667,16,15
GDD_kharif,16.666666666666668,16.89431319640148,15,16
tp_zaid_mean,17.666666666666668,17.785745534653174,17,17
e_rabi_std,19.333333333333332,19.141876024181293,18,18
soil_air_diff_kharif_std,19.333333333333332,19.411080013147043,18,19
swvl1_rabi_mean,20.666666666666668,20.55265567591748,20,20
t2m_amplitude,21.0,20.982768928764813,22,21
humidity_stress_index,21.0,21.035588497761072,22,22
tp_kharif_fraction,21.0,21.0542462856978,22,23
swvl1_amplitude,21.333333333333332,21.428986897556644,24,24
soil_air_diff_zaid_mean,22.333333333333332,22.37601714785496,25,25
e_rabi_mean,22.666666666666668,22.64256554972906,26,26
e_zaid_mean,23.666666666666668,23.62465866531946,27,27
heat_months_30C,24.0,23.9826938384121,28,28
swvl1_zaid_std,24.333333333333332,24.195746858115527,29,29
soil_air_diff_rabi_std,25.0,24.945152991480505,30,30
t2m_peak_cos,26.666666666666668,26.53542460468229,31,31
e_zaid_std,27.0,26.892258332131533,32,32
swvl1_stability,28.0,27.94590389500763,33,33
t2m_peak_sin,28.666666666666668,28.55318130838647,34,34
e_kharif_mean,30.333333333333332,30.357284269565525,35,35
heat_months_35C,36.0,36.0,36,36
