feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
water_retention_index,2.6666666666666665,2.6450472305925032,1,1
e_rabi_std,3.3333333333333335,3.3496782922755806,2,2
swvl1_rabi_std,5.0,4.9804920462548,3,3
soil_moisture_seasonality,8.333333333333334,8.295368938316923,4,4
runoff_ratio_rabi_mean,9.0,8.886636799878255,5,5
GDD_kharif,10.0,10.052719399176194,6,6
swvl1_kharif_mean,11.0,11.09859973858097,7,7
tp_kharif_fraction,12.0,12.034801400213457,8,8
soil_air_diff_kharif_std,13.333333333333334,13.151418845258661,9,9
GDD_rabi,13.666666666666666,13.638712783605612,10,10
runoff_ratio_zaid_mean,14.0,13.882422292601314,11,11
cvh,15.0,15.22357186282152,12,12
e_zaid_mean,15.333333333333334,15.28481998405309,13,13
swvl1_zaid_std,16.333333333333332,16.190964737676545,14,14
e_kharif_std,17.0,16.961514077437087,15,15
t2m_amplitude,17.0,17.05377936903117,15,16
soil_air_diff_rabi_mean,17.333333333333332,17.45723703033792,17,17
humidity_stress_index,18.666666666666668,18.551721969143443,19,18
e_zaid_std,18.666666666666668,18.55699644627536,19,19
swvl1_stability,18.666666666666668,18.708845568960015,19,20
soil_air_diff_kharif_mean,19.0,19.22145192311157,21,21
tp_kharif_std,20.666666666666668,20.57228989274362,22,22
humidity_variability,22.333333333333332,22.439319031375184,23,23
e_rabi_mean,23.333333333333332,23.40345766130675,24,24
runoff_ratio_kharif_mean,23.666666666666668,23.75366593850982,25,25
e_kharif_mean,24.333333333333332,24.31013239985769,26,26
soil_air_diff_rabi_std,24.666666666666668,24.480529213934066,28,27
tp_kharif_mean,24.333333333333332,24.54740775436501,26,28
swvl1_amplitude,25.0,25.011078939191314,29,29
swvl1_rabi_mean,26.333333333333332,26.261097523030948,30,30
t2m_peak_cos,27.333333333333332,27.311722354640153,31,31
heat_months_30C,27.333333333333332,27.321211339049007,31,32
tp_zaid_mean,27.666666666666668,27.78372284651885,33,33
soil_air_diff_zaid_mean,28.666666666666668,28.616050292438445,34,34
t2m_peak_sin,29.0,28.961514077437084,35,35
heat_months_35C,36.0,35.99999999999999,36,36
