feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
swvl1_rabi_std,2.0,1.9921942079085107,1,1
t2m_amplitude,3.3333333333333335,3.343242615559154,2,2
runoff_ratio_rabi_mean,4.333333333333333,4.330621674753168,3,3
water_retention_index,5.666666666666667,5.666058498220832,4,4
GDD_rabi,5.666666666666667,5.696115528547303,4,5
runoff_ratio_zaid_mean,6.0,5.990698886220015,6,6
e_rabi_std,9.0,8.943864133671077,7,7
e_zaid_std,13.0,12.967281509945545,8,8
GDD_kharif,13.666666666666666,13.69644471219631,9,9
e_rabi_mean,14.666666666666666,14.679008622675829,10,10
tp_kharif_std,16.0,15.98555455385651,11,11
runoff_ratio_kharif_mean,16.333333333333332,16.351377591299652,12,12
t2m_peak_sin,16.666666666666668,16.78996362073764,13,13
soil_air_diff_zaid_mean,17.666666666666668,17.743458051837713,14,14
humidity_variability,18.333333333333332,18.25322212113629,16,15
tp_kharif_mean,18.333333333333332,18.351377591299652,16,16
tp_zaid_mean,18.333333333333332,18.408679595668065,16,17
cvh,19.333333333333332,19.320991377324177,18,18
swvl1_amplitude,19.666666666666668,19.630349364789385,19,19
e_kharif_std,20.333333333333332,20.261864867618257,21,20
swvl1_zaid_std,20.333333333333332,20.287106749230233,21,21
tp_kharif_fraction,20.333333333333332,20.373299645885627,21,22
swvl1_kharif_mean,21.0,21.01229175715698,23,23
swvl1_rabi_mean,22.666666666666668,22.61506696425542,24,24
t2m_peak_cos,23.0,23.016448538573464,25,25
humidity_stress_index,23.333333333333332,23.37147514054812,26,26
soil_air_diff_kharif_mean,23.666666666666668,23.772019760475686,27,27
soil_air_diff_rabi_mean,25.333333333333332,25.323474249959695,28,28
swvl1_stability,25.666666666666668,25.703592136989784,29,29
heat_months_30C,26.333333333333332,26.278642589840725,30,30
e_kharif_mean,26.666666666666668,26.63334000816638,31,31
soil_moisture_seasonality,27.0,26.991865024259504,32,32
soil_air_diff_rabi_std,28.0,27.933726065500615,33,33
e_zaid_mean,28.333333333333332,28.300893828075708,34,34
soil_air_diff_kharif_std,30.0,29.984388415817023,35,35
heat_months_35C,36.0,36.0,36,36
