feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
humidity_stress_index,2.3333333333333335,2.3284352086740174,1,1
swvl1_rabi_std,4.666666666666667,4.681211354477595,2,2
t2m_amplitude,5.0,4.992652813011026,3,3
tp_zaid_mean,5.333333333333333,5.314189893197133,4,4
runoff_ratio_rabi_mean,7.666666666666667,7.665283435391931,5,5
humidity_variability,7.666666666666667,7.6870436519105825,5,6
swvl1_zaid_std,8.333333333333334,8.360123332792552,7,7
e_kharif_std,8.666666666666666,8.67386416748862,8,8
e_rabi_mean,10.0,9.92282749478711,9,9
soil_air_diff_kharif_std,10.333333333333334,10.343746355205825,10,10
soil_air_diff_zaid_mean,11.0,10.959731143784776,11,11
GDD_rabi,11.666666666666666,11.65120583396784,12,12
swvl1_amplitude,13.333333333333334,13.325519059957523,13,13
soil_moisture_seasonality,13.333333333333334,13.376051251878216,13,14
tp_kharif_fraction,16.666666666666668,16.673415108987555,15,15
runoff_ratio_zaid_mean,17.0,17.0,16,16
e_zaid_std,18.0,17.98805406068575,17,17
GDD_kharif,18.666666666666668,18.666966039000712,18,18
e_kharif_mean,19.333333333333332,19.3720692721068,19,19
water_retention_index,21.0,21.058328437410733,20,20
tp_kharif_std,22.666666666666668,22.646158023141503,21,21
e_rabi_std,23.333333333333332,23.33976437543441,22,22
soil_air_diff_kharif_mean,24.333333333333332,24.3034774989906,23,23
swvl1_rabi_mean,24.666666666666668,24.64812197119855,24,24
swvl1_kharif_mean,24.666666666666668,24.67049896027106,24,25
t2m_peak_sin,25.333333333333332,25.301962609434614,26,26
soil_air_diff_rabi_mean,26.666666666666668,26.677846147260038,27,27
e_zaid_mean,27.0,26.98194041880449,28,28
t2m_peak_cos,27.666666666666668,27.727761566626874,29,29
swvl1_stability,28.333333333333332,28.310824685979576,30,30
soil_air_diff_rabi_std,28.666666666666668,28.6363437459371,31,31
cvh,29.666666666666668,29.654403327132606,32,32
runoff_ratio_kharif_mean,29.666666666666668,29.677846147260038,32,33
tp_kharif_mean,30.0,29.994335416619805,34,34
heat_months_35C,30.0,30.057879378909668,34,35
heat_months_30C,33.333333333333336,33.3301178122828,36,36
