feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
e_zaid_mean,1.6666666666666667,1.664159604984285,1,1
e_zaid_std,4.666666666666667,4.671680790031429,2,2
GDD_kharif,5.333333333333333,5.31338895424053,3,3
humidity_variability,5.333333333333333,5.320798024921426,3,4
e_kharif_mean,5.666666666666667,5.658165079819819,5,5
e_kharif_std,7.0,7.019510235376075,6,6
t2m_amplitude,9.0,9.02844596593965,7,7
water_retention_index,13.0,12.95520923281588,8,8
tp_kharif_fraction,13.0,12.98637217542214,8,9
swvl1_zaid_std,14.333333333333334,14.287064806575524,10,10
tp_zaid_mean,14.666666666666666,14.716471557215549,11,11
tp_kharif_std,15.666666666666666,15.660399012460712,12,12
soil_air_diff_zaid_mean,17.333333333333332,17.327611937210357,13,13
soil_air_diff_kharif_std,17.333333333333332,17.429406750640023,13,14
humidity_stress_index,18.0,17.95945286936517,15,15
swvl1_rabi_std,18.0,18.055477386362867,15,16
runoff_ratio_zaid_mean,18.666666666666668,18.60644828598052,17,17
GDD_rabi,18.666666666666668,18.697185550571973,17,18
t2m_peak_sin,20.0,20.093566355624304,19,19
cvh,20.333333333333332,20.29328356047249,20,20
heat_months_30C,20.666666666666668,20.75925262049127,21,21
e_rabi_mean,21.0,20.932645677674447,22,22
e_rabi_std,21.0,20.982835811631066,22,23
runoff_ratio_kharif_mean,21.666666666666668,21.677675315195895,24,24
runoff_ratio_rabi_mean,22.0,21.94463472800338,25,25
swvl1_rabi_mean,22.0,22.002941205399104,25,26
swvl1_kharif_mean,23.333333333333332,23.38368448196519,27,27
soil_air_diff_rabi_std,24.666666666666668,24.646995416615354,28,28
t2m_peak_cos,26.666666666666668,26.7091746009009,29,29
tp_kharif_mean,27.666666666666668,27.67156867566518,30,30
soil_air_diff_rabi_mean,28.0,27.987303676912852,31,31
swvl1_stability,28.0,27.99858545448357,31,32
swvl1_amplitude,28.333333333333332,28.244507972032295,33,33
soil_air_diff_kharif_mean,28.666666666666668,28.69707343620572,34,34
soil_moisture_seasonality,29.0,28.949102593285165,35,35
heat_months_35C,35.666666666666664,35.667920197507854,36,36
