feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
humidity_variability,4.333333333333333,4.368928777650114,1,1
swvl1_stability,6.333333333333333,6.316210669144864,2,2
tp_kharif_std,6.333333333333333,6.540885230880938,2,3
e_zaid_mean,7.333333333333333,7.412825563150381,4,4
swvl1_amplitude,8.0,8.01629253007012,5,5
e_rabi_std,8.666666666666666,8.649854154775051,6,6
soil_air_diff_rabi_std,9.0,8.932129647839831,7,7
water_retention_index,12.0,11.69230284244884,8,8
humidity_stress_index,13.0,13.17081616681562,9,9
e_zaid_std,13.0,13.21969375702598,9,10
runoff_ratio_rabi_mean,14.666666666666666,14.490559542844098,11,11
e_kharif_mean,15.0,15.05655862680014,12,12
GDD_rabi,15.0,15.217203354670936,12,13
e_kharif_std,16.666666666666668,16.41884867238904,14,14
swvl1_rabi_mean,16.666666666666668,16.50436167055917,14,15
runoff_ratio_kharif_mean,17.0,16.944791489139703,16,16
e_rabi_mean,18.0,17.968555226274958,18,17
swvl1_zaid_std,18.0,18.274902267886276,18,18
tp_kharif_fraction,18.0,18.418114179271747,18,19
cvh,20.333333333333332,20.1931318061244,20,20
GDD_kharif,21.333333333333332,21.26214244469977,21,21
swvl1_rabi_std,22.0,21.702474281393663,22,22
swvl1_kharif_mean,22.0,21.991178676995016,22,23
soil_air_diff_kharif_std,22.666666666666668,22.59350535749955,24,24
tp_zaid_mean,22.666666666666668,22.899852399110866,24,25
tp_kharif_mean,23.0,23.165625532580883,26,26
heat_months_35C,23.666666666666668,23.214307159017977,28,27
soil_moisture_seasonality,23.333333333333332,23.352636247579994,27,28
soil_air_diff_kharif_mean,23.666666666666668,23.793066066160524,28,29
soil_air_diff_zaid_mean,25.333333333333332,25.553547072180805,30,30
runoff_ratio_zaid_mean,27.0,26.99117867699502,31,31
soil_air_diff_rabi_mean,27.333333333333332,27.37255946642036,32,32
t2m_amplitude,30.0,29.947281891494747,33,33
t2m_peak_cos,30.666666666666668,30.48422862219416,34,34
t2m_peak_sin,31.666666666666668,31.56206058377451,35,35
heat_months_30C,32.333333333333336,32.30738934613988,36,36
