feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
runoff_ratio_kharif_mean,6.666666666666667,6.752882698772251,1,1
GDD_rabi,7.0,6.865761020044068,2,2
swvl1_rabi_std,7.0,7.139153911753489,2,3
runoff_ratio_zaid_mean,7.666666666666667,7.685763208794285,4,4
tp_kharif_mean,7.666666666666667,7.712564922561629,4,5
tp_kharif_std,10.666666666666666,10.730995916802463,6,6
cvh,11.0,10.879277082487347,7,7
soil_air_diff_zaid_mean,11.666666666666666,11.87974928103185,8,8
soil_air_diff_rabi_mean,12.0,12.315937722699609,9,9
GDD_kharif,12.0,12.337824504669396,9,10
water_retention_index,12.666666666666666,12.689449407642453,11,11
humidity_stress_index,13.333333333333334,13.433730975768981,12,12
swvl1_kharif_mean,13.333333333333334,13.491020602151835,12,13
tp_zaid_mean,14.333333333333334,14.381356281183683,14,14
swvl1_amplitude,14.666666666666666,14.46006049099182,15,15
runoff_ratio_rabi_mean,15.333333333333334,15.256947164822861,16,16
e_kharif_std,15.666666666666666,15.651589097330607,17,17
swvl1_zaid_std,16.0,15.764467418602425,18,18
humidity_variability,16.333333333333332,16.326524120699606,19,19
t2m_amplitude,17.333333333333332,17.27760521384326,20,20
tp_kharif_fraction,18.666666666666668,18.800342461559993,21,21
e_zaid_std,20.333333333333332,20.066647291433465,22,22
e_zaid_mean,20.333333333333332,20.119021986018762,22,23
soil_moisture_seasonality,22.666666666666668,22.685763208794285,24,24
e_kharif_mean,25.0,25.030487912615513,25,25
t2m_peak_sin,25.333333333333332,25.07033349028163,27,26
swvl1_rabi_mean,25.333333333333332,25.160568495178772,27,27
soil_air_diff_kharif_std,25.333333333333332,25.348410902669393,27,28
e_rabi_std,27.666666666666668,27.654046563229386,29,29
swvl1_stability,28.333333333333332,28.400785597254693,30,30
e_rabi_mean,28.666666666666668,28.61987245176571,31,31
soil_air_diff_kharif_mean,28.666666666666668,28.94564003806043,31,32
heat_months_30C,30.333333333333332,30.253260965974697,33,33
t2m_peak_cos,31.333333333333332,31.21908685451102,34,34
soil_air_diff_rabi_std,31.666666666666668,31.654046563229386,35,35
heat_months_35C,34.0,33.93902417476898,36,36
