feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
tp_kharif_mean,3.3333333333333335,3.5374081234397345,1,1
e_zaid_std,6.0,5.750807342510763,3,2
tp_zaid_mean,5.666666666666667,5.974166407043448,2,3
water_retention_index,6.666666666666667,6.597945478708775,4,4
runoff_ratio_rabi_mean,7.666666666666667,7.541727169588505,5,5
GDD_rabi,8.333333333333334,7.943236852826868,6,6
tp_kharif_std,11.333333333333334,11.039022808461258,8,7
humidity_stress_index,12.0,11.546046215737277,10,8
runoff_ratio_kharif_mean,11.333333333333334,11.917090498875849,8,9
GDD_kharif,11.333333333333334,12.001089676105721,8,10
t2m_amplitude,13.0,13.127028270845436,11,11
heat_months_30C,13.333333333333334,13.71925226630525,12,12
t2m_peak_cos,14.333333333333334,14.55752023314733,13,13
soil_air_diff_zaid_mean,15.666666666666666,15.634051678121452,15,14
tp_kharif_fraction,15.333333333333334,15.951794261188336,14,15
e_kharif_mean,17.333333333333332,17.065401239470674,16,16
swvl1_rabi_std,17.666666666666668,17.13912781024442,17,17
soil_air_diff_rabi_mean,18.333333333333332,18.826168427443093,18,18
soil_air_diff_kharif_std,19.0,19.501846762079918,19,19
swvl1_rabi_mean,20.666666666666668,21.01373405355757,20,20
runoff_ratio_zaid_mean,21.666666666666668,21.104424047931932,21,21
e_rabi_std,22.666666666666668,21.88160982145211,25,22
swvl1_zaid_std,22.333333333333332,22.19589095741755,22,23
humidity_variability,22.666666666666668,22.40637356744,25,24
soil_moisture_seasonality,22.333333333333332,22.768547681222632,22,25
soil_air_diff_rabi_std,22.666666666666668,23.005408722254494,25,26
e_kharif_std,24.0,23.772321889318544,27,27
cvh,24.333333333333332,23.895343875009672,28,28
swvl1_amplitude,25.0,25.183246579965704,29,29
swvl1_kharif_mean,26.0,25.83480651974063,30,30
soil_air_diff_kharif_mean,26.0,26.16659591735955,30,31
t2m_peak_sin,28.0,27.907675491467053,32,32
swvl1_stability,29.333333333333332,29.017508261653475,33,33
e_zaid_mean,31.0,30.912539375668686,34,34
e_rabi_mean,34.0,33.925728591173396,35,35
heat_months_35C,35.666666666666664,35.637513125222895,36,36
