feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
GDD_rabi,1.0,1.0,1,1
humidity_stress_index,2.0,2.0,2,2
swvl1_zaid_std,4.666666666666667,4.694716073753371,3,3
swvl1_rabi_std,6.0,5.965611574986404,4,4
e_zaid_std,9.333333333333334,9.339672351260223,5,5
t2m_amplitude,10.666666666666666,10.84271440687375,6,6
e_rabi_std,12.0,11.949649047021337,7,7
e_kharif_mean,12.0,12.00739010725039,7,8
e_rabi_mean,13.0,13.091538328510506,9,9
GDD_kharif,13.666666666666666,13.669589968341489,10,10
cvh,14.0,13.995073261833074,11,11
runoff_ratio_rabi_mean,14.333333333333334,14.253060760916645,12,12
humidity_variability,15.333333333333334,15.469244787332073,13,13
tp_kharif_std,16.333333333333332,16.21867233590305,14,14
runoff_ratio_zaid_mean,16.333333333333332,16.22478138753426,14,15
soil_air_diff_rabi_std,18.0,17.93063199324067,16,16
water_retention_index,18.333333333333332,18.136396326994255,17,17
soil_moisture_seasonality,18.666666666666668,18.64249290842339,18,18
tp_kharif_mean,20.333333333333332,20.275231082667815,19,19
tp_zaid_mean,20.666666666666668,20.722404290403613,21,20
t2m_peak_cos,20.666666666666668,20.84025103779029,21,21
t2m_peak_sin,20.666666666666668,20.897400941287195,21,22
soil_air_diff_zaid_mean,21.0,21.16090633526984,23,23
e_zaid_mean,21.666666666666668,21.7370857627495,24,24
soil_air_diff_kharif_std,23.0,22.879591141374966,25,25
swvl1_amplitude,23.333333333333332,23.28134013429903,26,26
swvl1_stability,23.666666666666668,23.58908742962912,27,27
swvl1_kharif_mean,23.666666666666668,23.692252704669908,27,28
e_kharif_std,25.0,24.945904622318693,29,29
tp_kharif_fraction,25.333333333333332,25.41830267762127,30,30
soil_air_diff_rabi_mean,25.666666666666668,25.581697322378734,31,31
swvl1_rabi_mean,28.333333333333332,28.252469604184505,32,32
soil_air_diff_kharif_mean,29.333333333333332,29.302229400431024,33,33
runoff_ratio_kharif_mean,31.0,31.010444633065994,34,34
heat_months_30C,31.333333333333332,31.316319716044767,35,35
heat_months_35C,35.666666666666664,35.665845543638845,36,36
