feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
water_retention_index,1.3333333333333333,1.3265093935773558,1,1
swvl1_rabi_std,4.0,3.9804242171693605,2,2
t2m_peak_sin,7.333333333333333,7.379929032840422,3,3
tp_zaid_mean,9.0,9.072030876261508,4,4
heat_months_30C,10.666666666666666,10.70464635354319,5,5
humidity_variability,10.666666666666666,10.72504966341622,5,6
tp_kharif_fraction,11.666666666666666,11.735802100663738,7,7
humidity_stress_index,12.333333333333334,12.349600812762263,8,8
GDD_rabi,12.666666666666666,12.700166171356727,9,9
e_rabi_mean,13.333333333333334,13.378964487008222,10,10
e_kharif_std,14.0,13.922592905114733,11,11
soil_air_diff_zaid_mean,14.333333333333334,14.34160499422153,12,12
cvh,14.666666666666666,14.491036305885832,13,13
runoff_ratio_zaid_mean,14.666666666666666,14.647711077925859,13,14
swvl1_amplitude,15.666666666666666,15.684174534275257,15,15
soil_air_diff_kharif_std,16.0,16.016956182913667,16,16
runoff_ratio_kharif_mean,18.0,18.048870947681696,17,17
tp_kharif_mean,19.666666666666668,19.6548108600293,18,18
e_zaid_mean,20.0,19.931484760092758,19,19
tp_kharif_std,20.333333333333332,20.23490273448521,20,20
e_zaid_std,20.666666666666668,20.6183474036799,21,21
t2m_amplitude,20.666666666666668,20.709954062772045,21,22
GDD_kharif,21.333333333333332,21.297973246373783,23,23
swvl1_zaid_std,21.333333333333332,21.318513575036622,23,24
e_kharif_mean,23.0,23.028467637808667,25,25
swvl1_rabi_mean,23.333333333333332,23.379929032840423,26,26
swvl1_stability,24.0,24.132618807022922,27,27
soil_moisture_seasonality,24.666666666666668,24.639715259385124,28,28
t2m_peak_cos,25.0,24.920869341635054,29,29
e_rabi_std,25.0,24.927969123738492,29,30
soil_air_diff_rabi_std,26.333333333333332,26.2961811734992,31,31
runoff_ratio_rabi_mean,26.333333333333332,26.29983382864328,31,32
soil_air_diff_kharif_mean,27.333333333333332,27.43066056279161,33,33
swvl1_kharif_mean,30.333333333333332,30.387924851381158,34,34
soil_air_diff_rabi_mean,31.0,30.956368252152252,35,35
heat_months_35C,35.333333333333336,35.32740543001465,36,36
