feature,unweighted_avg_rank,weighted_avg_rank,unweighted_rank,weighted_rank
swvl1_rabi_std,4.0,3.9878066987581695,1,1
runoff_ratio_rabi_mean,5.0,4.900280090571316,2,2
water_retention_index,5.0,5.031298315414841,2,3
cvh,5.333333333333333,5.231852894467766,4,4
runoff_ratio_zaid_mean,5.333333333333333,5.355416031506603,4,5
e_kharif_mean,6.666666666666667,6.780883781647574,6,6
humidity_variability,9.333333333333334,9.336854392207101,7,7
GDD_rabi,9.666666666666666,9.731023826933232,8,8
e_rabi_std,11.666666666666666,11.581443962790207,9,9
tp_kharif_fraction,12.0,12.3124397792749,10,10
e_zaid_mean,13.0,12.775630203785463,11,11
swvl1_zaid_std,13.0,13.001630124620528,11,12
e_kharif_std,13.333333333333334,13.29336277555043,13,13
humidity_stress_index,15.0,14.988350073631679,14,14
GDD_kharif,17.0,17.155948202200697,15,15
tp_kharif_mean,17.666666666666668,17.774515443589905,16,16
t2m_peak_sin,17.666666666666668,17.85986855228272,16,17
t2m_amplitude,20.333333333333332,20.125221272107904,18,18
tp_kharif_std,20.333333333333332,20.31192441484993,18,19
e_zaid_std,21.0,20.800560181142636,20,20
swvl1_rabi_mean,21.333333333333332,21.12739477160194,22,21
soil_air_diff_kharif_std,21.0,21.205264782041528,20,22
tp_zaid_mean,21.666666666666668,21.70555047470255,23,23
soil_moisture_seasonality,23.333333333333332,23.33794114195412,24,24
heat_months_30C,25.333333333333332,25.28645106261925,25,25
swvl1_stability,25.333333333333332,25.412731074025633,25,26
swvl1_kharif_mean,25.666666666666668,25.500285692661024,27,27
swvl1_amplitude,26.666666666666668,26.793077082889404,28,28
e_rabi_mean,27.0,26.901910215191847,29,29
soil_air_diff_kharif_mean,27.333333333333332,27.54903088717981,30,30
soil_air_diff_rabi_std,28.333333333333332,28.332659553643467,31,31
soil_air_diff_zaid_mean,28.333333333333332,28.374521045679614,31,32
t2m_peak_cos,28.666666666666668,28.462075664315,33,33
runoff_ratio_kharif_mean,29.0,28.95596500846982,34,34
soil_air_diff_rabi_mean,30.0,30.087526608186856,35,35
heat_months_35C,34.666666666666664,34.63130391750455,36,36
