crop,n_rows,n_classes,dropped,acc_mean,acc_std,f1_mean,f1_std
other_oilseeds,223,3,none,0.8791919191919192,0.038577925039814075,0.8781335572296507,0.039196812181466034
mesta,258,3,none,0.8373303167420815,0.035162702837023364,0.8350163360469132,0.04133334100475073
onion,573,3,none,0.8150419527078565,0.03741327867608092,0.8151973540346823,0.03642276993438712
garlic,439,3,none,0.8108150470219435,0.045275428083289486,0.8106564364433563,0.045382037741502526
sweet_potato,457,3,none,0.800764452938366,0.04320391701385359,0.8042166602308528,0.04113029858723043
cowpea_lobia,231,3,none,0.8060129509713228,0.11471330299822483,0.8036940207613176,0.12313311800019922
ragi,379,3,none,0.7967368421052632,0.03925116227084475,0.796649206850128,0.039835484848520564
sugarcane,663,3,none,0.778343586238323,0.026686543291370046,0.7925994260731297,0.02260129841625127
groundnut,583,2,High,0.7821396993810787,0.02927621827560248,0.7854989117334996,0.028258256308008194
peas_and_beans,518,3,none,0.7759895444361464,0.0230196769843637,0.7776632902200147,0.023785914827996444
turmeric,502,3,none,0.7769306930693068,0.038742512265488235,0.7748848491240362,0.03902508127048595
coriander,406,3,none,0.7732610659439928,0.03345918559011129,0.7712790418813664,0.03490506088965944
tobacco,352,3,none,0.770020120724346,0.026381638204290278,0.7664082130185741,0.022569482701105946
banana,405,3,none,0.7580246913580247,0.055541836440503665,0.7603205608636625,0.0540513713550117
sunflower,483,3,none,0.7350515463917526,0.0619149439178155,0.7457468785239028,0.05921344860895405
rapeseed_and_mustard,656,3,none,0.7423779782558408,0.028714883933847447,0.7423268165854361,0.028131482681842977
sannhamp,304,3,none,0.737103825136612,0.0945131531709149,0.739531913124144,0.09136054891725419
ginger,444,3,none,0.7410112359550561,0.03316034733342406,0.7368426771061872,0.02977475195722907
barley,328,3,none,0.7288578088578088,0.06100699371951092,0.731230438124851,0.05678364424766437
rice,720,3,none,0.7180555555555556,0.03124228299778332,0.7245923238962145,0.030795108198195646
castorseed,390,3,none,0.7205128205128205,0.03922322702763681,0.7200904361716345,0.03873546106188297
potato,600,3,none,0.6816666666666668,0.016996731711975955,0.7119644317133738,0.01417971491144091
horse_gram,328,3,none,0.7103030303030302,0.061577016953599184,0.7094664353625393,0.06134931649908489
wheat,630,3,none,0.7126984126984126,0.025297424524617813,0.7006522962273285,0.024813409748973243
cotton,454,3,none,0.7004395604395605,0.025418606232617096,0.7003068043925011,0.030212518723662287
linseed,433,3,none,0.6999732691793638,0.04482236566214637,0.6957120685593285,0.046044745712963034
other_rabi_pulses,602,3,none,0.6727823691460054,0.007315774388982165,0.6891102393774305,0.011325082283700461
bajra,501,3,none,0.6745940594059405,0.02713489847816011,0.6656655579974007,0.02732653369722781
masoor,469,3,none,0.6608556394417753,0.04283530467372505,0.6643967683202577,0.0420483552946293
niger_seed,224,3,none,0.6606060606060606,0.07402875871322413,0.6632136690353009,0.07138091528920812
small_millets,554,3,none,0.6643243243243242,0.03232012587355483,0.6600115885307348,0.032186658075596966
dry_chillies,577,3,none,0.6429985007496252,0.016406320896008807,0.6414247256853864,0.01740505711270144
urad,664,3,none,0.6356459330143541,0.0377013938189604,0.6283861215991127,0.04007275103046893
other_cereals,229,3,none,0.6246376811594203,0.04705125530651573,0.6241570597454904,0.048173913369884976
sesamum,686,3,none,0.6238548608907225,0.02890845091733214,0.6181089842701268,0.030656749391363588
jowar,521,3,none,0.5797252747252748,0.03825115142944145,0.613093639057886,0.04059052188567922
soyabean,425,3,none,0.6117647058823529,0.03409735704985749,0.6110858032351436,0.034818339604861345
safflower,247,3,none,0.611265306122449,0.06984511930964533,0.6073795696787735,0.07004876498109058
maize,723,3,none,0.6168965517241379,0.025002209206420677,0.594623686696641,0.026156340207834087
other_kharif_pulses,586,3,none,0.5955671447196871,0.021905781205281184,0.5847864828235455,0.019379983968708617
arhar_tur,665,3,none,0.5639097744360901,0.020175049421050733,0.5788178218885733,0.02185921254040655
gram,641,3,none,0.5725896317829458,0.025940673103930268,0.5506092894850655,0.03349077772790277
moong,675,3,none,0.5748148148148149,0.03936394149803386,0.5461487892934803,0.05169882524067632
