feature,importance
e_zaid_mean,0.3556058
humidity_variability,0.3420574
GDD_kharif,0.26183385
e_kharif_mean,0.21999249
swvl1_zaid_std,0.18175197
e_zaid_std,0.17851645
tp_kharif_fraction,0.17220464
runoff_ratio_zaid_mean,0.14536901
humidity_stress_index,0.13481306
water_retention_index,0.13251628
e_kharif_std,0.1322196
e_rabi_mean,0.1242419
t2m_amplitude,0.12133123
tp_kharif_std,0.11604893
runoff_ratio_rabi_mean,0.11386051
swvl1_amplitude,0.11128567
soil_air_diff_zaid_mean,0.11124249
cvh,0.10820627
tp_zaid_mean,0.10461478
e_rabi_std,0.09811361
swvl1_rabi_mean,0.094238505
soil_moisture_seasonality,0.090572745
soil_air_diff_rabi_std,0.08986423
runoff_ratio_kharif_mean,0.089529656
GDD_rabi,0.08632032
tp_kharif_mean,0.08577989
soil_air_diff_rabi_mean,0.07459422
swvl1_rabi_std,0.06847881
swvl1_kharif_mean,0.067648545
swvl1_stability,0.05993846
soil_air_diff_kharif_std,0.054615885
soil_air_diff_kharif_mean,0.053994633
t2m_peak_sin,0.014430642
heat_months_30C,0.012945471
t2m_peak_cos,0.0011414138
heat_months_35C,0.0
