State,District,Year,Wheat,,,,,,,,,,,,,,
,,,Rabi,,,Kharif,,,Winter,,,Whole Year,,,Summer,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2002 - 2003,"1,478.00","2,012.00",1.36,,,,,,,,,,,,
,,2003 - 2004,"1,496.00","1,828.00",1.22,,,,,,,,,,,,
,,2004 - 2005,"1,434.00","1,631.00",1.14,,,,,,,,,,,,
,,2005 - 2006,"1,412.00","1,441.00",1.02,,,,,,,,,,,,
,,2006 - 2007,"1,460.00","1,778.00",1.22,,,,,,,,,,,,
,,2007 - 2008,"1,342.00","1,855.00",1.38,,,,,,,,,,,,
,,2008 - 2009,"1,389.00","1,858.00",1.34,,,,,,,,,,,,
,,2009 - 2010,"1,335.00","2,018.00",1.51,,,,,,,,,,,,
,,2010 - 2011,"1,183.00","1,773.00",1.5,,,,,,,,,,,,
,,2011 - 2012,"1,203.00","2,031.00",1.69,,,,,,,,,,,,
,,2012 - 2013,"1,073.00","1,752.00",1.63,,,,,,,,,,,,
,,2013 - 2014,"1,153.00","1,939.00",1.68,,,,,,,,,,,,
,,2014 - 2015,"1,155.00","2,161.00",1.87,,,,,,,,,,,,
,,2015 - 2016,993,"1,290.00",1.3,,,,,,,,,,,,
,,2016 - 2017,"1,084.00","1,768.00",1.63,,,,,,,,,,,,
,,2017 - 2018,907,"1,470.00",1.62,,,,,,,,,,,,
,,2018 - 2019,858,"1,720.00",2,,,,,,,,,,,,
,,2019 - 2020,928,"1,180.00",1.27,,,,,,,,,,,,
,,2020 - 2021,"1,036.00","1,699.00",1.64,,,,,,,,,,,,
,,2021 - 2022,"1,064.00","1,370.00",1.29,,,,,,,,,,,,
,,2022 - 2023,"1,068.00","1,738.00",1.63,,,,,,,,,,,,
,15. Kabirdham,2000 - 2001,"4,720.00","1,870.00",0.4,,,,,,,,,,,,
,,2001 - 2002,"5,253.00","4,063.00",0.77,,,,,,,,,,,,
,,2002 - 2003,"5,336.00","4,531.00",0.85,,,,,,,,,,,,
,,2003 - 2004,"5,699.00","4,726.00",0.83,,,,,,,,,,,,
,,2004 - 2005,"5,626.00","3,805.00",0.68,,,,,,,,,,,,
,,2005 - 2006,"5,377.00","3,452.00",0.64,,,,,,,,,,,,
,,2006 - 2007,"5,474.00","4,355.00",0.8,,,,,,,,,,,,
,,2007 - 2008,"5,467.00","4,529.00",0.83,,,,,,,,,,,,
,,2008 - 2009,"5,422.00","4,275.00",0.79,,,,,,,,,,,,
,,2009 - 2010,"5,721.00","4,911.00",0.86,,,,,,,,,,,,
,,2010 - 2011,"6,259.00","6,895.00",1.1,,,,,,,,,,,,
,,2011 - 2012,"6,822.00","8,363.00",1.23,,,,,,,,,,,,
,,2012 - 2013,"6,494.00","7,902.00",1.22,,,,,,,,,,,,
,,2013 - 2014,"10,265.00","10,549.00",1.03,,,,,,,,,,,,
,,2014 - 2015,"7,233.00","10,319.00",1.43,,,,,,,,,,,,
,,2015 - 2016,"8,270.00","11,022.00",1.33,,,,,,,,,,,,
,,2016 - 2017,"7,925.00","9,329.00",1.18,,,,,,,,,,,,
,,2017 - 2018,"7,047.00","6,892.00",0.98,,,,,,,,,,,,
,,2018 - 2019,"8,045.00","12,414.00",1.54,,,,,,,,,,,,
,,2019 - 2020,"7,173.00","6,628.00",0.92,,,,,,,,,,,,
,,2020 - 2021,"12,061.00","12,306.00",1.02,,,,,,,,,,,,
,,2021 - 2022,"11,970.00","12,028.00",1,,,,,,,,,,,,
,,2022 - 2023,"9,315.00","15,130.00",1.62,,,,,,,,,,,,
,16. Kanker,2000 - 2001,815,"1,050.00",1.29,,,,,,,,,,,,
,,2001 - 2002,"1,423.00","2,722.00",1.91,,,,,,,,,,,,
,,2002 - 2003,948,"1,581.00",1.67,,,,,,,,,,,,
,,2003 - 2004,"1,238.00","2,112.00",1.71,,,,,,,,,,,,
,,2004 - 2005,"1,056.00","1,502.00",1.42,,,,,,,,,,,,
,,2005 - 2006,928,"1,555.00",1.68,,,,,,,,,,,,
,,2006 - 2007,825,"1,443.00",1.75,,,,,,,,,,,,
,,2007 - 2008,800,"1,461.00",1.83,,,,,,,,,,,,
,,2008 - 2009,800,845,1.06,,,,,,,,,,,,
,,2009 - 2010,800,"1,270.00",1.59,,,,,,,,,,,,
,,2010 - 2011,832,"1,428.00",1.72,,,,,,,,,,,,
,,2011 - 2012,716,"1,307.00",1.83,,,,,,,,,,,,
,,2012 - 2013,682,"1,262.00",1.85,,,,,,,,,,,,
,,2013 - 2014,464,713,1.54,,,,,,,,,,,,
,,2014 - 2015,384,896,2.33,,,,,,,,,,,,
,,2015 - 2016,396,738,1.86,,,,,,,,,,,,
,,2016 - 2017,311,675,2.17,,,,,,,,,,,,
,,2017 - 2018,524,824,1.57,,,,,,,,,,,,
,,2018 - 2019,358,702,1.96,,,,,,,,,,,,
,,2019 - 2020,327,447,1.37,,,,,,,,,,,,
,,2020 - 2021,241,403,1.67,,,,,,,,,,,,
,,2021 - 2022,218,315,1.44,,,,,,,,,,,,
,,2022 - 2023,204,372,1.82,,,,,,,,,,,,
,17. Khairgarh chhuikhadan gandai,2022 - 2023,"8,548.00","14,417.00",1.69,,,,,,,,,,,,
,18. Kondagaon,2011 - 2012,155,299,1.93,,,,,,,,,,,,
,,2012 - 2013,139,278,2,,,,,,,,,,,,
,,2013 - 2014,127,253,1.99,,,,,,,,,,,,
,,2014 - 2015,125,292,2.34,,,,,,,,,,,,
,,2015 - 2016,133,253,1.9,,,,,,,,,,,,
,,2016 - 2017,107,226,2.11,,,,,,,,,,,,
,,2017 - 2018,250,479,1.92,,,,,,,,,,,,
,,2018 - 2019,177,424,2.4,,,,,,,,,,,,
,,2019 - 2020,127,232,1.83,,,,,,,,,,,,
,,2020 - 2021,113,224,1.98,,,,,,,,,,,,
,,2021 - 2022,116,175,1.51,,,,,,,,,,,,
,,2022 - 2023,89,160,1.8,,,,,,,,,,,,
,19. Korba,2000 - 2001,735,660,0.9,,,,,,,,,,,,
,,2001 - 2002,801,817,1.02,,,,,,,,,,,,
,,2002 - 2003,659,547,0.83,,,,,,,,,,,,
,,2003 - 2004,782,657,0.84,,,,,,,,,,,,
,,2004 - 2005,711,459,0.65,,,,,,,,,,,,
,,2005 - 2006,721,551,0.76,,,,,,,,,,,,
,,2006 - 2007,700,520,0.74,,,,,,,,,,,,
,,2007 - 2008,669,559,0.84,,,,,,,,,,,,
,,2008 - 2009,658,520,0.79,,,,,,,,,,,,
,,2009 - 2010,720,673,0.93,,,,,,,,,,,,
,,2010 - 2011,670,667,1,,,,,,,,,,,,
,,2011 - 2012,685,763,1.11,,,,,,,,,,,,
,,2012 - 2013,653,725,1.11,,,,,,,,,,,,
,,2013 - 2014,673,714,1.06,,,,,,,,,,,,
,,2014 - 2015,670,951,1.42,,,,,,,,,,,,
,,2015 - 2016,662,594,0.9,,,,,,,,,,,,
,,2016 - 2017,551,649,1.18,,,,,,,,,,,,
,,2017 - 2018,411,472,1.15,,,,,,,,,,,,
,,2018 - 2019,331,420,1.27,,,,,,,,,,,,
,,2019 - 2020,321,413,1.29,,,,,,,,,,,,
,,2020 - 2021,294,343,1.17,,,,,,,,,,,,
,,2021 - 2022,212,228,1.08,,,,,,,,,,,,
,,2022 - 2023,93,127,1.37,,,,,,,,,,,,
,20. Korea,2000 - 2001,"4,807.00","5,747.00",1.2,,,,,,,,,,,,
,,2001 - 2002,"5,077.00","6,885.00",1.36,,,,,,,,,,,,
,,2002 - 2003,"4,017.00","2,889.00",0.72,,,,,,,,,,,,
,,2003 - 2004,"4,795.00","5,292.00",1.1,,,,,,,,,,,,
,,2004 - 2005,"4,525.00","3,647.00",0.81,,,,,,,,,,,,
,,2005 - 2006,"5,157.00","4,122.00",0.8,,,,,,,,,,,,
,,2006 - 2007,"4,719.00","4,509.00",0.96,,,,,,,,,,,,
,,2007 - 2008,"4,045.00","4,185.00",1.03,,,,,,,,,,,,
,,2008 - 2009,"4,686.00","5,533.00",1.18,,,,,,,,,,,,
,,2009 - 2010,"4,020.00","3,858.00",0.96,,,,,,,,,,,,
,,2010 - 2011,"3,583.00","3,346.00",0.93,,,,,,,,,,,,
,,2011 - 2012,"4,063.00","5,748.00",1.41,,,,,,,,,,,,
,,2012 - 2013,"4,097.00","5,405.00",1.32,,,,,,,,,,,,
,,2013 - 2014,"4,117.00","5,124.00",1.24,,,,,,,,,,,,
,,2014 - 2015,"4,101.00","6,588.00",1.61,,,,,,,,,,,,
,,2015 - 2016,"3,330.00","3,116.00",0.94,,,,,,,,,,,,
,,2016 - 2017,"3,651.00","4,873.00",1.33,,,,,,,,,,,,
,,2017 - 2018,"3,424.00","4,232.00",1.24,,,,,,,,,,,,
,,2018 - 2019,"3,119.00","4,579.00",1.47,,,,,,,,,,,,
,,2019 - 2020,"3,783.00","4,562.00",1.21,,,,,,,,,,,,
,,2020 - 2021,"3,696.00","4,942.00",1.34,,,,,,,,,,,,
,,2021 - 2022,"3,574.00","3,588.00",1,,,,,,,,,,,,
,,2022 - 2023,"1,687.00","2,247.00",1.33,,,,,,,,,,,,
,21. Mahasamund,2000 - 2001,945,"2,009.00",2.13,,,,,,,,,,,,
,,2001 - 2002,"2,313.00","3,580.00",1.55,,,,,,,,,,,,
,,2002 - 2003,"2,113.00","2,608.00",1.23,,,,,,,,,,,,
,,2003 - 2004,"2,238.00","3,242.00",1.45,,,,,,,,,,,,
,,2004 - 2005,"1,799.00","2,020.00",1.12,,,,,,,,,,,,
,,2005 - 2006,"1,618.00","1,470.00",0.91,,,,,,,,,,,,
,,2006 - 2007,"1,318.00","1,443.00",1.09,,,,,,,,,,,,
,,2007 - 2008,"1,465.00","1,802.00",1.23,,,,,,,,,,,,
,,2008 - 2009,"1,274.00","1,324.00",1.04,,,,,,,,,,,,
,,2009 - 2010,"1,358.00","2,101.00",1.55,,,,,,,,,,,,
,,2010 - 2011,"1,328.00","2,149.00",1.62,,,,,,,,,,,,
,,2011 - 2012,"1,003.00","1,808.00",1.8,,,,,,,,,,,,
,,2012 - 2013,"1,133.00","2,073.00",1.83,,,,,,,,,,,,
,,2013 - 2014,972,"1,680.00",1.73,,,,,,,,,,,,
,,2014 - 2015,984,"1,942.00",1.97,,,,,,,,,,,,
,,2015 - 2016,"1,757.00","3,018.00",1.72,,,,,,,,,,,,
,,2016 - 2017,"1,011.00","1,760.00",1.74,,,,,,,,,,,,
,,2017 - 2018,"1,569.00","2,702.00",1.72,,,,,,,,,,,,
,,2018 - 2019,"1,459.00","2,848.00",1.95,,,,,,,,,,,,
,,2019 - 2020,"2,146.00","2,734.00",1.27,,,,,,,,,,,,
,,2020 - 2021,"1,051.00","1,805.00",1.72,,,,,,,,,,,,
,,2021 - 2022,"1,069.00","1,394.00",1.3,,,,,,,,,,,,
,,2022 - 2023,"1,078.00","1,678.00",1.56,,,,,,,,,,,,
,22. Manendragarh chirimiri bharatpur,2022 - 2023,"1,449.00","2,084.00",1.44,,,,,,,,,,,,
,23. Mohla manpur ambagarh chouki,2022 - 2023,432,601,1.39,,,,,,,,,,,,
,24. Mungeli,2011 - 2012,"5,890.00","7,549.00",1.28,,,,,,,,,,,,
,,2012 - 2013,"5,734.00","8,276.00",1.44,,,,,,,,,,,,
,,2013 - 2014,"5,829.00","7,408.00",1.27,,,,,,,,,,,,
,,2014 - 2015,"5,579.00","8,348.00",1.5,,,,,,,,,,,,
,,2015 - 2016,"5,682.00","9,117.00",1.6,,,,,,,,,,,,
,,2016 - 2017,"5,397.00","8,474.00",1.57,,,,,,,,,,,,
,,2017 - 2018,"5,608.00","7,407.00",1.32,,,,,,,,,,,,
,,2018 - 2019,"5,536.00","9,957.00",1.8,,,,,,,,,,,,
,,2019 - 2020,"6,210.00","8,070.00",1.3,,,,,,,,,,,,
,,2020 - 2021,"5,727.00","8,023.00",1.4,,,,,,,,,,,,
,,2021 - 2022,"4,920.00","5,828.00",1.18,,,,,,,,,,,,
,,2022 - 2023,"3,080.00","6,207.00",2.02,,,,,,,,,,,,
,25. Narayanpur,2006 - 2007,8,,0,,,,,,,,,,,,
,,2007 - 2008,12,21,1.75,,,,,,,,,,,,
,,2008 - 2009,13,14,1.08,,,,,,,,,,,,
,,2009 - 2010,12,22,1.83,,,,,,,,,,,,
,,2010 - 2011,17,33,1.94,,,,,,,,,,,,
,,2011 - 2012,7,14,2,,,,,,,,,,,,
,,2012 - 2013,20,44,2.2,,,,,,,,,,,,
,,2013 - 2014,16,34,2.13,,,,,,,,,,,,
,,2014 - 2015,18,42,2.33,,,,,,,,,,,,
,,2015 - 2016,3,4,1.33,,,,,,,,,,,,
,,2016 - 2017,5,7,1.4,,,,,,,,,,,,
,,2017 - 2018,24,56,2.33,,,,,,,,,,,,
,,2018 - 2019,30,85,2.83,,,,,,,,,,,,
,,2019 - 2020,35,57,1.63,,,,,,,,,,,,
,,2020 - 2021,32,97,3.03,,,,,,,,,,,,
,,2021 - 2022,13,35,2.69,,,,,,,,,,,,
,,2022 - 2023,12,39,3.25,,,,,,,,,,,,
,26. Raigarh,2000 - 2001,975,"1,521.00",1.56,,,,,,,,,,,,
,,2001 - 2002,"1,339.00","1,892.00",1.41,,,,,,,,,,,,
,,2002 - 2003,"1,588.00","2,372.00",1.49,,,,,,,,,,,,
,,2003 - 2004,"2,353.00","3,461.00",1.47,,,,,,,,,,,,
,,2004 - 2005,"1,895.00","2,229.00",1.18,,,,,,,,,,,,
,,2005 - 2006,"1,900.00","2,300.00",1.21,,,,,,,,,,,,
,,2006 - 2007,"1,601.00","2,343.00",1.46,,,,,,,,,,,,
,,2007 - 2008,"1,829.00","2,792.00",1.53,,,,,,,,,,,,
,,2008 - 2009,"2,120.00","2,995.00",1.41,,,,,,,,,,,,
,,2009 - 2010,"2,377.00","2,854.00",1.2,,,,,,,,,,,,
,,2010 - 2011,"2,272.00","3,791.00",1.67,,,,,,,,,,,,
,,2011 - 2012,"2,429.00","4,238.00",1.74,,,,,,,,,,,,
,,2012 - 2013,"2,365.00","4,327.00",1.83,,,,,,,,,,,,
,,2013 - 2014,"5,517.00","9,562.00",1.73,,,,,,,,,,,,
,,2014 - 2015,"2,464.00","5,338.00",2.17,,,,,,,,,,,,
,,2015 - 2016,"2,568.00","4,856.00",1.89,,,,,,,,,,,,
,,2016 - 2017,"2,783.00","5,350.00",1.92,,,,,,,,,,,,
,,2017 - 2018,"3,002.00","5,288.00",1.76,,,,,,,,,,,,
,,2018 - 2019,"4,427.00","9,274.00",2.09,,,,,,,,,,,,
,,2019 - 2020,"7,025.00","10,808.00",1.54,,,,,,,,,,,,
,,2020 - 2021,"5,492.00","11,065.00",2.01,,,,,,,,,,,,
,,2021 - 2022,"5,240.00","8,502.00",1.62,,,,,,,,,,,,
,,2022 - 2023,"3,061.00","5,930.00",1.94,,,,,,,,,,,,
,27. Raipur,2000 - 2001,"5,412.00","7,040.00",1.3,,,,,,,,,,,,
,,2001 - 2002,"9,649.00","12,349.00",1.28,,,,,,,,,,,,
,,2002 - 2003,"7,657.00","10,188.00",1.33,,,,,,,,,,,,
,,2003 - 2004,"9,963.00","12,897.00",1.29,,,,,,,,,,,,
,,2004 - 2005,"9,081.00","9,446.00",1.04,,,,,,,,,,,,
,,2005 - 2006,"8,747.00","8,145.00",0.93,,,,,,,,,,,,
,,2006 - 2007,"8,609.00","9,163.00",1.06,,,,,,,,,,,,
,,2007 - 2008,"8,707.00","9,802.00",1.13,,,,,,,,,,,,
,,2008 - 2009,"8,242.00","8,272.00",1,,,,,,,,,,,,
,,2009 - 2010,"8,516.00","11,966.00",1.41,,,,,,,,,,,,
,,2010 - 2011,"8,646.00","11,842.00",1.37,,,,,,,,,,,,
,,2011 - 2012,"3,096.00","5,395.00",1.74,,,,,,,,,,,,
,,2012 - 2013,"2,946.00","5,420.00",1.84,,,,,,,,,,,,
,,2013 - 2014,"2,522.00","4,503.00",1.79,,,,,,,,,,,,
,,2014 - 2015,"4,068.00","8,307.00",2.04,,,,,,,,,,,,
,,2015 - 2016,"2,991.00","5,756.00",1.92,,,,,,,,,,,,
,,2016 - 2017,"2,950.00","6,186.00",2.1,,,,,,,,,,,,
,,2017 - 2018,"4,316.00","7,443.00",1.72,,,,,,,,,,,,
,,2018 - 2019,"3,572.00","7,510.00",2.1,,,,,,,,,,,,
,,2019 - 2020,"4,878.00","7,761.00",1.59,,,,,,,,,,,,
,,2020 - 2021,"4,375.00","9,819.00",2.24,,,,,,,,,,,,
,,2021 - 2022,"3,922.00","6,779.00",1.73,,,,,,,,,,,,
,,2022 - 2023,"3,557.00","6,928.00",1.95,,,,,,,,,,,,
,28. Rajnandgaon,2000 - 2001,"11,854.00","6,309.00",0.53,,,,,,,,,,,,
,,2001 - 2002,"12,306.00","8,389.00",0.68,,,,,,,,,,,,
,,2002 - 2003,"12,061.00","7,474.00",0.62,,,,,,,,,,,,
,,2003 - 2004,"14,387.00","11,780.00",0.82,,,,,,,,,,,,
,,2004 - 2005,"13,274.00","8,894.00",0.67,,,,,,,,,,,,
,,2005 - 2006,"13,899.00","9,771.00",0.7,,,,,,,,,,,,
,,2006 - 2007,"13,361.00","10,243.00",0.77,,,,,,,,,,,,
,,2007 - 2008,"13,265.00","11,726.00",0.88,,,,,,,,,,,,
,,2008 - 2009,"12,857.00","9,259.00",0.72,,,,,,,,,,,,
,,2009 - 2010,"13,828.00","11,470.00",0.83,,,,,,,,,,,,
,,2010 - 2011,"14,189.00","14,313.00",1.01,,,,,,,,,,,,
,,2011 - 2012,"13,946.00","15,816.00",1.13,,,,,,,,,,,,
,,2012 - 2013,"13,633.00","15,944.00",1.17,,,,,,,,,,,,
,,2013 - 2014,"12,830.00","14,471.00",1.13,,,,,,,,,,,,
,,2014 - 2015,"13,022.00","15,803.00",1.21,,,,,,,,,,,,
,,2015 - 2016,"16,295.00","18,644.00",1.14,,,,,,,,,,,,
,,2016 - 2017,"19,086.00","24,559.00",1.29,,,,,,,,,,,,
,,2017 - 2018,"12,798.00","17,622.00",1.38,,,,,,,,,,,,
,,2018 - 2019,"15,850.00","25,948.00",1.64,,,,,,,,,,,,
,,2019 - 2020,"11,388.00","11,213.00",0.98,,,,,,,,,,,,
,,2020 - 2021,"30,624.00","43,862.00",1.43,,,,,,,,,,,,
,,2021 - 2022,"27,552.00","33,066.00",1.2,,,,,,,,,,,,
,,2022 - 2023,"6,230.00","10,004.00",1.61,,,,,,,,,,,,
,29. Sakti,2022 - 2023,608,"1,229.00",2.02,,,,,,,,,,,,
,30. Sarangarh bilaigarh,2022 - 2023,"2,180.00","3,790.00",1.74,,,,,,,,,,,,
,31. Sukma,2014 - 2015,1,1,1,,,,,,,,,,,,
,,2016 - 2017,2,3,1.5,,,,,,,,,,,,
,,2017 - 2018,2,2,1,,,,,,,,,,,,
,32. Surajpur,2011 - 2012,"6,591.00","8,185.00",1.24,,,,,,,,,,,,
,,2012 - 2013,"6,531.00","9,103.00",1.39,,,,,,,,,,,,
,,2013 - 2014,"6,624.00","10,312.00",1.56,,,,,,,,,,,,
,,2014 - 2015,"6,872.00","13,163.00",1.92,,,,,,,,,,,,
,,2015 - 2016,"5,758.00","8,232.00",1.43,,,,,,,,,,,,
,,2016 - 2017,"5,854.00","9,150.00",1.56,,,,,,,,,,,,
,,2017 - 2018,"5,324.00","7,971.00",1.5,,,,,,,,,,,,
,,2018 - 2019,"5,594.00","9,953.00",1.78,,,,,,,,,,,,
,,2019 - 2020,"6,538.00","8,861.00",1.36,,,,,,,,,,,,
,,2020 - 2021,"6,477.00","11,661.00",1.8,,,,,,,,,,,,
,,2021 - 2022,"6,316.00","8,728.00",1.38,,,,,,,,,,,,
,,2022 - 2023,"5,661.00","8,630.00",1.52,,,,,,,,,,,,
,33. Surguja,2000 - 2001,"18,658.00","27,559.00",1.48,,,,,,,,,,,,
,,2001 - 2002,"19,918.00","26,290.00",1.32,,,,,,,,,,,,
,,2002 - 2003,"19,673.00","26,815.00",1.36,,,,,,,,,,,,
,,2003 - 2004,"20,556.00","25,168.00",1.22,,,,,,,,,,,,
,,2004 - 2005,"19,601.00","20,672.00",1.05,,,,,,,,,,,,
,,2005 - 2006,"19,226.00","19,667.00",1.02,,,,,,,,,,,,
,,2006 - 2007,"20,085.00","24,875.00",1.24,,,,,,,,,,,,
,,2007 - 2008,"20,018.00","25,897.00",1.29,,,,,,,,,,,,
,,2008 - 2009,"20,115.00","24,154.00",1.2,,,,,,,,,,,,
,,2009 - 2010,"20,445.00","22,975.00",1.12,,,,,,,,,,,,
,,2010 - 2011,"20,077.00","23,737.00",1.18,,,,,,,,,,,,
,,2011 - 2012,"5,537.00","6,803.00",1.23,,,,,,,,,,,,
,,2012 - 2013,"5,347.00","8,362.00",1.56,,,,,,,,,,,,
,,2013 - 2014,"5,221.00","8,353.00",1.6,,,,,,,,,,,,
,,2014 - 2015,"5,415.00","9,919.00",1.83,,,,,,,,,,,,
,,2015 - 2016,"5,529.00","7,910.00",1.43,,,,,,,,,,,,
,,2016 - 2017,"5,199.00","7,363.00",1.42,,,,,,,,,,,,
,,2017 - 2018,"5,412.00","8,204.00",1.52,,,,,,,,,,,,
,,2018 - 2019,"5,280.00","9,491.00",1.8,,,,,,,,,,,,
,,2019 - 2020,"5,913.00","7,580.00",1.28,,,,,,,,,,,,
,,2020 - 2021,"5,663.00","13,388.00",2.36,,,,,,,,,,,,
,,2021 - 2022,"5,604.00","10,529.00",1.88,,,,,,,,,,,,
,,2022 - 2023,"5,113.00","10,746.00",2.1,,,,,,,,,,,,
7. Dadra and Nagar Haveli,1. Dadra and Nagar Haveli,2000 - 2001,,,,,,,710,"1,500.00",2.11,,,,,,
,,2001 - 2002,,,,,,,735,"1,441.00",1.96,,,,,,
,,2002 - 2003,,,,,,,750,"1,470.00",1.96,,,,,,
,,2003 - 2004,,,,,,,750,"1,470.00",1.96,,,,,,
,,2004 - 2005,,,,,,,750,"1,470.00",1.96,,,,,,
,,2005 - 2006,,,,,,,750,"1,500.00",2,,,,,,
,,2006 - 2007,,,,,,,750,"1,550.00",2.07,,,,,,
,,2007 - 2008,,,,,,,600,"1,100.00",1.83,,,,,,
,,2008 - 2009,,,,,,,600,"1,100.00",1.83,,,,,,
,,2009 - 2010,,,,,,,700,"1,000.00",1.43,,,,,,
,,2010 - 2011,,,,,,,130,290,2.23,,,,,,
,,2011 - 2012,,,,,,,137,274,2,,,,,,
,,2012 - 2013,,,,,,,131,262,2,,,,,,
,,2013 - 2014,,,,,,,131,262,2,,,,,,
,,2014 - 2015,,,,,,,139,289,2.08,,,,,,
,,2015 - 2016,,,,,,,141,302,2.14,,,,,,
,,2016 - 2017,40,92,2.3,,,,,,,,,,,,
,,2017 - 2018,,,,,,,139,309,2.22,,,,,,
,,2019 - 2020,50,120,2.4,,,,,,,,,,,,
8. Delhi,1. Delhi_total,2008 - 2009,"18,430.00","80,355.00",4.36,,,,,,,,,,,,
,,2009 - 2010,"21,309.00","92,480.00",4.34,,,,,,,,,,,,
,,2010 - 2011,"20,135.00","87,385.00",4.34,,,,,,,,,,,,
,,2011 - 2012,"18,927.00","82,142.00",4.34,,,,,,,,,,,,
,,2012 - 2013,"19,450.00","84,802.00",4.36,,,,,,,,,,,,
,,2013 - 2014,"19,450.00","86,498.00",4.45,,,,,,,,,,,,
,,2014 - 2015,"19,360.00","85,558.00",4.42,,,,,,,,,,,,
,,2015 - 2016,"19,050.00","83,419.00",4.38,,,,,,,,,,,,
,,2016 - 2017,"19,622.00","87,182.00",4.44,,,,,,,,,,,,
,,2017 - 2018,"19,671.00","83,419.00",4.24,,,,,,,,,,,,
,,2018 - 2019,"19,220.00","82,876.00",4.31,,,,,,,,,,,,
,,2019 - 2020,"19,228.00","82,905.00",4.31,,,,,,,,,,,,
9. Gujarat,1. Ahmadabad,2000 - 2001,"48,700.00","78,500.00",1.61,,,,,,,,,,,,
,,2001 - 2002,"81,000.00","1,03,500.00",1.28,,,,,,,,,,,,
,,2002 - 2003,"79,500.00","1,07,400.00",1.35,,,,,,,,,,,,
,,2003 - 2004,"1,11,400.00","1,82,600.00",1.64,,,,,,,,,,,,
,,2004 - 2005,"1,24,300.00","2,18,000.00",1.75,,,,,,,,,,,,
,,2005 - 2006,"1,08,000.00","1,91,900.00",1.78,,,,,,,,,,,,
,,2006 - 2007,"1,32,400.00","2,28,900.00",1.73,,,,,,,,,,,,
,,2007 - 2008,"1,50,200.00","2,75,600.00",1.83,,,,,,,,,,,,
,,2008 - 2009,"1,40,800.00","1,94,600.00",1.38,,,,,,,,,,,,
,,2009 - 2010,"91,500.00","2,09,500.00",2.29,,,,,,,,,,,,
,,2010 - 2011,"2,30,400.00","5,47,600.00",2.38,,,,,,,,,,,,
,,2011 - 2012,"1,89,800.00","4,73,900.00",2.5,,,,,,,,,,,,
,,2012 - 2013,"1,78,800.00","4,51,100.00",2.52,,,,,,,,,,,,
,,2013 - 2014,"1,70,692.00","3,89,532.00",2.28,,,,,,,,,,,,
,,2014 - 2015,"1,87,637.00","3,65,854.00",1.95,,,,,,,,,,,,
,,2015 - 2016,"1,14,178.00","2,74,549.00",2.4,,,,,,,,,,,,
,,2016 - 2017,"1,45,858.00","3,27,496.00",2.25,,,,,,,,,,,,
,,2017 - 2018,"1,49,384.00","3,22,047.00",2.16,,,,,,,,,,,,
,,2018 - 2019,"1,08,703.00","2,79,010.00",2.57,,,,,,,,,,,,
,,2019 - 2020,"1,56,379.00","4,20,609.00",2.69,,,,,,,,,,,,
,,2020 - 2021,"1,56,462.00","4,07,909.00",2.61,,,,,,,,,,,,
,,2021 - 2022,"1,62,467.00","4,12,514.00",2.54,,,,,,,,,,,,
,,2022 - 2023,"1,53,274.00","3,60,170.00",2.35,,,,,,,,,,,,
,2. Amreli,2000 - 2001,"2,600.00","5,900.00",2.27,,,,,,,,,,,,
,,2001 - 2002,"11,200.00","30,100.00",2.69,,,,,,,,,,,,
,,2002 - 2003,"7,800.00","19,200.00",2.46,,,,,,,,,,,,
,,2003 - 2004,"11,600.00","37,900.00",3.27,,,,,,,,,,,,
,,2004 - 2005,"19,100.00","60,900.00",3.19,,,,,,,,,,,,
,,2005 - 2006,"27,000.00","88,300.00",3.27,,,,,,,,,,,,
,,2006 - 2007,"27,800.00","92,700.00",3.33,,,,,,,,,,,,
,,2007 - 2008,"46,700.00","1,81,700.00",3.89,,,,,,,,,,,,
,,2008 - 2009,"39,300.00","1,12,000.00",2.85,,,,,,,,,,,,
,,2009 - 2010,"9,100.00","27,300.00",3,,,,,,,,,,,,
,,2010 - 2011,"55,000.00","2,08,200.00",3.79,,,,,,,,,,,,
,,2011 - 2012,"32,300.00","1,16,100.00",3.59,,,,,,,,,,,,
,,2012 - 2013,"5,400.00","15,400.00",2.85,,,,,,,,,,,,
,,2013 - 2014,"17,955.00","70,545.00",3.93,,,,,,,,,,,,
,,2014 - 2015,"4,320.00","14,458.00",3.35,,,,,,,,,,,,
,,2015 - 2016,"7,311.00","22,734.00",3.11,,,,,,,,,,,,
,,2016 - 2017,"12,395.00","42,315.00",3.41,,,,,,,,,,,,
,,2017 - 2018,"8,041.00","30,899.00",3.84,,,,,,,,,,,,
,,2018 - 2019,"5,392.00","18,067.00",3.35,,,,,,,,,,,,
,,2019 - 2020,"23,655.00","95,742.00",4.05,,,,,,,,,,,,
,,2020 - 2021,"31,860.00","1,18,213.00",3.71,,,,,,,,,,,,
,,2021 - 2022,"20,673.00","79,038.00",3.82,,,,,,,,,,,,
,,2022 - 2023,"28,275.00","1,05,819.00",3.74,,,,,,,,,,,,
