state,district,year,potato_winter_yield_tonne_per_hectare
,,2009 - 2010,14.26
,,2010 - 2011,13.02
,,2011 - 2012,11.96
,,2012 - 2013,14.13
,,2013 - 2014,14.13
,,2014 - 2015,15.74
,,2015 - 2016,13.95
,,2016 - 2017,14.0
,,2017 - 2018,15.21
,,2018 - 2019,15.07
,,2019 - 2020,16.42
,,2020 - 2021,15.3
,,2021 - 2022,15.11
,,2022 - 2023,13.49
,Gajapati,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,5.3
,,2006 - 2007,3.4
,,2007 - 2008,10.53
,,2008 - 2009,9.0
,,2009 - 2010,3.18
,,2014 - 2015,11.97
,,2015 - 2016,7.75
,,2016 - 2017,7.62
,,2021 - 2022,10.64
,,2022 - 2023,14.94
,Ganjam,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,6.82
,,2005 - 2006,8.44
,,2006 - 2007,8.42
,,2007 - 2008,8.27
,,2008 - 2009,8.82
,,2009 - 2010,10.1
,,2010 - 2011,7.71
,,2011 - 2012,8.0
,,2012 - 2013,9.86
,,2013 - 2014,10.46
,,2014 - 2015,11.4
,,2015 - 2016,12.36
,,2016 - 2017,11.01
,,2017 - 2018,16.03
,,2018 - 2019,22.61
,,2019 - 2020,7.78
,,2020 - 2021,9.3
,,2021 - 2022,9.77
,,2022 - 2023,13.96
,Jagatsinghapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,10.98
,,2005 - 2006,10.83
,,2006 - 2007,12.18
,,2007 - 2008,14.54
,,2008 - 2009,10.86
,,2009 - 2010,13.87
,,2010 - 2011,13.97
,,2011 - 2012,14.17
,,2012 - 2013,17.32
,,2013 - 2014,17.39
,,2014 - 2015,16.36
,,2015 - 2016,15.07
,,2016 - 2017,19.03
,,2017 - 2018,13.74
,,2018 - 2019,20.87
,,2019 - 2020,16.2
,,2020 - 2021,15.52
,,2021 - 2022,16.95
,,2022 - 2023,14.52
,Jajapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.36
,,2005 - 2006,9.13
,,2006 - 2007,11.78
,,2007 - 2008,14.78
,,2008 - 2009,11.36
,,2009 - 2010,15.0
,,2010 - 2011,14.38
,,2011 - 2012,13.1
,,2012 - 2013,12.71
,,2013 - 2014,15.24
,,2014 - 2015,15.91
,,2015 - 2016,9.64
,,2016 - 2017,13.41
,,2017 - 2018,10.78
,,2018 - 2019,11.71
,,2019 - 2020,12.78
,,2020 - 2021,11.25
,,2021 - 2022,11.09
,,2022 - 2023,9.47
,Jharsuguda,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,10.32
,,2005 - 2006,8.81
,,2006 - 2007,11.98
,,2007 - 2008,10.46
,,2008 - 2009,10.98
,,2009 - 2010,11.08
,,2010 - 2011,9.56
,,2011 - 2012,8.44
,,2012 - 2013,10.9
,,2013 - 2014,11.27
,,2014 - 2015,9.57
,,2015 - 2016,8.5
,,2016 - 2017,9.81
,,2017 - 2018,10.6
,,2018 - 2019,13.35
,,2019 - 2020,13.17
,,2020 - 2021,10.19
,,2021 - 2022,10.64
,,2022 - 2023,10.54
,Kalahandi,2000 - 2001,
,,2003 - 2004,
,,2005 - 2006,6.44
,,2006 - 2007,3.1
,,2007 - 2008,5.64
,,2008 - 2009,7.24
,,2009 - 2010,14.9
,,2012 - 2013,10.85
,Kandhamal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,5.68
,,2005 - 2006,5.57
,,2006 - 2007,5.92
,,2007 - 2008,6.52
,,2008 - 2009,6.7
,,2009 - 2010,7.84
,,2010 - 2011,7.53
,,2011 - 2012,6.79
,,2012 - 2013,7.35
,,2013 - 2014,7.47
,,2014 - 2015,7.12
,,2015 - 2016,6.18
,,2016 - 2017,6.41
,,2017 - 2018,7.55
,,2018 - 2019,8.81
,,2019 - 2020,7.7
,,2020 - 2021,8.49
,,2021 - 2022,8.83
,,2022 - 2023,7.19
,Kendrapara,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,12.76
,,2005 - 2006,11.14
,,2006 - 2007,12.33
,,2007 - 2008,16.83
,,2008 - 2009,15.05
,,2009 - 2010,16.72
,,2010 - 2011,15.83
,,2011 - 2012,15.21
,,2012 - 2013,15.52
,,2013 - 2014,15.25
,,2014 - 2015,17.5
,,2015 - 2016,11.57
,,2016 - 2017,16.12
,,2017 - 2018,16.34
,,2018 - 2019,19.19
,,2019 - 2020,16.5
,,2020 - 2021,15.23
,,2021 - 2022,12.18
,,2022 - 2023,9.8
,Kendujhar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,7.82
,,2005 - 2006,7.92
,,2006 - 2007,10.73
,,2007 - 2008,10.17
,,2008 - 2009,9.08
,,2009 - 2010,11.14
,,2010 - 2011,11.2
,,2011 - 2012,20.78
,,2012 - 2013,24.66
,,2013 - 2014,11.27
,,2014 - 2015,10.83
,,2015 - 2016,10.19
,,2016 - 2017,12.09
,,2017 - 2018,9.68
,,2018 - 2019,11.16
,,2019 - 2020,10.64
,,2020 - 2021,13.9
,,2021 - 2022,11.74
,,2022 - 2023,10.03
,Khordha,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,10.38
,,2005 - 2006,10.29
,,2006 - 2007,8.87
,,2007 - 2008,12.84
,,2008 - 2009,12.47
,,2009 - 2010,16.76
,,2010 - 2011,14.08
,,2011 - 2012,13.05
,,2012 - 2013,17.94
,,2013 - 2014,18.44
,,2014 - 2015,17.03
,,2015 - 2016,12.9
,,2016 - 2017,15.6
,,2017 - 2018,12.84
,,2018 - 2019,16.02
,,2019 - 2020,16.17
,,2020 - 2021,15.42
,,2021 - 2022,16.7
,,2022 - 2023,15.23
,Koraput,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,9.39
,,2005 - 2006,8.81
,,2006 - 2007,9.93
,,2007 - 2008,8.44
,,2008 - 2009,8.8
,,2009 - 2010,8.64
,,2010 - 2011,9.87
,,2011 - 2012,8.91
,,2012 - 2013,8.5
,,2013 - 2014,9.43
,,2014 - 2015,9.42
,,2015 - 2016,8.93
,,2016 - 2017,10.33
,,2017 - 2018,8.58
,,2018 - 2019,8.85
,,2019 - 2020,8.22
,,2020 - 2021,7.12
,,2021 - 2022,8.94
,,2022 - 2023,7.22
,Malkangiri,2005 - 2006,5.15
,,2007 - 2008,6.63
,Mayurbhanj,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,8.94
,,2005 - 2006,8.99
,,2006 - 2007,9.21
,,2007 - 2008,10.35
,,2008 - 2009,9.16
,,2009 - 2010,9.95
,,2010 - 2011,11.74
,,2011 - 2012,11.72
,,2012 - 2013,11.86
,,2013 - 2014,10.27
,,2014 - 2015,12.0
,,2015 - 2016,8.34
,,2016 - 2017,11.31
,,2017 - 2018,9.19
,,2018 - 2019,11.5
,,2019 - 2020,9.12
,,2020 - 2021,11.56
,,2021 - 2022,11.55
,,2022 - 2023,9.27
,Nabarangpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,10.66
,,2005 - 2006,5.86
,,2006 - 2007,8.65
,,2007 - 2008,8.62
,,2008 - 2009,9.93
,,2009 - 2010,9.99
,,2010 - 2011,13.6
,,2011 - 2012,13.71
,,2012 - 2013,7.75
,,2013 - 2014,13.49
,,2014 - 2015,14.65
,,2015 - 2016,11.03
,,2016 - 2017,14.41
,,2017 - 2018,15.06
,,2018 - 2019,12.82
,,2019 - 2020,12.79
,,2020 - 2021,13.17
,,2021 - 2022,9.16
,,2022 - 2023,9.77
,Nayagarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,6.03
,,2005 - 2006,8.43
,,2006 - 2007,8.73
,,2007 - 2008,7.15
,,2008 - 2009,5.61
,,2009 - 2010,10.84
,,2010 - 2011,9.1
,,2011 - 2012,8.26
,,2012 - 2013,7.37
,,2013 - 2014,9.8
,,2014 - 2015,15.0
,,2020 - 2021,7.2
,,2021 - 2022,7.2
,,2022 - 2023,11.59
,Nuapada,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,4.57
,,2005 - 2006,11.09
,,2006 - 2007,6.09
,,2007 - 2008,8.78
,,2008 - 2009,9.14
,,2009 - 2010,9.4
,,2010 - 2011,6.95
,,2011 - 2012,7.18
,,2012 - 2013,7.63
,,2013 - 2014,7.29
,,2014 - 2015,8.08
,,2015 - 2016,8.7
,,2016 - 2017,7.25
,,2018 - 2019,7.55
,,2019 - 2020,7.15
,,2020 - 2021,6.13
,,2021 - 2022,8.55
,,2022 - 2023,4.38
,Puri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,11.37
,,2005 - 2006,9.89
,,2006 - 2007,8.47
,,2007 - 2008,14.32
,,2008 - 2009,12.35
,,2009 - 2010,15.56
,,2010 - 2011,12.84
,,2011 - 2012,14.54
,,2012 - 2013,15.69
,,2013 - 2014,16.45
,,2014 - 2015,13.91
,,2015 - 2016,11.19
,,2016 - 2017,16.1
,,2017 - 2018,9.02
,,2018 - 2019,18.16
,,2019 - 2020,14.92
,,2020 - 2021,15.15
,,2021 - 2022,12.3
,,2022 - 2023,13.99
,Rayagada,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,7.16
,,2005 - 2006,6.36
,,2006 - 2007,8.57
,,2007 - 2008,7.62
,,2008 - 2009,11.08
,,2009 - 2010,6.06
,,2010 - 2011,11.2
,,2011 - 2012,7.59
,,2012 - 2013,9.16
,,2013 - 2014,12.38
,,2014 - 2015,9.38
,,2015 - 2016,8.12
,,2016 - 2017,13.53
,,2018 - 2019,13.4
,,2019 - 2020,12.85
,,2020 - 2021,13.13
,,2021 - 2022,13.21
,,2022 - 2023,11.82
,Sambalpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,7.77
,,2005 - 2006,8.14
,,2006 - 2007,8.0
,,2007 - 2008,8.93
,,2008 - 2009,9.26
,,2009 - 2010,8.69
,,2010 - 2011,8.28
,,2011 - 2012,8.54
,,2012 - 2013,8.45
,,2013 - 2014,8.33
,,2014 - 2015,8.74
,,2015 - 2016,7.65
,,2016 - 2017,10.25
,,2017 - 2018,10.87
,,2018 - 2019,11.36
,,2019 - 2020,7.1
,,2020 - 2021,11.9
,,2021 - 2022,10.3
,,2022 - 2023,11.32
,Sonepur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,6.64
,,2005 - 2006,5.64
,,2006 - 2007,6.5
,,2007 - 2008,8.19
,,2008 - 2009,9.45
,,2009 - 2010,8.79
,,2010 - 2011,5.69
,,2011 - 2012,7.56
,,2012 - 2013,4.57
,,2013 - 2014,9.6
,,2014 - 2015,11.63
,,2015 - 2016,8.39
,,2016 - 2017,13.48
,,2018 - 2019,9.33
,,2019 - 2020,11.6
,Sundargarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,6.55
,,2005 - 2006,6.1
,,2006 - 2007,7.18
,,2007 - 2008,7.2
,,2008 - 2009,8.22
,,2009 - 2010,7.56
,,2010 - 2011,8.02
,,2011 - 2012,8.27
,,2012 - 2013,8.88
,,2013 - 2014,8.4
,,2014 - 2015,8.34
,,2015 - 2016,6.87
,,2016 - 2017,8.9
,,2017 - 2018,9.9
,,2018 - 2019,10.95
,,2019 - 2020,9.79
,,2020 - 2021,9.07
,,2021 - 2022,8.85
,,2022 - 2023,10.77
Rajasthan,Ajmer,2001 - 2002,
,,2002 - 2003,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2009 - 2010,
,,2010 - 2011,
,,2015 - 2016,
,,2016 - 2017,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Alwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,Banswara,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Baran,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Barmer,2001 - 2002,
,,2009 - 2010,
,,2010 - 2011,
,,2014 - 2015,
,,2022 - 2023,
,Bharatpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bhilwara,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bikaner,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bundi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Chittorgarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Churu,2000 - 2001,
,,2007 - 2008,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,Dausa,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2017 - 2018,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Dholpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Dungarpur,2000 - 2001,
,,2002 - 2003,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2011 - 2012,
,,2013 - 2014,
,,2022 - 2023,
,Ganganagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Hanumangarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jaipur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jaisalmer,2001 - 2002,
,,2003 - 2004,
,,2004 - 2005,
,,2007 - 2008,
,,2009 - 2010,
,,2013 - 2014,
,,2015 - 2016,
,,2021 - 2022,
,Jalore,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jhalawar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jhunjhunu,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jodhpur,2012 - 2013,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Karauli,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kota,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nagaur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2008 - 2009,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pali,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Pratapgarh,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,Rajsamand,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sawai madhopur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sikar,2002 - 2003,
,,2003 - 2004,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sirohi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tonk,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Udaipur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Sikkim,Gangtok,2002 - 2003,
,,2003 - 2004,
,Geyzing,2002 - 2003,
,,2003 - 2004,
,Mangan,2002 - 2003,
,,2003 - 2004,
,Namchi,2002 - 2003,
,,2003 - 2004,
Tamil Nadu,Cuddalore,2007 - 2008,
,Dharmapuri,2000 - 2001,
,,2002 - 2003,
,,2007 - 2008,
,,2011 - 2012,
,,2019 - 2020,
,Dindigul,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Erode,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kanchipuram,2006 - 2007,
,,2007 - 2008,
,Karur,2013 - 2014,
,,2014 - 2015,
