feature,importance
humidity_stress_index,0.057571007757785245
e_rabi_mean,0.04551247805814779
t2m_amplitude,0.04411725741853145
humidity_variability,0.034162893644908834
tp_zaid_mean,0.030943682105217956
soil_air_diff_zaid_mean,0.028193609656107843
swvl1_rabi_std,0.02796462106422028
GDD_rabi,0.025518993016335124
e_kharif_std,0.02430036282448277
runoff_ratio_rabi_mean,0.023051542735307975
soil_air_diff_kharif_std,0.020792875634908912
tp_kharif_fraction,0.02052915736691804
t2m_peak_sin,0.016248849485739424
swvl1_zaid_std,0.016190086794338424
swvl1_amplitude,0.015714923661485265
tp_kharif_std,0.01535041812125379
runoff_ratio_zaid_mean,0.014390883584728837
e_zaid_std,0.014387561986837563
soil_moisture_seasonality,0.01397850711549731
soil_air_diff_kharif_mean,0.01007961435305042
e_zaid_mean,0.009477265356459149
GDD_kharif,0.00857178294835568
swvl1_kharif_mean,0.008000720445794123
e_rabi_std,0.007903946498282702
e_kharif_mean,0.00774593314015166
swvl1_stability,0.007516828967870093
soil_air_diff_rabi_mean,0.007158657813763304
soil_air_diff_rabi_std,0.006756196310124946
tp_kharif_mean,0.006609442176343951
runoff_ratio_kharif_mean,0.0065702808764279376
swvl1_rabi_mean,0.006312848027569401
water_retention_index,0.0059724580056964086
heat_months_30C,0.004808731432674495
t2m_peak_cos,0.004285021958274386
cvh,0.003638909059852888
heat_months_35C,2.0632308664613558e-05
