feature,importance
tp_zaid_mean,0.43895572
e_rabi_mean,0.43264955
humidity_stress_index,0.4144315
runoff_ratio_rabi_mean,0.3241052
swvl1_rabi_std,0.2744179
t2m_amplitude,0.24661621
swvl1_zaid_std,0.16547306
soil_air_diff_zaid_mean,0.1648703
swvl1_amplitude,0.15707475
e_kharif_std,0.117316864
swvl1_rabi_mean,0.101733185
soil_air_diff_kharif_std,0.097368635
GDD_rabi,0.08702841
GDD_kharif,0.08510321
e_zaid_std,0.078418925
soil_moisture_seasonality,0.07777144
runoff_ratio_zaid_mean,0.07460227
humidity_variability,0.07443136
cvh,0.07220132
water_retention_index,0.06946657
e_kharif_mean,0.06885652
soil_air_diff_rabi_std,0.0679736
soil_air_diff_kharif_mean,0.067444034
e_rabi_std,0.06683556
tp_kharif_fraction,0.06088062
swvl1_stability,0.05446721
tp_kharif_std,0.052339196
swvl1_kharif_mean,0.051164024
soil_air_diff_rabi_mean,0.04981596
tp_kharif_mean,0.043581795
e_zaid_mean,0.028760988
runoff_ratio_kharif_mean,0.025268495
heat_months_30C,0.016558465
t2m_peak_cos,0.01032482
t2m_peak_sin,0.00627428
heat_months_35C,0.0
