district,label,label_name
Rajasthan_Jaisalmer,14,Western Dry Region
Rajasthan_Jalore,14,Western Dry Region
Rajasthan_Jhalawar,8,Central Plateau and Hills Region
Rajasthan_Jhunjhunu,6,Trans-Gangetic Plains Region
Rajasthan_Jodhpur,14,Western Dry Region
Rajasthan_Jodhpur Gramin,14,Western Dry Region
Rajasthan_Karauli,6,Trans-Gangetic Plains Region
Rajasthan_Kekri,8,Central Plateau and Hills Region
Rajasthan_Khairthal-Tijara,6,Trans-Gangetic Plains Region
Rajasthan_Kota,8,Central Plateau and Hills Region
Rajasthan_Kotputli-Behror,6,Trans-Gangetic Plains Region
Rajasthan_Nagaur,14,Western Dry Region
Rajasthan_Neem Ka Thana,6,Trans-Gangetic Plains Region
Rajasthan_Pali,14,Western Dry Region
Rajasthan_Phalodi,14,Western Dry Region
Rajasthan_Pratapgarh,8,Central Plateau and Hills Region
Rajasthan_Rajsamand,8,Central Plateau and Hills Region
Rajasthan_Salumbar,8,Central Plateau and Hills Region
Rajasthan_Sawai Madhopur,6,Trans-Gangetic Plains Region
Rajasthan_Shahpura,8,Central Plateau and Hills Region
Rajasthan_Sikar,6,Trans-Gangetic Plains Region
Rajasthan_Sirohi,13,Gujarat Plains and Hills Region
Rajasthan_Tonk,6,Trans-Gangetic Plains Region
Rajasthan_Udaipur,8,Central Plateau and Hills Region
Sikkim_Gangtok,2,Eastern Himalayan Region
Sikkim_Gyalshing,2,Eastern Himalayan Region
Sikkim_Mangan,2,Eastern Himalayan Region
Sikkim_Namchi,2,Eastern Himalayan Region
Sikkim_Pakyong,2,Eastern Himalayan Region
Sikkim_Soreng,2,Eastern Himalayan Region
Tamil Nadu_Ariyalur,11,East Coast Plains and Hills Region
Tamil Nadu_Chengalpattu,11,East Coast Plains and Hills Region
Tamil Nadu_Chennai,11,East Coast Plains and Hills Region
Tamil Nadu_Coimbatore,10,Southern Plateau and Hills Region
Tamil Nadu_Cuddalore,11,East Coast Plains and Hills Region
Tamil Nadu_Dharmapuri,10,Southern Plateau and Hills Region
Tamil Nadu_Dindigul,10,Southern Plateau and Hills Region
Tamil Nadu_Erode,10,Southern Plateau and Hills Region
Tamil Nadu_Kallakurichi,11,East Coast Plains and Hills Region
Tamil Nadu_Kanchipuram,11,East Coast Plains and Hills Region
Tamil Nadu_Kanniyakumari,12,West Coast Plains and Ghats Region
Tamil Nadu_Karur,10,Southern Plateau and Hills Region
Tamil Nadu_Krishnagiri,10,Southern Plateau and Hills Region
Tamil Nadu_Madurai,10,Southern Plateau and Hills Region
Tamil Nadu_Mayiladuthurai,11,East Coast Plains and Hills Region
Tamil Nadu_Nagapattinam,11,East Coast Plains and Hills Region
Tamil Nadu_Namakkal,10,Southern Plateau and Hills Region
Tamil Nadu_Perambalur,11,East Coast Plains and Hills Region
Tamil Nadu_Pudukkottai,11,East Coast Plains and Hills Region
Tamil Nadu_Ramanathapuram,11,East Coast Plains and Hills Region
Tamil Nadu_Ranipet,11,East Coast Plains and Hills Region
Tamil Nadu_Salem,10,Southern Plateau and Hills Region
Tamil Nadu_Sivaganga,11,East Coast Plains and Hills Region
Tamil Nadu_Tenkasi,12,West Coast Plains and Ghats Region
Tamil Nadu_Thanjavur,11,East Coast Plains and Hills Region
Tamil Nadu_The Nilgiris,12,West Coast Plains and Ghats Region
Tamil Nadu_Theni,10,Southern Plateau and Hills Region
Tamil Nadu_Thiruvallur,11,East Coast Plains and Hills Region
Tamil Nadu_Thiruvarur,11,East Coast Plains and Hills Region
Tamil Nadu_Tiruchirappalli,11,East Coast Plains and Hills Region
Tamil Nadu_Tirunelveli,11,East Coast Plains and Hills Region
Tamil Nadu_Tirupathur,10,Southern Plateau and Hills Region
Tamil Nadu_Tiruppur,10,Southern Plateau and Hills Region
Tamil Nadu_Tiruvannamalai,11,East Coast Plains and Hills Region
Tamil Nadu_Tuticorin,11,East Coast Plains and Hills Region
Tamil Nadu_Vellore,11,East Coast Plains and Hills Region
Tamil Nadu_Villupuram,11,East Coast Plains and Hills Region
Tamil Nadu_Virudhunagar,10,Southern Plateau and Hills Region
Telangana_Adilabad,10,Southern Plateau and Hills Region
Telangana_Bhadradri Kothagudem,10,Southern Plateau and Hills Region
Telangana_Hanumakonda,10,Southern Plateau and Hills Region
Telangana_Hyderabad,10,Southern Plateau and Hills Region
Telangana_Jagitial,10,Southern Plateau and Hills Region
Telangana_Jangoan,10,Southern Plateau and Hills Region
Telangana_Jayashankar Bhupalapally,10,Southern Plateau and Hills Region
Telangana_Jogulamba Gadwal,10,Southern Plateau and Hills Region
Telangana_Kamareddy,10,Southern Plateau and Hills Region
Telangana_Karimnagar,10,Southern Plateau and Hills Region
Telangana_Khammam,10,Southern Plateau and Hills Region
Telangana_Kumuram Bheem Asifabad,10,Southern Plateau and Hills Region
Telangana_Mahabubabad,10,Southern Plateau and Hills Region
Telangana_Mahabubnagar,10,Southern Plateau and Hills Region
Telangana_Mancherial,10,Southern Plateau and Hills Region
Telangana_Medak,10,Southern Plateau and Hills Region
Telangana_Medchal Malkajgiri,10,Southern Plateau and Hills Region
Telangana_Mulugu,10,Southern Plateau and Hills Region
Telangana_Nagarkurnool,10,Southern Plateau and Hills Region
Telangana_Nalgonda,10,Southern Plateau and Hills Region
Telangana_Narayanpet,10,Southern Plateau and Hills Region
Telangana_Nirmal,10,Southern Plateau and Hills Region
Telangana_Nizamabad,10,Southern Plateau and Hills Region
Telangana_Peddapalli,10,Southern Plateau and Hills Region
Telangana_Rajanna Sircilla,10,Southern Plateau and Hills Region
Telangana_Ranga Reddy,10,Southern Plateau and Hills Region
Telangana_Sangareddy,10,Southern Plateau and Hills Region
Telangana_Siddipet,10,Southern Plateau and Hills Region
Telangana_Suryapet,10,Southern Plateau and Hills Region
Telangana_Vikarabad,10,Southern Plateau and Hills Region
Telangana_Wanaparthy,10,Southern Plateau and Hills Region
Telangana_Warangal,10,Southern Plateau and Hills Region
Telangana_Yadadri Bhuvanagiri,10,Southern Plateau and Hills Region
Tripura_Dhalai,2,Eastern Himalayan Region
Tripura_Gomati,2,Eastern Himalayan Region
Tripura_Khowai,2,Eastern Himalayan Region
Tripura_North Tripura,2,Eastern Himalayan Region
Tripura_Sepahijala,2,Eastern Himalayan Region
Tripura_South Tripura,2,Eastern Himalayan Region
Tripura_Unakoti,2,Eastern Himalayan Region
Tripura_West Tripura,2,Eastern Himalayan Region
Uttar Pradesh_Agra,5,Upper Gangetic Plains Region
Uttar Pradesh_Aligarh,5,Upper Gangetic Plains Region
Uttar Pradesh_Ambedkar Nagar,4,Middle Gangetic Plains Region
Uttar Pradesh_Amethi,4,Middle Gangetic Plains Region
Uttar Pradesh_Amroha,5,Upper Gangetic Plains Region
Uttar Pradesh_Auraiya,5,Upper Gangetic Plains Region
Uttar Pradesh_Ayodhya,4,Middle Gangetic Plains Region
Uttar Pradesh_Azamgarh,4,Middle Gangetic Plains Region
Uttar Pradesh_Baghpat,5,Upper Gangetic Plains Region
Uttar Pradesh_Bahraich,4,Middle Gangetic Plains Region
Uttar Pradesh_Ballia,4,Middle Gangetic Plains Region
Uttar Pradesh_Balrampur,4,Middle Gangetic Plains Region
Uttar Pradesh_Banda,5,Upper Gangetic Plains Region
Uttar Pradesh_Barabanki,4,Middle Gangetic Plains Region
Uttar Pradesh_Bareilly,5,Upper Gangetic Plains Region
Uttar Pradesh_Basti,4,Middle Gangetic Plains Region
Uttar Pradesh_Bhadohi,4,Middle Gangetic Plains Region
Uttar Pradesh_Bijnor,5,Upper Gangetic Plains Region
Uttar Pradesh_Budaun,5,Upper Gangetic Plains Region
Uttar Pradesh_Bulandshahr,5,Upper Gangetic Plains Region
Uttar Pradesh_Chandauli,4,Middle Gangetic Plains Region
Uttar Pradesh_Chitrakoot,5,Upper Gangetic Plains Region
Uttar Pradesh_Deoria,4,Middle Gangetic Plains Region
Uttar Pradesh_Etah,5,Upper Gangetic Plains Region
Uttar Pradesh_Etawah,5,Upper Gangetic Plains Region
Uttar Pradesh_Farrukhabad,5,Upper Gangetic Plains Region
Uttar Pradesh_Fatehpur,5,Upper Gangetic Plains Region
Uttar Pradesh_Firozabad,5,Upper Gangetic Plains Region
Uttar Pradesh_Gautam Buddha Nagar,5,Upper Gangetic Plains Region
Uttar Pradesh_Ghaziabad,5,Upper Gangetic Plains Region
Uttar Pradesh_Ghazipur,4,Middle Gangetic Plains Region
Uttar Pradesh_Gonda,4,Middle Gangetic Plains Region
Uttar Pradesh_Gorakhpur,4,Middle Gangetic Plains Region
Uttar Pradesh_Hamirpur,5,Upper Gangetic Plains Region
Uttar Pradesh_Hapur,5,Upper Gangetic Plains Region
Uttar Pradesh_Hardoi,5,Upper Gangetic Plains Region
Uttar Pradesh_Hathras,5,Upper Gangetic Plains Region
Uttar Pradesh_Jalaun,5,Upper Gangetic Plains Region
Uttar Pradesh_Jaunpur,4,Middle Gangetic Plains Region
Uttar Pradesh_Jhansi,5,Upper Gangetic Plains Region
Uttar Pradesh_Kannauj,5,Upper Gangetic Plains Region
Uttar Pradesh_Kanpur Dehat,5,Upper Gangetic Plains Region
Uttar Pradesh_Kanpur Nagar,5,Upper Gangetic Plains Region
Uttar Pradesh_Kasganj,5,Upper Gangetic Plains Region
Uttar Pradesh_Kaushambi,4,Middle Gangetic Plains Region
Uttar Pradesh_Kheri,5,Upper Gangetic Plains Region
Uttar Pradesh_Kushi Nagar,4,Middle Gangetic Plains Region
Uttar Pradesh_Lalitpur,5,Upper Gangetic Plains Region
Uttar Pradesh_Lucknow,5,Upper Gangetic Plains Region
Uttar Pradesh_Maharajganj,4,Middle Gangetic Plains Region
Uttar Pradesh_Mahoba,5,Upper Gangetic Plains Region
Uttar Pradesh_Mainpuri,5,Upper Gangetic Plains Region
Uttar Pradesh_Mathura,5,Upper Gangetic Plains Region
Uttar Pradesh_Mau,4,Middle Gangetic Plains Region
Uttar Pradesh_Meerut,5,Upper Gangetic Plains Region
Uttar Pradesh_Mirzapur,4,Middle Gangetic Plains Region
Uttar Pradesh_Moradabad,5,Upper Gangetic Plains Region
Uttar Pradesh_Muzaffarnagar,5,Upper Gangetic Plains Region
Uttar Pradesh_Pilibhit,5,Upper Gangetic Plains Region
Uttar Pradesh_Pratapgarh,4,Middle Gangetic Plains Region
Uttar Pradesh_Prayagraj,4,Middle Gangetic Plains Region
Uttar Pradesh_Rae Bareli,4,Middle Gangetic Plains Region
Uttar Pradesh_Rampur,5,Upper Gangetic Plains Region
Uttar Pradesh_Saharanpur,5,Upper Gangetic Plains Region
Uttar Pradesh_Sambhal,5,Upper Gangetic Plains Region
Uttar Pradesh_Sant Kabeer Nagar,4,Middle Gangetic Plains Region
Uttar Pradesh_Shahjahanpur,5,Upper Gangetic Plains Region
Uttar Pradesh_Shamli,5,Upper Gangetic Plains Region
Uttar Pradesh_Shravasti,4,Middle Gangetic Plains Region
Uttar Pradesh_Siddharth Nagar,4,Middle Gangetic Plains Region
Uttar Pradesh_Sitapur,5,Upper Gangetic Plains Region
Uttar Pradesh_Sonbhadra,4,Middle Gangetic Plains Region
Uttar Pradesh_Sultanpur,4,Middle Gangetic Plains Region
Uttar Pradesh_Unnao,5,Upper Gangetic Plains Region
Uttar Pradesh_Varanasi,4,Middle Gangetic Plains Region
Uttarakhand_Almora,1,Western Himalayan Region
Uttarakhand_Bageshwar,1,Western Himalayan Region
Uttarakhand_Chamoli,1,Western Himalayan Region
Uttarakhand_Champawat,1,Western Himalayan Region
Uttarakhand_Dehradun,1,Western Himalayan Region
Uttarakhand_Haridwar,5,Upper Gangetic Plains Region
Uttarakhand_Nainital,5,Upper Gangetic Plains Region
Uttarakhand_Pauri Garhwal,1,Western Himalayan Region
Uttarakhand_Pithoragarh,1,Western Himalayan Region
Uttarakhand_Rudra Prayag,1,Western Himalayan Region
Uttarakhand_Tehri Garhwal,1,Western Himalayan Region
Uttarakhand_Udam Singh Nagar,5,Upper Gangetic Plains Region
Uttarakhand_Uttar Kashi,1,Western Himalayan Region
West Bengal_24 Paraganas North,3,Lower Gangetic Plains Region
West Bengal_24 Paraganas South,3,Lower Gangetic Plains Region
West Bengal_Alipurduar,3,Lower Gangetic Plains Region
West Bengal_Bankura,3,Lower Gangetic Plains Region
West Bengal_Birbhum,3,Lower Gangetic Plains Region
West Bengal_Coochbehar,3,Lower Gangetic Plains Region
West Bengal_Darjeeling,3,Lower Gangetic Plains Region
West Bengal_Dinajpur Dakshin,3,Lower Gangetic Plains Region
West Bengal_Dinajpur Uttar,3,Lower Gangetic Plains Region
West Bengal_Hooghly,3,Lower Gangetic Plains Region
West Bengal_Howrah,3,Lower Gangetic Plains Region
West Bengal_Jalpaiguri,3,Lower Gangetic Plains Region
West Bengal_Jhargram,3,Lower Gangetic Plains Region
West Bengal_Kalimpong,3,Lower Gangetic Plains Region
West Bengal_Kolkata,3,Lower Gangetic Plains Region
West Bengal_Maldah,3,Lower Gangetic Plains Region
West Bengal_Medinipur East,3,Lower Gangetic Plains Region
West Bengal_Medinipur West,3,Lower Gangetic Plains Region
West Bengal_Murshidabad,3,Lower Gangetic Plains Region
West Bengal_Nadia,3,Lower Gangetic Plains Region
West Bengal_Paschim Bardhaman,3,Lower Gangetic Plains Region
West Bengal_Purba Bardhaman,3,Lower Gangetic Plains Region
West Bengal_Purulia,3,Lower Gangetic Plains Region
