feature,importance
swvl1_rabi_std,0.011808587486826868
cvh,0.011759774473692974
tp_kharif_std,0.01161355673627121
humidity_variability,0.011312896001436316
e_zaid_std,0.011159615920342463
runoff_ratio_rabi_mean,0.010557270504609025
t2m_peak_sin,0.010243256150710736
runoff_ratio_kharif_mean,0.010215235309362412
GDD_rabi,0.009669346750407756
runoff_ratio_zaid_mean,0.009416730531085531
tp_zaid_mean,0.009407497000113304
water_retention_index,0.009329155936250867
swvl1_amplitude,0.009154255289963279
swvl1_rabi_mean,0.009145420126276152
tp_kharif_mean,0.00907070467790118
e_zaid_mean,0.009003510513316217
soil_air_diff_zaid_mean,0.008854728096758979
t2m_amplitude,0.008834817635037984
e_kharif_std,0.008579121269806329
swvl1_zaid_std,0.008273305783283957
humidity_stress_index,0.008251649489936794
soil_air_diff_kharif_std,0.007919513108572127
soil_air_diff_rabi_mean,0.007774922805130251
heat_months_30C,0.006882430747784249
soil_moisture_seasonality,0.006706230288406718
t2m_peak_cos,0.006605090309072609
e_kharif_mean,0.006555836644536258
swvl1_kharif_mean,0.006059814474503042
e_rabi_std,0.006015878540415715
heat_months_35C,0.005480084488114444
e_rabi_mean,0.0054630820820969535
GDD_kharif,0.005289789926604245
soil_air_diff_rabi_std,0.005235616601404577
soil_air_diff_kharif_mean,0.005001458522079399
tp_kharif_fraction,0.004433040123083221
swvl1_stability,0.0036761224736423887
