feature,importance
water_retention_index,0.47486585
tp_zaid_mean,0.38567752
humidity_variability,0.22306387
swvl1_rabi_std,0.19399577
humidity_stress_index,0.18549056
e_rabi_mean,0.1800249
runoff_ratio_kharif_mean,0.17750654
cvh,0.17674658
soil_air_diff_zaid_mean,0.16873817
GDD_rabi,0.1633459
GDD_kharif,0.13202593
t2m_peak_sin,0.12698188
heat_months_30C,0.12598416
soil_air_diff_rabi_std,0.1240085
e_kharif_std,0.12223923
tp_kharif_fraction,0.1140038
swvl1_amplitude,0.112138726
t2m_amplitude,0.109125875
runoff_ratio_zaid_mean,0.10524877
e_zaid_mean,0.101783395
tp_kharif_mean,0.09802592
e_kharif_mean,0.09770327
swvl1_zaid_std,0.09672707
soil_air_diff_kharif_std,0.08575136
e_zaid_std,0.08295968
soil_air_diff_rabi_mean,0.08105737
tp_kharif_std,0.07833724
swvl1_rabi_mean,0.07673906
runoff_ratio_rabi_mean,0.0756613
swvl1_stability,0.07481048
soil_moisture_seasonality,0.07028647
e_rabi_std,0.061870586
swvl1_kharif_mean,0.060637485
soil_air_diff_kharif_mean,0.05976547
t2m_peak_cos,0.012265412
heat_months_35C,7.3465606e-05
