feature,importance
GDD_rabi,0.41947827
soil_air_diff_zaid_mean,0.32210732
tp_kharif_std,0.27886465
humidity_stress_index,0.2700134
e_kharif_mean,0.1848237
GDD_kharif,0.14749645
e_rabi_mean,0.13952628
water_retention_index,0.1305103
t2m_amplitude,0.12996832
swvl1_kharif_mean,0.12562697
swvl1_zaid_std,0.12108634
tp_kharif_fraction,0.11977367
e_zaid_mean,0.1194667
soil_air_diff_rabi_std,0.11945473
swvl1_rabi_mean,0.11807378
tp_zaid_mean,0.116517924
e_rabi_std,0.11296672
runoff_ratio_rabi_mean,0.109641835
e_kharif_std,0.10589324
e_zaid_std,0.104855895
swvl1_rabi_std,0.100200556
soil_moisture_seasonality,0.09525431
soil_air_diff_rabi_mean,0.09094371
cvh,0.08891891
swvl1_amplitude,0.08388972
tp_kharif_mean,0.08258344
runoff_ratio_zaid_mean,0.08207452
swvl1_stability,0.08188032
soil_air_diff_kharif_mean,0.08121649
humidity_variability,0.072232
runoff_ratio_kharif_mean,0.06635744
soil_air_diff_kharif_std,0.06426616
t2m_peak_sin,0.02307785
heat_months_30C,0.012558827
t2m_peak_cos,0.005127847
heat_months_35C,0.00021026409
