feature,importance
soil_moisture_seasonality,0.03393495830760011
humidity_variability,0.03309793601727591
e_zaid_mean,0.03209723749580478
humidity_stress_index,0.022651286052918614
swvl1_amplitude,0.02139012821269374
e_kharif_mean,0.01703700091054543
e_rabi_std,0.012992972517687726
runoff_ratio_rabi_mean,0.011128952443424073
GDD_rabi,0.010945058196241659
tp_kharif_fraction,0.010596329887760237
GDD_kharif,0.010260885517579857
swvl1_zaid_std,0.009379504629056349
e_zaid_std,0.009062753019296816
tp_zaid_mean,0.008797432871490433
water_retention_index,0.0072578223188632714
cvh,0.007238004406452912
runoff_ratio_kharif_mean,0.0071656727793948756
swvl1_rabi_mean,0.006442738956129261
soil_air_diff_kharif_std,0.006306856041672852
soil_air_diff_zaid_mean,0.006175558437359388
e_rabi_mean,0.005852985340998341
soil_air_diff_kharif_mean,0.005162300999622215
t2m_amplitude,0.004803742513824481
tp_kharif_mean,0.004769402373078995
swvl1_kharif_mean,0.0045753963522619095
swvl1_stability,0.004483499572169732
swvl1_rabi_std,0.004420027200885213
tp_kharif_std,0.0037150067919288466
runoff_ratio_zaid_mean,0.0037105910400887622
t2m_peak_sin,0.003488787539586334
soil_air_diff_rabi_mean,0.003388925367327691
e_kharif_std,0.003083741270864147
soil_air_diff_rabi_std,0.0029556004515925243
heat_months_30C,0.0015200329985615862
t2m_peak_cos,0.001110159653466632
heat_months_35C,0.00022360263721193647
