state,district,year,onion_kharif_yield_tonne_per_hectare
,Sirohi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tonk,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Udaipur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Tamil Nadu,Ariyalur,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,11.64
,,2014 - 2015,8.49
,,2015 - 2016,9.65
,,2016 - 2017,10.43
,,2017 - 2018,9.72
,,2018 - 2019,8.75
,,2019 - 2020,9.1
,,2020 - 2021,9.82
,,2021 - 2022,9.11
,,2022 - 2023,9.53
,Chengalpattu,2020 - 2021,
,,2021 - 2022,10.75
,,2022 - 2023,
,Coimbatore,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,17.0
,,2014 - 2015,11.28
,,2015 - 2016,11.58
,,2016 - 2017,15.79
,,2017 - 2018,12.76
,,2018 - 2019,12.82
,,2019 - 2020,18.19
,,2020 - 2021,17.3
,,2021 - 2022,14.44
,,2022 - 2023,12.81
,Cuddalore,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,11.67
,,2014 - 2015,8.48
,,2015 - 2016,9.63
,,2016 - 2017,10.43
,,2017 - 2018,9.69
,,2018 - 2019,8.8
,,2019 - 2020,9.22
,,2020 - 2021,9.89
,,2021 - 2022,9.14
,,2022 - 2023,9.54
,Dharmapuri,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,11.63
,,2014 - 2015,8.5
,,2015 - 2016,9.64
,,2016 - 2017,10.38
,,2017 - 2018,11.65
,,2018 - 2019,8.77
,,2019 - 2020,9.17
,,2020 - 2021,13.44
,,2021 - 2022,9.13
,,2022 - 2023,7.99
,Dindigul,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,7.13
,,2014 - 2015,8.27
,,2015 - 2016,8.49
,,2016 - 2017,7.89
,,2017 - 2018,11.94
,,2018 - 2019,8.1
,,2019 - 2020,4.84
,,2020 - 2021,5.04
,,2021 - 2022,9.32
,,2022 - 2023,11.74
,Erode,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,11.8
,,2014 - 2015,7.73
,,2015 - 2016,8.3
,,2016 - 2017,5.36
,,2017 - 2018,9.81
,,2018 - 2019,11.84
,,2019 - 2020,10.75
,,2020 - 2021,7.84
,,2021 - 2022,7.36
,,2022 - 2023,5.84
,Kallakurichi,2020 - 2021,9.84
,,2021 - 2022,9.13
,,2022 - 2023,6.66
,Kanchipuram,2003 - 2004,
,,2004 - 2005,
,,2011 - 2012,
,,2014 - 2015,8.5
,,2015 - 2016,
,,2016 - 2017,10.8
,,2017 - 2018,
,,2018 - 2019,8.5
,,2019 - 2020,6.0
,Kanniyakumari,2004 - 2005,
,Karur,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,11.63
,,2014 - 2015,8.49
,,2015 - 2016,9.64
,,2016 - 2017,10.36
,,2017 - 2018,9.71
,,2018 - 2019,8.78
,,2019 - 2020,9.13
,,2020 - 2021,9.85
,,2021 - 2022,9.12
,,2022 - 2023,9.53
,Krishnagiri,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,11.63
,,2014 - 2015,8.48
,,2015 - 2016,9.63
,,2016 - 2017,9.5
,,2017 - 2018,10.0
,,2018 - 2019,8.78
,,2019 - 2020,9.0
,,2020 - 2021,9.88
,,2021 - 2022,9.07
,,2022 - 2023,9.52
,Madurai,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,9.78
,,2014 - 2015,8.5
,,2015 - 2016,9.64
,,2016 - 2017,10.35
,,2017 - 2018,9.7
,,2018 - 2019,8.77
,,2019 - 2020,9.17
,,2020 - 2021,12.76
,,2021 - 2022,9.11
,,2022 - 2023,9.53
,Nagapattinam,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2013 - 2014,11.6
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,Namakkal,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,13.63
,,2014 - 2015,10.43
,,2015 - 2016,11.11
,,2016 - 2017,10.95
,,2017 - 2018,10.01
,,2018 - 2019,5.91
,,2019 - 2020,5.35
,,2020 - 2021,10.39
,,2021 - 2022,6.52
,,2022 - 2023,6.55
,Perambalur,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,9.26
,,2014 - 2015,6.4
,,2015 - 2016,6.14
,,2016 - 2017,8.75
,,2017 - 2018,8.71
,,2018 - 2019,5.57
,,2019 - 2020,4.91
,,2020 - 2021,7.52
,,2021 - 2022,8.8
,,2022 - 2023,9.65
,Pudukkottai,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2011 - 2012,
,,2013 - 2014,11.63
,,2014 - 2015,8.47
,,2015 - 2016,9.67
,,2016 - 2017,15.0
,,2017 - 2018,9.5
,,2018 - 2019,10.33
,,2019 - 2020,9.38
,,2020 - 2021,9.9
,,2021 - 2022,9.17
,,2022 - 2023,9.57
,Ramanathapuram,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ranipet,2020 - 2021,
,,2021 - 2022,9.5
,,2022 - 2023,
,Salem,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,12.84
,,2014 - 2015,5.83
,,2015 - 2016,8.88
,,2016 - 2017,10.57
,,2017 - 2018,10.88
,,2018 - 2019,8.77
,,2019 - 2020,9.16
,,2020 - 2021,8.37
,,2021 - 2022,5.6
,,2022 - 2023,9.14
,Sivaganga,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,11.62
,,2014 - 2015,8.5
,,2015 - 2016,9.64
,,2016 - 2017,10.33
,,2017 - 2018,9.71
,,2018 - 2019,9.1
,,2019 - 2020,9.06
,,2020 - 2021,9.77
,,2021 - 2022,9.12
,,2022 - 2023,9.53
,Thanjavur,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,11.61
,,2014 - 2015,8.5
,,2015 - 2016,9.63
,,2016 - 2017,10.3
,,2017 - 2018,9.7
,,2018 - 2019,8.88
,,2019 - 2020,9.15
,,2020 - 2021,9.77
,,2021 - 2022,9.09
,,2022 - 2023,9.5
,The nilgiris,2004 - 2005,
,,2008 - 2009,
,,2009 - 2010,
,,2014 - 2015,8.0
,,2020 - 2021,
,,2021 - 2022,10.0
,,2022 - 2023,10.0
,Theni,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,11.63
,,2014 - 2015,11.37
,,2015 - 2016,11.7
,,2016 - 2017,13.97
,,2017 - 2018,12.67
,,2018 - 2019,9.97
,,2019 - 2020,8.42
,,2020 - 2021,6.33
,,2021 - 2022,8.04
,,2022 - 2023,10.04
,Thenkasi,2020 - 2021,9.84
,,2021 - 2022,15.11
,,2022 - 2023,18.06
,Thiruvallur,2002 - 2003,
,,2007 - 2008,
,,2013 - 2014,11.5
,,2014 - 2015,8.0
,,2015 - 2016,
,,2016 - 2017,8.0
,,2018 - 2019,8.5
,,2019 - 2020,10.0
,,2020 - 2021,11.0
,,2021 - 2022,9.25
,,2022 - 2023,10.0
,Thiruvarur,2003 - 2004,
,,2004 - 2005,
,,2011 - 2012,
,,2019 - 2020,9.0
,,2020 - 2021,
,,2022 - 2023,
,Thoothukudi,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,11.5
,,2014 - 2015,8.5
,,2015 - 2016,9.67
,,2016 - 2017,10.44
,,2017 - 2018,9.75
,,2018 - 2019,9.13
,,2019 - 2020,9.11
,,2020 - 2021,9.79
,,2021 - 2022,9.12
,,2022 - 2023,12.67
,Tiruchirappalli,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,6.99
,,2014 - 2015,7.11
,,2015 - 2016,6.66
,,2016 - 2017,8.57
,,2017 - 2018,5.54
,,2018 - 2019,6.67
,,2019 - 2020,8.43
,,2020 - 2021,9.49
,,2021 - 2022,8.42
,,2022 - 2023,7.74
,Tirunelveli,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,13.01
,,2014 - 2015,10.77
,,2015 - 2016,12.17
,,2016 - 2017,10.33
,,2017 - 2018,9.98
,,2018 - 2019,13.99
,,2019 - 2020,14.28
,,2020 - 2021,9.23
,,2021 - 2022,9.09
,,2022 - 2023,9.52
,Tirupathur,2020 - 2021,10.13
,,2021 - 2022,9.13
,,2022 - 2023,9.53
,Tiruppur,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,13.47
,,2014 - 2015,8.14
,,2015 - 2016,15.43
,,2016 - 2017,15.22
,,2017 - 2018,12.05
,,2018 - 2019,12.17
,,2019 - 2020,13.36
,,2020 - 2021,12.91
,,2021 - 2022,10.2
,,2022 - 2023,14.89
,Tiruvannamalai,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,11.63
,,2014 - 2015,8.5
,,2015 - 2016,9.64
,,2016 - 2017,10.48
,,2017 - 2018,9.7
,,2018 - 2019,8.71
,,2019 - 2020,9.12
,,2020 - 2021,9.81
,,2021 - 2022,9.17
,,2022 - 2023,9.53
,Vellore,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,11.63
,,2014 - 2015,3.12
,,2015 - 2016,9.65
,,2016 - 2017,10.24
,,2017 - 2018,9.7
,,2018 - 2019,8.61
,,2019 - 2020,9.09
,,2020 - 2021,11.0
,,2021 - 2022,5.0
,,2022 - 2023,10.0
,Villupuram,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,11.63
,,2014 - 2015,8.49
,,2015 - 2016,9.64
,,2016 - 2017,10.36
,,2017 - 2018,9.71
,,2018 - 2019,8.76
,,2019 - 2020,9.15
,,2020 - 2021,9.81
,,2021 - 2022,9.16
,,2022 - 2023,9.56
,Virudhunagar,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,5.22
,,2014 - 2015,2.23
,,2015 - 2016,2.75
,,2016 - 2017,2.4
,,2017 - 2018,0.55
,,2018 - 2019,2.75
,,2019 - 2020,3.84
,,2020 - 2021,4.03
,,2021 - 2022,2.88
,,2022 - 2023,2.95
Telangana,Adilabad,2000 - 2001,11.18
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,10.67
,,2004 - 2005,
,,2005 - 2006,12.92
,,2006 - 2007,15.05
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,15.56
,,2015 - 2016,14.2
,,2016 - 2017,15.0
,,2017 - 2018,18.0
,,2018 - 2019,13.0
,,2019 - 2020,22.0
,,2020 - 2021,
,,2021 - 2022,16.0
,,2022 - 2023,
,Bhadradri,2016 - 2017,
,,2017 - 2018,
,,2020 - 2021,
,,2021 - 2022,16.0
,Jagitial,2016 - 2017,
,,2017 - 2018,18.32
,,2018 - 2019,13.06
,,2019 - 2020,22.33
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jangoan,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,22.33
,,2020 - 2021,13.0
,,2021 - 2022,16.0
,,2022 - 2023,11.0
,Jayashankar,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jogulamba,2016 - 2017,14.93
,,2017 - 2018,18.47
,,2018 - 2019,13.21
,,2019 - 2020,20.71
,,2020 - 2021,12.16
,,2021 - 2022,12.69
,,2022 - 2023,8.14
,Kamareddy,2016 - 2017,15.0
,,2017 - 2018,18.32
,,2018 - 2019,
,,2019 - 2020,22.27
,,2020 - 2021,13.27
,,2021 - 2022,16.08
,,2022 - 2023,10.75
,Karimnagar,2000 - 2001,11.2
,,2001 - 2002,10.92
,,2002 - 2003,7.68
,,2003 - 2004,10.67
,,2004 - 2005,10.1
,,2005 - 2006,12.91
,,2006 - 2007,15.06
,,2007 - 2008,
,,2008 - 2009,14.37
,,2009 - 2010,17.39
,,2010 - 2011,
,,2011 - 2012,11.25
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,15.56
,,2015 - 2016,14.09
,,2016 - 2017,
,,2017 - 2018,18.0
,,2018 - 2019,
,,2019 - 2020,22.0
,,2020 - 2021,13.33
,,2021 - 2022,16.0
,Khammam,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,13.0
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2013 - 2014,19.0
,,2014 - 2015,16.0
,,2015 - 2016,14.2
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,16.0
,,2022 - 2023,10.5
,Komaram bheem asifabad,2016 - 2017,15.09
,,2017 - 2018,18.32
,,2018 - 2019,13.08
,,2019 - 2020,22.33
,,2020 - 2021,13.0
,,2021 - 2022,
,,2022 - 2023,
,Mahabubabad,2016 - 2017,15.0
,,2017 - 2018,18.33
,,2018 - 2019,13.0
,,2019 - 2020,22.33
,,2020 - 2021,13.27
,,2021 - 2022,
,,2022 - 2023,
,Mahbubnagar,2000 - 2001,12.32
,,2001 - 2002,11.88
,,2002 - 2003,8.72
,,2003 - 2004,13.13
,,2004 - 2005,10.24
,,2005 - 2006,16.56
,,2006 - 2007,17.91
,,2007 - 2008,20.0
,,2008 - 2009,16.08
,,2009 - 2010,18.75
,,2010 - 2011,17.91
,,2011 - 2012,11.24
,,2012 - 2013,17.0
,,2013 - 2014,18.81
,,2014 - 2015,15.74
,,2015 - 2016,14.4
,,2016 - 2017,14.93
,,2017 - 2018,18.32
,,2018 - 2019,13.09
,,2019 - 2020,22.31
,,2020 - 2021,13.26
,,2021 - 2022,16.08
,,2022 - 2023,10.5
,Mancherial,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,13.0
,,2019 - 2020,22.5
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Medak,2000 - 2001,8.91
,,2001 - 2002,8.41
,,2002 - 2003,5.23
,,2003 - 2004,5.6
,,2004 - 2005,9.8
,,2005 - 2006,4.85
,,2006 - 2007,8.16
,,2007 - 2008,4.0
,,2008 - 2009,5.67
,,2009 - 2010,7.48
,,2010 - 2011,8.28
,,2011 - 2012,11.28
,,2012 - 2013,
,,2013 - 2014,18.8
,,2014 - 2015,15.55
,,2015 - 2016,14.13
,,2016 - 2017,15.09
,,2017 - 2018,18.31
,,2018 - 2019,13.08
,,2019 - 2020,22.31
,,2020 - 2021,
,,2021 - 2022,16.1
,,2022 - 2023,10.8
,Medchal,2016 - 2017,
,,2017 - 2018,
,,2019 - 2020,
,,2021 - 2022,
,Mulugu,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Nagarkurnool,2016 - 2017,15.0
,,2017 - 2018,18.29
,,2018 - 2019,13.07
,,2019 - 2020,22.5
,,2020 - 2021,13.28
,,2021 - 2022,16.07
,,2022 - 2023,10.71
,Nalgonda,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2010 - 2011,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,16.0
,,2022 - 2023,
,Narayanapet,2018 - 2019,
,,2019 - 2020,22.27
,,2020 - 2021,13.25
,,2021 - 2022,16.07
,,2022 - 2023,10.69
,Nirmal,2016 - 2017,15.0
,,2017 - 2018,18.29
,,2018 - 2019,13.08
,,2019 - 2020,22.33
,,2020 - 2021,13.3
,,2021 - 2022,16.08
,,2022 - 2023,
,Nizamabad,2000 - 2001,11.19
,,2001 - 2002,10.93
,,2002 - 2003,7.67
,,2003 - 2004,10.63
,,2004 - 2005,10.09
,,2005 - 2006,12.91
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,14.37
,,2009 - 2010,17.33
,,2010 - 2011,
,,2011 - 2012,11.24
,,2012 - 2013,
,,2013 - 2014,18.8
,,2014 - 2015,15.53
,,2015 - 2016,14.09
,,2016 - 2017,15.09
,,2017 - 2018,18.33
,,2018 - 2019,13.07
,,2019 - 2020,22.32
,,2020 - 2021,13.27
,,2021 - 2022,16.08
,,2022 - 2023,10.72
,Peddapalli,2016 - 2017,15.1
,,2017 - 2018,
,,2018 - 2019,13.0
,,2019 - 2020,
,,2020 - 2021,13.0
,,2021 - 2022,
,,2022 - 2023,
,Rajanna,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,13.0
,,2019 - 2020,22.0
,,2020 - 2021,13.0
,,2021 - 2022,16.0
,,2022 - 2023,
,Rangareddi,2000 - 2001,11.2
,,2001 - 2002,10.92
,,2002 - 2003,7.68
,,2003 - 2004,10.67
,,2004 - 2005,10.1
,,2005 - 2006,12.92
,,2006 - 2007,15.06
,,2007 - 2008,
,,2008 - 2009,14.38
,,2009 - 2010,17.39
,,2010 - 2011,16.61
,,2011 - 2012,11.24
,,2012 - 2013,
,,2013 - 2014,18.8
,,2014 - 2015,11.42
,,2015 - 2016,8.78
,,2016 - 2017,20.64
,,2017 - 2018,18.31
,,2018 - 2019,13.08
,,2019 - 2020,22.27
,,2020 - 2021,13.27
,,2021 - 2022,16.08
,,2022 - 2023,10.67
,Sangareddy,2016 - 2017,15.09
,,2017 - 2018,16.23
,,2018 - 2019,7.69
,,2019 - 2020,7.25
,,2020 - 2021,13.27
,,2021 - 2022,16.08
,,2022 - 2023,9.85
,Siddipet,2016 - 2017,15.11
,,2017 - 2018,18.32
,,2018 - 2019,13.08
,,2019 - 2020,22.0
,,2020 - 2021,13.25
,,2021 - 2022,16.0
,,2022 - 2023,
,Suryapet,2019 - 2020,22.33
,,2020 - 2021,
,,2021 - 2022,16.0
,,2022 - 2023,11.0
,Vikarabad,2016 - 2017,20.65
,,2017 - 2018,18.31
,,2018 - 2019,13.08
,,2019 - 2020,22.32
,,2020 - 2021,13.28
,,2021 - 2022,8.68
,,2022 - 2023,14.18
,Wanaparthy,2016 - 2017,14.93
,,2017 - 2018,18.0
,,2018 - 2019,13.83
,,2019 - 2020,31.7
,,2020 - 2021,15.64
,,2021 - 2022,24.78
,,2022 - 2023,15.62
,Warangal,2000 - 2001,11.2
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,10.71
,,2004 - 2005,10.17
,,2005 - 2006,12.92
,,2006 - 2007,15.04
,,2008 - 2009,14.37
,,2009 - 2010,17.4
,,2010 - 2011,16.61
,,2011 - 2012,
,,2013 - 2014,18.75
,,2014 - 2015,
,,2015 - 2016,14.17
,,2016 - 2017,15.0
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,22.25
,,2020 - 2021,13.5
,,2021 - 2022,16.0
,,2022 - 2023,
,Warangal urban,2016 - 2017,
,,2017 - 2018,18.38
,,2018 - 2019,13.08
,,2019 - 2020,
,,2020 - 2021,13.22
,,2021 - 2022,16.06
,,2022 - 2023,10.5
,Yadadri,2016 - 2017,
,,2017 - 2018,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Uttar Pradesh,Agra,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Aligarh,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Allahabad,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ambedkar nagar,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Amethi,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Amroha,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Auraiya,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Azamgarh,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
