feature,importance
GDD_kharif,0.5221592
e_kharif_mean,0.3703333
water_retention_index,0.27005005
tp_kharif_std,0.21236901
e_rabi_mean,0.21180376
humidity_stress_index,0.17618272
tp_kharif_fraction,0.15567277
soil_moisture_seasonality,0.1551171
humidity_variability,0.15479514
tp_kharif_mean,0.14650728
t2m_amplitude,0.14202408
e_zaid_std,0.13957696
soil_air_diff_rabi_mean,0.13758765
swvl1_amplitude,0.12703577
soil_air_diff_kharif_std,0.12464044
GDD_rabi,0.12192707
e_zaid_mean,0.12002975
cvh,0.115238786
runoff_ratio_kharif_mean,0.10889365
soil_air_diff_kharif_mean,0.10010191
e_kharif_std,0.097581394
swvl1_rabi_std,0.09426897
runoff_ratio_zaid_mean,0.09198855
swvl1_kharif_mean,0.09184426
e_rabi_std,0.09097869
soil_air_diff_rabi_std,0.08923992
swvl1_zaid_std,0.08893626
tp_zaid_mean,0.08325209
swvl1_stability,0.068213664
soil_air_diff_zaid_mean,0.06187256
swvl1_rabi_mean,0.055009592
runoff_ratio_rabi_mean,0.05077129
t2m_peak_sin,0.0077723325
heat_months_30C,0.0063310764
t2m_peak_cos,0.0056234486
heat_months_35C,0.00029633797
