feature,importance
water_retention_index,0.32055378
GDD_kharif,0.30295324
e_rabi_std,0.24040356
GDD_rabi,0.22467837
soil_air_diff_kharif_std,0.19380818
swvl1_rabi_std,0.18753722
soil_moisture_seasonality,0.16396001
runoff_ratio_rabi_mean,0.16373463
swvl1_zaid_std,0.15817985
e_zaid_mean,0.14385357
soil_air_diff_rabi_std,0.13980056
swvl1_kharif_mean,0.1394523
soil_air_diff_rabi_mean,0.1315377
tp_kharif_fraction,0.1280169
t2m_amplitude,0.12545268
swvl1_stability,0.1241111
runoff_ratio_zaid_mean,0.11378036
humidity_stress_index,0.11119578
soil_air_diff_kharif_mean,0.10800854
e_zaid_std,0.10312511
e_rabi_mean,0.102230094
e_kharif_std,0.10096041
e_kharif_mean,0.09724524
runoff_ratio_kharif_mean,0.09465361
tp_kharif_std,0.091219276
swvl1_rabi_mean,0.08837666
cvh,0.08187577
humidity_variability,0.07692532
tp_kharif_mean,0.06867947
soil_air_diff_zaid_mean,0.0650702
tp_zaid_mean,0.05993942
swvl1_amplitude,0.05021627
heat_months_30C,0.017733723
t2m_peak_sin,0.009003398
t2m_peak_cos,0.0077336533
heat_months_35C,0.00033830575
