feature,KMeans_Cluster,State,District
Uttar Pradesh_Ghaziabad,5,Uttar Pradesh,Ghaziabad
Uttar Pradesh_Ghazipur,9,Uttar Pradesh,Ghazipur
Uttar Pradesh_Gonda,9,Uttar Pradesh,Gonda
Uttar Pradesh_Gorakhpur,9,Uttar Pradesh,Gorakhpur
Uttar Pradesh_Hamirpur,9,Uttar Pradesh,Hamirpur
Uttar Pradesh_Hapur,5,Uttar Pradesh,Hapur
Uttar Pradesh_Hardoi,5,Uttar Pradesh,Hardoi
Uttar Pradesh_Hathras,5,Uttar Pradesh,Hathras
Uttar Pradesh_Jalaun,9,Uttar Pradesh,Jalaun
Uttar Pradesh_Jaunpur,9,Uttar Pradesh,Jaunpur
Uttar Pradesh_Jhansi,9,Uttar Pradesh,Jhansi
Uttar Pradesh_Kannauj,5,Uttar Pradesh,Kannauj
Uttar Pradesh_Kanpur Dehat,5,Uttar Pradesh,Kanpur Dehat
Uttar Pradesh_Kanpur Nagar,9,Uttar Pradesh,Kanpur Nagar
Uttar Pradesh_Kasganj,5,Uttar Pradesh,Kasganj
Uttar Pradesh_Kaushambi,9,Uttar Pradesh,Kaushambi
Uttar Pradesh_Kheri,9,Uttar Pradesh,Kheri
Uttar Pradesh_Kushi Nagar,9,Uttar Pradesh,Kushi Nagar
Uttar Pradesh_Lalitpur,9,Uttar Pradesh,Lalitpur
Uttar Pradesh_Lucknow,9,Uttar Pradesh,Lucknow
Uttar Pradesh_Maharajganj,9,Uttar Pradesh,Maharajganj
Uttar Pradesh_Mahoba,9,Uttar Pradesh,Mahoba
Uttar Pradesh_Mainpuri,5,Uttar Pradesh,Mainpuri
Uttar Pradesh_Mathura,5,Uttar Pradesh,Mathura
Uttar Pradesh_Mau,9,Uttar Pradesh,Mau
Uttar Pradesh_Meerut,5,Uttar Pradesh,Meerut
Uttar Pradesh_Mirzapur,9,Uttar Pradesh,Mirzapur
Uttar Pradesh_Moradabad,5,Uttar Pradesh,Moradabad
Uttar Pradesh_Muzaffarnagar,5,Uttar Pradesh,Muzaffarnagar
Uttar Pradesh_Pilibhit,5,Uttar Pradesh,Pilibhit
Uttar Pradesh_Pratapgarh,9,Uttar Pradesh,Pratapgarh
Uttar Pradesh_Prayagraj,9,Uttar Pradesh,Prayagraj
Uttar Pradesh_Rae Bareli,9,Uttar Pradesh,Rae Bareli
Uttar Pradesh_Rampur,5,Uttar Pradesh,Rampur
Uttar Pradesh_Saharanpur,5,Uttar Pradesh,Saharanpur
Uttar Pradesh_Sambhal,5,Uttar Pradesh,Sambhal
Uttar Pradesh_Sant Kabeer Nagar,9,Uttar Pradesh,Sant Kabeer Nagar
Uttar Pradesh_Shahjahanpur,5,Uttar Pradesh,Shahjahanpur
Uttar Pradesh_Shamli,5,Uttar Pradesh,Shamli
Uttar Pradesh_Shravasti,9,Uttar Pradesh,Shravasti
Uttar Pradesh_Siddharth Nagar,9,Uttar Pradesh,Siddharth Nagar
Uttar Pradesh_Sitapur,9,Uttar Pradesh,Sitapur
Uttar Pradesh_Sonbhadra,9,Uttar Pradesh,Sonbhadra
Uttar Pradesh_Sultanpur,9,Uttar Pradesh,Sultanpur
Uttar Pradesh_Unnao,9,Uttar Pradesh,Unnao
Uttar Pradesh_Varanasi,9,Uttar Pradesh,Varanasi
Uttarakhand_Almora,11,Uttarakhand,Almora
Uttarakhand_Bageshwar,12,Uttarakhand,Bageshwar
Uttarakhand_Chamoli,6,Uttarakhand,Chamoli
Uttarakhand_Champawat,11,Uttarakhand,Champawat
Uttarakhand_Dehradun,14,Uttarakhand,Dehradun
Uttarakhand_Haridwar,5,Uttarakhand,Haridwar
Uttarakhand_Nainital,14,Uttarakhand,Nainital
Uttarakhand_Pauri Garhwal,14,Uttarakhand,Pauri Garhwal
Uttarakhand_Pithoragarh,6,Uttarakhand,Pithoragarh
Uttarakhand_Rudra Prayag,12,Uttarakhand,Rudra Prayag
Uttarakhand_Tehri Garhwal,12,Uttarakhand,Tehri Garhwal
Uttarakhand_Udam Singh Nagar,5,Uttarakhand,Udam Singh Nagar
Uttarakhand_Uttar Kashi,6,Uttarakhand,Uttar Kashi
West Bengal_24 Paraganas North,0,West Bengal,24 Paraganas North
West Bengal_24 Paraganas South,0,West Bengal,24 Paraganas South
West Bengal_Alipurduar,3,West Bengal,Alipurduar
West Bengal_Bankura,0,West Bengal,Bankura
West Bengal_Birbhum,0,West Bengal,Birbhum
West Bengal_Coochbehar,3,West Bengal,Coochbehar
West Bengal_Darjeeling,14,West Bengal,Darjeeling
West Bengal_Dinajpur Dakshin,0,West Bengal,Dinajpur Dakshin
West Bengal_Dinajpur Uttar,0,West Bengal,Dinajpur Uttar
West Bengal_Hooghly,0,West Bengal,Hooghly
West Bengal_Howrah,0,West Bengal,Howrah
West Bengal_Jalpaiguri,3,West Bengal,Jalpaiguri
West Bengal_Jhargram,0,West Bengal,Jhargram
West Bengal_Kalimpong,11,West Bengal,Kalimpong
West Bengal_Kolkata,0,West Bengal,Kolkata
West Bengal_Maldah,0,West Bengal,Maldah
West Bengal_Medinipur East,0,West Bengal,Medinipur East
West Bengal_Medinipur West,0,West Bengal,Medinipur West
West Bengal_Murshidabad,0,West Bengal,Murshidabad
West Bengal_Nadia,0,West Bengal,Nadia
West Bengal_Paschim Bardhaman,0,West Bengal,Paschim Bardhaman
West Bengal_Purba Bardhaman,0,West Bengal,Purba Bardhaman
West Bengal_Purulia,0,West Bengal,Purulia
