State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
Andhra Pradesh,Alluri Sitharama Raju,,,,,,,,,,,,,,,,,,,,,,,0.5
Andhra Pradesh,Anantapur,0.7,0.44,0.2,0.21,0.46,0.53,0.11,,0.79,0.06,0.93,0.65,2,0.92,0.88,0.71,0.63,1.2,0.21,0.45,0.58,0.31,0.7
Andhra Pradesh,Annamayya,,,,,,,,,,,,,,,,,,,,,,,0.61
Andhra Pradesh,Bapatla,,,,,,,,,,,,,,,,,,,,,,,1.75
Andhra Pradesh,Chittoor,0.25,0.27,0.22,0.34,0.34,0.32,0.25,,0.28,0.32,0.29,0.34,,0.31,0.4,0.42,0.38,0.53,0.5,0.75,0.53,0.44,0.43
Andhra Pradesh,East Godavari,0.53,0.48,0.38,0.58,0.44,0.55,0.52,1,0.39,0.48,0.99,0.62,,0.51,0.55,0.4,0.41,0.56,0.41,0.36,0.51,0.66,
Andhra Pradesh,Guntur,0.75,0.8,0.36,0.54,0.6,,,,,0.94,,,,1.25,,0.88,,0.32,0.86,0.79,1.52,1.61,
Andhra Pradesh,Kurnool,0.69,0.75,0.62,0.8,0.64,0.89,0.66,1,0.78,0.01,0.93,0.65,1.16,0.92,0.88,1.21,0.93,1,0.47,1.48,0.85,1.25,1.7
Andhra Pradesh,Nandyal,,,,,,,,,,,,,,,,,,,,,,,1.09
Andhra Pradesh,Palnadu,,,,,,,,,,,,,,,,,,,,,,,2.37
Andhra Pradesh,Parvathipuram Manyam,,,,,,,,,,,,,,,,,,,,,,,0.6
Andhra Pradesh,Prakasam,0.84,0.78,0.45,0.78,0.6,0.88,0.89,1,1,0.9,1.25,0.99,1,1.31,1.1,1.03,1.04,0.68,0.55,0.81,1.17,0.87,1
Andhra Pradesh,Spsr Nellore,,,,,,,,,,,,,,,,0.88,0.67,,1,0.81,1.17,1,0.93
Andhra Pradesh,Sri Sathya Sai,,,,,,,,,,,,,,,,,,,,,,,0.25
Andhra Pradesh,Srikakulam,0.72,0.63,0.65,0.7,0.53,0.76,0.74,,0.76,0.69,0.95,0.71,,,,0.58,0.63,1.09,0.83,0.71,1,1,
Andhra Pradesh,Tirupati,,,,,,,,,,,,,,,,,,,,,,,1
Andhra Pradesh,Visakhapatanam,0.44,0.53,0.4,0.43,0.39,0.41,0.42,0.42,0.44,0.44,1.01,0.62,0.54,0.54,0.56,0.3,0.41,0.38,0.4,0.46,0.48,0.72,
Andhra Pradesh,Vizianagaram,0.7,0.52,0.52,0.65,0.53,0.56,0.72,0.67,0.57,0.81,0.81,0.44,,0.57,0.73,0.61,0.74,0.74,0.71,0.84,0.55,0.71,0.86
Andhra Pradesh,West Godavari,0.43,0.5,,,,,,,,,,,,,0.5,0.42,0.33,0.33,0.42,0.53,,,
Andhra Pradesh,Y.s.r.,0.69,0.73,0.56,0.76,0.63,0.87,0.64,,0.78,0.54,0.93,0.65,1,0.92,0.88,1.07,0.42,0.64,0.64,1.06,0.61,1.25,0.91
Arunachal Pradesh,Anjaw,,,,,0.93,0.9,0.84,0.82,0.83,0.74,0.8,0.8,0.8,0.8,1.18,1.17,1.16,1.16,1.16,1.16,1.17,,1.16
Arunachal Pradesh,Changlang,0.69,0.8,0.8,0.82,0.8,0.81,0.81,0.81,0.97,0.98,0.98,0.93,1,0.58,0.62,0.63,0.61,0.62,0.62,0.62,0.62,,0.65
Arunachal Pradesh,Dibang Valley,0.68,0.74,0.75,0.85,0.7,0.8,0.8,0.71,0.73,0.73,1,1.17,1.15,1.17,1.17,1.04,1.01,1.01,1.02,1.02,1.02,,1.03
Arunachal Pradesh,East Kameng,0.9,1.14,0.91,0.91,0.91,0.97,0.98,0.99,0.98,1.1,1.1,1.19,1.17,1.13,1.09,1.08,1.05,1.05,1.05,1.06,1.07,,1.07
