State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
Andhra Pradesh,Alluri Sitharama Raju,,,,,,,,,,,,,,,,,,,,,,,2.3
Andhra Pradesh,Anakapalli,,,,,,,,,,,,,,,,,,,,,,,1.21
Andhra Pradesh,Anantapur,0.58,0.33,0.3,0.17,0.39,1.9,0.3,3,1.36,1.84,0.73,1.27,0.5,0.92,0.59,1.03,0.51,1.34,1.16,1.53,1.41,0.75,0.82
Andhra Pradesh,Annamayya,,,,,,,,,,,,,,,,,,,,,,,1.76
Andhra Pradesh,Bapatla,,,,,,,,,,,,,,,,,,,,,,,2.31
Andhra Pradesh,Chittoor,1.31,1.21,0.5,1.67,1.31,1.19,0.65,1.5,1.92,1.17,1.91,2.11,2,2.18,2.23,2.81,2.76,2.29,2.16,3.7,2.76,2.45,2.61
Andhra Pradesh,East Godavari,0.66,0.92,0.88,0.85,0.76,0.69,0.47,1,0.66,0.77,0.52,0.83,,1.18,1.29,0.95,1.1,1.11,1.03,1.2,0.83,0.71,
Andhra Pradesh,Guntur,1.35,0.99,0.85,1.36,0.27,0.58,0.95,,,1.77,1.86,1.75,2,1.75,1.1,2.04,0.57,0.94,1.42,2,1.14,1.2,
Andhra Pradesh,Krishna,1,,,1.4,,1,,,,2,,,,,,,,,,,,,
Andhra Pradesh,Kurnool,0.81,0.79,0.66,1.2,0.93,1.22,0.91,1.1,1.09,0.72,1.49,0.47,1.23,1.14,1.4,1.36,1.72,1.94,0.73,2.28,1.37,1.8,1.72
Andhra Pradesh,Nandyal,,,,,,,,,,,,,,,,,,,,,,,1.48
Andhra Pradesh,Palnadu,,,,,,,,,,,,,,,,,,,,,,,2.3
Andhra Pradesh,Parvathipuram Manyam,,,,,,,,,,,,,,,,,,,,,,,2.28
Andhra Pradesh,Prakasam,1.5,1.23,0.93,1.41,1.19,1.63,1.17,2.06,1.13,2.53,2.16,2.1,2.03,1.81,1.03,2.24,1.99,2.03,0.8,2.3,2.91,1.71,2.34
Andhra Pradesh,Spsr Nellore,1.84,1.48,1.26,1.63,2.41,1.36,2.13,2,2.24,2.44,2.38,2.38,3,3.63,2.67,3.64,3.74,2.66,1.66,2.73,2.92,2.8,2.59
Andhra Pradesh,Sri Sathya Sai,,,,,,,,,,,,,,,,,,,,,,,1.3
Andhra Pradesh,Srikakulam,1.73,1.01,1.3,2.36,1.87,1.07,0.52,1,1.54,1.6,2.3,1.4,1,1.73,2.66,2.52,3.36,3.34,1.67,1.53,2.25,1.98,2.32
Andhra Pradesh,Tirupati,,,,,,,,,,,,,,,,,,,,,,,3.13
Andhra Pradesh,Visakhapatanam,1.11,0.83,0.63,1.14,1.05,0.56,0.92,0.86,0.81,1.11,0.87,1.1,1,0.69,0.91,0.98,1.05,1.21,1.13,1.04,0.96,0.93,2.31
Andhra Pradesh,Vizianagaram,1.13,1.09,0.89,1.3,0.77,0.7,1.17,1,1.02,1.05,0.57,0.77,,0.88,0.72,1.82,1.22,1.45,1.12,1.21,0.97,1.76,2.32
Andhra Pradesh,West Godavari,,,,1.36,1.09,1.2,,,,,,,,,,,,,,,,,
Andhra Pradesh,Y.s.r.,1.42,1.8,0.98,0.88,1.49,1.07,1.47,2,2.71,2.6,2.5,2.59,1.67,1.93,2.57,1.6,1.17,2.09,1.43,2.53,2.51,1.81,1.96
Bihar,Araria,0.83,,,,,,,,,,,,,,,,,,,,,,
Bihar,Aurangabad,,,,,,1,,,,,,,,,,,,,,,,,
Bihar,Banka,1,,1,1.06,1.11,,,,,,,,,,,,,,,,,,
Bihar,Begusarai,,,,,,,,,,,,,,,,,1.1,,,,,,
Bihar,Bhagalpur,0.83,,1,,1,1.1,,1,1,1,1.2,1.17,1.13,1.13,1.11,1.11,,1.1,1.09,1.14,1.14,1.15,1.14
Bihar,Bhojpur,0.87,0.72,0.99,0.99,0.98,0.99,0.99,1.11,1.21,1.11,1.12,1.13,1.14,1.14,1.13,1.13,1.14,1.13,1.13,1.13,1.13,1.14,1.14
Bihar,Buxar,0.87,0.72,1.08,1.11,1.1,1.1,1.1,1.11,1.23,1.11,1.12,1.12,1.14,1.14,1.13,1.13,1.14,1.13,1.13,1.13,1.13,1.14,1.14
Bihar,Darbhanga,,,1.04,,,,,,,,,,,,,,,,,,,,
Bihar,Gaya,,,,1.04,,1,1.06,,,,,1,1.17,,1.14,,,,,,,,
Bihar,Gopalganj,0.48,0.8,0.8,1.04,1.08,,1.07,1.1,1.2,1.11,1.14,1.09,1.15,,,1,,,,,,,
Bihar,Jehanabad,,,1,1,,,,,,,,,,,,,,,,,,,
Bihar,Kaimur (Bhabua),0.88,0.72,,,,1.06,,,,,,,,,,,,,,,,,
Bihar,Katihar,,,,,,,,,,,,,,,,,,,1.13,,,,
Bihar,Khagaria,,,,,,,1,,,,,,,,,,,,,,,,
Bihar,Madhepura,,,1,,,,,,,,,,,,1.17,,,,,,,,
Bihar,Madhubani,0.74,0.65,,,,,,,,,,,,,,,,,,,,,
Bihar,Nawada,,,,,,1.06,,1.1,1.2,1.13,,,,1.14,,,,,,,,,
Bihar,Pashchim Champaran,0.65,0.73,1.02,1.05,1.08,1.06,1.08,1.04,1.08,1.11,,1.12,1.12,1.13,1,,,,,,,,
Bihar,Patna,,,1.03,1.06,,1.03,1.03,1.11,,,,,,,,,,1.14,,,1.13,1.14,
Bihar,Purbi Champaran,,,1.03,,,,,,,,,1,,,,,,,,,,,
Bihar,Rohtas,0.86,0.71,1.63,1.03,1.08,1.04,,,,1.14,1.14,,,,,,,,,,,,
Bihar,Saharsa,,,,,,,,0.8,,,,,,,,,,,,,,,
Bihar,Samastipur,,,,,,,,,,1,,,,,,,,,,,,,
Bihar,Saran,0.5,0.76,0.76,1.04,1,1.06,1.09,1,1,1.2,,,,,,,,,,,,,
Bihar,Sheohar,,0.75,,,1.13,,,,,,,,,,,,,,,,,,
Bihar,Sitamarhi,,,,,,,,1.04,1.08,,1.12,,,,,,,,,,,,
Bihar,Siwan,0.46,0.74,0.75,1.05,1.08,1.08,1.07,1.13,1.2,1.1,1.12,1.13,1.14,1.14,1.14,1.13,1.14,1.14,1.14,1.13,1.14,1.14,1.14
Bihar,Vaishali,,,,,,1,1,1,1,,,,,,,,,,,,,,
Chhattisgarh,Baloda Bazar,,,,,,,,,,,,,,,0.71,,,,,,,1,1
Chhattisgarh,Balrampur,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.06,0.36
Chhattisgarh,Bastar,,,,,,,,,,,,,,,,,,,,,1,1,1
Chhattisgarh,Bemetara,,,,,,,,,,,,,,,,,,,,1,1,0.5,
Chhattisgarh,Bilaspur,,,,,,,,,,,0.43,0.43,0.5,0.36,0.4,0.33,0.4,0.44,0.42,,,,
Chhattisgarh,Dantewada,,,,,,,,,,,,,,,,,,,,,,,1.4
Chhattisgarh,Durg,0.35,0.5,,,,,,,,,,,,,,,,0.33,,1,,1,0.75
Chhattisgarh,Gariyaband,,,,,,,,,,,,0.83,0.83,,,,,,,,1,1,1
Chhattisgarh,Gaurella Pendra Marwahi,,,,,,,,,,,,,,,,,,,,0.5,0.71,0.6,1
Chhattisgarh,Jashpur,0.36,0.39,0.43,0.36,0.33,0.35,0.32,0.43,0.4,0.38,0.33,0.42,0.4,0.39,0.41,0.32,0.41,0.43,0.38,0.5,0.36,0.43,0.33
Chhattisgarh,Kabirdham,0.78,0.8,0.8,,,,1,0.33,0.33,,0.83,,1,0.92,0.76,,1,,,,1.3,,
Chhattisgarh,Korba,0.43,0.43,0.29,0.57,0.29,0.29,0.29,0.29,0.4,0.33,0.5,1,0.5,0.38,0.38,,1,,0.67,0.58,0.4,1,1
Chhattisgarh,Korea,,,,,,,,,,,,,,,,,,,,0.38,,,
Chhattisgarh,Mahasamund,,,0.5,,,,,,,,,,,,,,0.95,,,,,,1
Chhattisgarh,Manendragarh Chirimiri Bharatpur,,,,,,,,,,,,,,,,,,,,,,,0.5
Chhattisgarh,Mungeli,,,,,,,,,,,,,,,,,,,,1,,,
Chhattisgarh,Raigarh,0.25,0.4,0.29,0.3,0.32,0.34,0.35,0.39,0.38,0.33,0.52,0.41,0.41,0.43,0.45,0.42,0.5,0.43,0.33,0.5,,,
Chhattisgarh,Raipur,,,,,0.5,0.5,1,0.82,,,0.67,,,,,,,,,,,,1
Chhattisgarh,Rajnandgaon,0.67,1,0.75,1,0.67,1,1,,,,,,,,,,,,1.25,1,1,,
Chhattisgarh,Surajpur,,,,,,,,,,,,,,,,,,,,,0.5,0.5,
Chhattisgarh,Surguja,,0.5,,,,1,,,,,,,,,,,,,0.5,,,0.51,0.51
DNHDD,Diu,,,,,,,,,,,,,,1.33,1.67,1.35,1.33,1.33,1.31,1.31,,,
