State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
A & N Islands,Nicobars,3.0,3.0,,,,,4.78,,,,9.45,10.43,5.98,5.96,10.0,10.0,8.3,41.27,28.3,28.57,24.28,21.08,6.12
A & N Islands,North And Middle Andaman,10.81,0.05,,,,,8.0,,,,4.4,4.21,5.86,17.12,21.17,7.55,7.43,15.34,9.71,6.59,11.24,8.78,12.71
A & N Islands,South Andamans,,,,,,5.31,7.24,,,,7.34,6.92,5.74,15.41,15.66,9.67,20.26,99.33,32.0,48.63,13.2,13.28,13.23
Andhra Pradesh,Alluri Sitharama Raju,,,,,,,,,,,,,,,,,,,,,,,18.78
Andhra Pradesh,Anakapalli,,,,,,,,,,,,,,,,,,,,,,,19.0
Andhra Pradesh,Anantapur,13.54,13.26,10.8,7.23,2.06,5.26,5.48,,,5.92,12.75,13.0,9.57,9.0,11.0,,,15.78,20.27,17.0,,,
Andhra Pradesh,Annamayya,,,,,,,,,,,,,,,,,,,,,,,18.78
Andhra Pradesh,Bapatla,,,,,,,,,,,,,,,,,,,,,,,18.44
Andhra Pradesh,Chittoor,13.52,13.27,10.87,7.23,2.06,4.43,5.49,,5.71,5.89,12.81,12.12,11.43,11.74,11.28,12.13,12.31,15.73,20.28,28.04,20.37,21.29,18.77
Andhra Pradesh,East Godavari,13.52,13.28,10.8,7.23,9.15,9.7,10.77,,13.6,12.85,12.8,12.86,9.67,8.76,11.02,12.19,15.36,11.72,20.3,17.41,13.0,25.67,
Andhra Pradesh,Guntur,28.26,28.07,28.19,7.24,9.15,9.7,10.73,,13.62,12.87,12.79,12.86,9.67,,11.0,12.2,15.25,11.75,,17.5,13.0,25.68,
Andhra Pradesh,Kakinada,,,,,,,,,,,,,,,,,,,,,,,18.8
Andhra Pradesh,Krishna,13.54,13.33,10.83,7.23,9.13,,,,,13.0,13.0,12.8,9.63,8.78,11.0,12.15,15.33,11.75,20.27,17.4,13.0,25.6,18.8
Andhra Pradesh,Kurnool,13.6,13.25,10.82,7.2,2.04,5.25,5.5,,5.71,5.89,12.83,12.85,,,,12.18,,,,16.0,,,
