State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
Andhra Pradesh,Anantapur,0.25,0.24,0.12,0.11,0.12,0.3,0.28,,0.34,0.4,0.68,0.55,0.63,0.63,0.52,0.35,0.08,0.63,0.14,0.52,0.34,0.65,0.54
Andhra Pradesh,Annamayya,,,,,,,,,,,,,,,,,,,,,,,0.67
Andhra Pradesh,Bapatla,,,,,,,,,,,,,,,,,,,,,,,0.66
Andhra Pradesh,Chittoor,0.32,0.35,0.28,0.26,0.24,0.45,0.34,,0.41,0.51,0.68,0.58,0.59,0.6,0.51,0.41,0.55,0.64,0.22,0.49,0.68,0.82,0.67
Andhra Pradesh,East Godavari,0.74,0.78,0.57,0.76,0.64,0.73,0.55,,,1,,,,,,0.38,0.55,0.64,0.22,0.48,6.22,1.54,0.67
Andhra Pradesh,Guntur,0.74,0.77,0.55,0.76,0.63,,,,,1.05,0.68,,1,,,,,,,0.5,1,,0.5
Andhra Pradesh,Krishna,,0.76,0.57,0.73,0.64,0.67,0.55,,,,,,,,,,,,,,,,
Andhra Pradesh,Kurnool,0.34,0.41,0.31,0.32,0.27,0.42,0.31,,0.69,0.72,0.68,0.54,0.65,0.65,0.35,0.29,0.61,0.62,0.12,0.5,0.42,0.39,0.67
Andhra Pradesh,Nandyal,,,,,,,,,,,,,,,,,,,,,,,0.67
Andhra Pradesh,Palnadu,,,,,,,,,,,,,,,,,,,,,,,0.5
Andhra Pradesh,Prakasam,0.74,0.77,0.55,0.76,0.61,0.71,0.54,,0.96,1.03,0.68,0.95,0.93,0.92,0.52,0.8,0.92,0.72,1.26,0.97,1,0.91,0.77
Andhra Pradesh,Spsr Nellore,0.74,0.75,0.55,0.76,0.63,0.7,,,,,,,,,,0.41,0.55,0.63,0.2,0.25,0.5,,0.67
Andhra Pradesh,Sri Sathya Sai,,,,,,,,,,,,,,,,,,,,,,,0.68
Andhra Pradesh,Srikakulam,,,,,,,,,1,,,,,,,,,,,,,,
Andhra Pradesh,Visakhapatanam,,,,,,,,,0.97,,,,,,0.6,0.4,0.6,0.6,,,,,
Andhra Pradesh,West Godavari,,,,,,0.7,,,,,,,,,,0.33,0.5,,,,,1,
Andhra Pradesh,Y.s.r.,0.36,0.28,0.2,0.25,0.24,0.5,0.36,,0.31,0.43,0.7,0.58,0.54,0.54,0.61,0.5,0.47,0.63,0.16,0.32,0.88,0.7,0.7
Bihar,Araria,0.47,0.56,0.61,0.69,0.66,0.79,,0.72,,,,,,,,,0.88,0.92,0.88,,,0.83,1
Bihar,Arwal,,,,0.67,0.7,0.88,,0.75,,,,,,,,,0.87,0.92,1,,,,
Bihar,Aurangabad,0.64,0.58,0.67,0.67,0.5,0.75,,0.71,,,,,,,,,0.91,0.91,0.91,,,,
Bihar,Banka,0.5,0.5,,,,,,,,,,,,,,,0.83,0.8,,,,,
Bihar,Begusarai,0.46,0.57,0.64,0.67,0.66,0.65,,0.73,,,,,,,,,0.88,0.92,0.93,0.89,0.91,0.91,0.91
Bihar,Bhagalpur,0.48,0.58,0.67,0.69,0.65,0.79,,0.74,,,,,,,,,0.88,0.9,0.89,0.89,0.89,0.9,0.89
Bihar,Bhojpur,,0.5,1,0.75,0.75,0.8,,0.73,,,,,,,,,0.82,0.85,1,,,,
Bihar,Buxar,0.57,0.56,0.67,0.67,,0.83,,0.71,,,,,,,,,,,,,,,
Bihar,Darbhanga,0.38,0.6,0.66,0.7,0.66,0.79,,0.72,,,,,,,,,0.85,0.83,0.83,0.85,0.88,0.85,
Bihar,Gaya,0.59,0.56,0.67,0.68,0.65,0.84,,0.71,,,,,,,,,,,,,,,
Bihar,Gopalganj,0.47,0.57,0.67,0.5,0.5,1,,0.75,,,,,,,,,,,,,,,0.9
Bihar,Jehanabad,0.6,0.58,0.64,0.7,0.64,0.83,,0.74,,,,,,,,,0.96,0.9,0.95,0.95,0.95,0.95,0.94
Bihar,Kaimur (Bhabua),0.58,0.58,0.65,0.69,0.69,1,,,,,,,,,,,,,,1,,,
Bihar,Katihar,0.47,0.57,0.63,,0.7,0.79,,0.7,,,,,,,,,0.92,0.9,1,1,0.9,0.91,0.9
Bihar,Khagaria,0.48,0.59,0.65,0.7,0.66,0.65,,0.73,,,,,,,,,0.88,0.9,0.9,0.89,0.9,1.21,1.22
Bihar,Kishanganj,0.5,0.56,0.58,0.75,0.64,0.79,,0.72,,,,,,,,,0.88,0.88,0.89,0.88,0.89,0.9,0.89
Bihar,Lakhisarai,,,0.64,,,,,,,,,,,,,,,,,,,1.07,1.04
Bihar,Madhepura,0.5,0.5,0.64,0.69,0.65,0.88,,0.77,,,,,,,,,0.88,0.92,0.89,1,0.83,,
Bihar,Madhubani,0.38,0.61,0.67,0.7,0.66,0.8,,0.71,,,,,,,,,0.88,0.91,0.91,0.92,0.9,0.9,0.9
Bihar,Muzaffarpur,0.48,0.58,0.66,0.69,0.65,0.77,,0.67,,,,,,,,,0.91,0.92,0.91,0.91,0.91,0.91,0.92
Bihar,Nalanda,0.59,0.57,0.64,0.7,0.67,0.78,,0.72,,,,,,,,,0.89,0.91,0.9,0.9,0.9,0.9,0.9
Bihar,Nawada,0.58,0.67,0.6,0.5,0.5,0.83,,1,,,,,,,,,,,,,,,
Bihar,Pashchim Champaran,0.4,0.58,0.65,0.69,0.66,0.78,,0.71,,,,,,,,,0.91,0.92,0.92,0.92,0.92,0.91,0.91
Bihar,Patna,0.59,0.58,0.64,0.69,0.66,0.78,,0.72,,,,,,,,,0.91,0.91,0.91,0.91,0.91,0.91,0.91
Bihar,Purbi Champaran,0.42,0.58,,0.7,0.66,0.79,,0.72,,,,,,,,,0.91,,,,,,
Bihar,Purnia,0.47,0.55,0.67,0.67,0.67,0.67,,0.8,,,,,,,,,,,,,,,
Bihar,Rohtas,0.59,0.59,0.65,0.69,0.66,0.83,,0.72,,,,,,,,,0.93,0.93,0.92,0.92,,,
Bihar,Saharsa,0.62,0.57,0.66,0.69,0.66,0.86,,0.76,,,,,,,,,,,,,,,
