State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
Andhra Pradesh,Alluri Sitharama Raju,,,,,,,,,,,,,,,,,,,,,,,2.38
Andhra Pradesh,Anakapalli,,,,,,,,,,,,,,,,,,,,,,,2.07
Andhra Pradesh,Anantapur,1.28,1,1.76,1.25,1.08,1,,,1.6,1.68,1.62,1.61,,1.69,1.9,1.34,1.59,1.06,1.19,2,2.17,2,2.25
Andhra Pradesh,Bapatla,,,,,,,,,,,,,,,,,,,,,,,2.61
Andhra Pradesh,Chittoor,0.93,1.15,1.62,1.5,1,1,1.18,,1.6,1.69,1.76,1.61,,1.82,3,1.75,,,,,,,
Andhra Pradesh,East Godavari,1.62,1.59,2.76,3.02,1.39,1.81,1.85,1,3.99,2.09,2.45,2.8,3,3.08,4.56,4.4,3.05,3.37,2.79,3.15,2.79,3.04,2.92
Andhra Pradesh,Eluru,,,,,,,,,,,,,,,,,,,,,,,2.24
Andhra Pradesh,Guntur,,1.57,1.08,2.5,1.81,1.85,2.12,2.5,2.54,2.28,2.61,3.3,3.33,3.34,2.92,3.62,2.34,2.9,2.28,2.61,2.75,2.13,3.99
Andhra Pradesh,Kakinada,,,,,,,,,,,,,,,,,,,,,,,1.93
Andhra Pradesh,Konaseema,,,,,,,,,,,,,,,,,,,,,,,2.59
Andhra Pradesh,Krishna,2.69,1.73,2.46,1.92,1.88,2.12,2.25,2.4,2.73,2.77,2.48,3.87,4.33,4.7,6.24,5.45,4.57,5.26,5.1,4.91,5.28,5.84,2.59
