State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
A & N Islands,Nicobars,0.5,0.5,,,,,,,,,,,,,,,,,,,,,
A & N Islands,North And Middle Andaman,0.67,0.48,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Alluri Sitharama Raju,,,,,,,,,,,,,,,,,,,,,,,1.24
Andhra Pradesh,Anakapalli,,,,,,,,,,,,,,,,,,,,,,,1.0
Andhra Pradesh,Anantapur,0.18,0.13,0.1,0.04,0.11,0.21,0.18,,0.5,0.3,,0.33,,0.29,0.08,,0.94,1.41,,,0.7,1.38,0.92
Andhra Pradesh,Annamayya,,,,,,,,,,,,,,,,,,,,,,,1.31
Andhra Pradesh,Chittoor,0.22,0.28,0.28,0.3,0.23,0.24,0.24,0.5,0.49,0.29,0.28,0.32,0.27,0.29,0.31,,0.29,0.48,0.33,0.43,0.71,1.44,1.22
Andhra Pradesh,East Godavari,0.44,0.6,,0.5,,,,,,,,,,,,,,,,,,0.96,
Andhra Pradesh,Eluru,,,,,,,,,,,,,,,,,,,,,,,1.0
Andhra Pradesh,Krishna,,0.6,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Kurnool,0.18,0.13,,0.26,0.17,0.22,0.33,,,,,,,,,,,,,,,,
Andhra Pradesh,Nandyal,,,,,,,,,,,,,,,,,,,,,,,1.0
Andhra Pradesh,Prakasam,0.5,0.55,,,,0.4,,,,,,,,,,,,,,,1.0,,
Andhra Pradesh,Spsr Nellore,0.43,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Sri Sathya Sai,,,,,,,,,,,,,,,,,,,,,,,0.81
Andhra Pradesh,Srikakulam,0.62,0.6,0.45,0.53,0.5,0.4,0.47,,,,,,0.5,,,,,,,,,,
Andhra Pradesh,Tirupati,,,,,,,,,,,,,,,,,,,,,,,1.21
Andhra Pradesh,Visakhapatanam,0.49,0.59,0.47,0.52,0.42,0.42,0.45,,0.49,0.96,0.96,0.7,1.28,1.14,1.82,,1.18,1.22,0.33,1.04,1.0,0.97,
Andhra Pradesh,West Godavari,0.42,0.58,,,0.36,0.38,0.38,,,,,,,,,,,,,,,,
Andhra Pradesh,Y.s.r.,0.17,0.14,,,0.16,0.15,0.17,,0.5,0.3,0.37,0.35,0.38,0.29,,,0.3,0.51,0.3,0.5,0.43,1.38,1.29
Arunachal Pradesh,Anjaw,,,,,,,,,,,,,,,,,0.87,1.17,1.17,1.21,1.21,1.21,1.21
Arunachal Pradesh,Changlang,,,,,,,,,,,,,,,,,0.76,0.76,0.76,0.75,0.76,0.76,0.83
Arunachal Pradesh,Dibang Valley,,,,,,,,,,,,,,,,,0.54,0.6,0.6,0.63,0.63,0.63,0.63
Arunachal Pradesh,East Kameng,,,,,,,,,,,,,,,,,0.78,0.84,0.84,0.84,0.85,0.85,0.88
Arunachal Pradesh,East Siang,,,,,,,,,,,,,,,,,0.76,0.74,0.39,0.4,0.43,0.45,1.04
Arunachal Pradesh,Kamle,,,,,,,,,,,,,,,,,,,1.96,1.96,1.88,1.88,1.08
Arunachal Pradesh,Kra Daadi,,,,,,,,,,,,,,,,,0.52,0.12,0.12,0.11,0.22,0.22,
Arunachal Pradesh,Kurung Kumey,,,,,,,,,,,,,,,,,0.5,0.33,0.33,0.33,0.33,0.33,
Arunachal Pradesh,Leparada,,,,,,,,,,,,,,,,,,,,1.13,1.17,1.17,1.3
Arunachal Pradesh,Lohit,,,,,,,,,,,,,,,,,1.09,1.2,1.2,1.21,1.21,1.2,1.28
Arunachal Pradesh,Longding,,,,,,,,,,,,,,,,,0.56,0.63,0.63,0.63,0.63,0.63,0.79
Arunachal Pradesh,Lower Dibang Valley,,,,,,,,,,,,,,,,,0.86,0.89,0.89,0.9,0.9,0.91,0.95
Arunachal Pradesh,Lower Siang,,,,,,,,,,,,,,,,,,,0.36,0.35,0.37,0.37,0.83
Arunachal Pradesh,Lower Subansiri,,,,,,,,,,,,,,,,,0.86,0.79,1.0,1.01,1.02,1.02,1.02
Arunachal Pradesh,Namsai,,,,,,,,,,,,,,,,,1.42,1.05,1.04,1.04,1.04,1.04,1.2
Arunachal Pradesh,Pakke Kessang,,,,,,,,,,,,,,,,,,,,0.84,0.86,0.86,0.96
