State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
Andhra Pradesh,Anantapur,0.25,0.2,0.25,0.29,0.12,0.38,0.27,,0.36,,,,0.43,0.43,,1.0,,,,,,,
Andhra Pradesh,Chittoor,0.2,0.24,0.29,0.26,0.09,0.4,0.25,,,,,0.18,,,,0.44,,0.5,,,,,
Andhra Pradesh,East Godavari,0.21,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Guntur,,,,,,,,,,,0.23,,,,,,,,,,,,
Andhra Pradesh,Krishna,,,,,,,,,0.43,,0.2,,,,,,,,,,,,
Andhra Pradesh,Kurnool,0.17,,0.5,,0.17,0.33,,,,,,,,,,,,,,,,,
Andhra Pradesh,Y.s.r.,,,,,,,,,0.37,,0.23,0.21,0.48,0.48,0.48,0.48,0.48,0.48,,,,,
Assam,Baksa,,,,,,0.58,0.58,0.58,0.61,0.59,0.59,0.64,0.64,0.44,0.75,0.76,0.65,0.76,0.76,0.74,0.75,0.74,0.75
Assam,Barpeta,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.61,0.66,0.6,0.77,0.68,0.59,0.63,0.62,0.62,0.62,0.65,0.65
Assam,Biswanath,,,,,,,,,,,,,,,,,,,,,0.78,0.76,0.77
Assam,Bongaigaon,0.52,0.51,0.55,0.51,0.49,0.42,0.42,0.43,0.43,0.43,0.45,0.46,0.48,0.52,0.53,0.59,0.63,0.36,0.36,0.36,0.5,0.5,0.6
Assam,Cachar,0.42,0.42,0.44,0.43,0.47,0.45,0.43,0.43,0.47,0.45,0.44,0.56,0.54,0.5,0.63,0.4,0.43,0.38,0.43,0.54,0.55,0.56,0.41
Assam,Chirang,,,,,,0.42,0.42,0.43,0.45,0.43,0.44,0.47,0.5,0.66,0.59,0.66,0.67,0.67,0.65,0.71,0.73,0.68,0.59
Assam,Darrang,0.46,0.43,0.44,0.48,0.45,0.52,0.52,0.52,0.52,0.52,0.52,0.59,0.63,0.97,0.74,0.65,0.6,0.73,0.73,0.73,0.61,0.65,0.76
Assam,Dhemaji,0.48,0.53,0.5,0.5,0.5,0.48,0.5,0.5,0.4,0.5,0.5,0.6,0.63,0.67,0.78,0.78,0.78,0.73,0.77,0.65,0.66,0.6,0.5
Assam,Dhubri,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.64,0.69,0.68,0.81,0.51,0.62,0.62,0.58,0.65,0.62,0.62,0.63
Assam,Dibrugarh,0.5,0.5,0.5,0.5,1.0,0.38,0.5,0.5,0.25,0.33,0.38,0.38,0.38,,,,,,,,1.0,0.5,0.5
Assam,Dima Hasao,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.33,0.5,0.5,0.5,0.5,,,,,,,,,,
Assam,Goalpara,0.52,0.53,0.54,0.53,0.53,0.53,0.53,0.53,0.59,0.48,0.53,0.59,0.48,1.02,0.67,0.55,0.55,0.6,0.6,0.6,0.61,0.59,0.58
Assam,Golaghat,0.57,0.58,0.58,0.55,0.56,0.5,0.57,0.57,0.5,,,,,,,,,,,,,,0.59
Assam,Hailakandi,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.53,0.5,0.53,,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.67
Assam,Hojai,,,,,,,,,,,,,,,,,,,,,0.51,0.51,0.51
Assam,Jorhat,,,,,,,,,,0.67,1.0,0.67,0.5,0.63,0.6,1.0,0.75,0.67,1.0,0.65,1.0,1.0,1.0
