State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
Andhra Pradesh,Anantapur,,,,,,,,,,,8.94,7.8,,,7.07,,,,,,,,
Andhra Pradesh,Chittoor,8.83,8.6,7.5,8.0,8.5,9.0,9.0,,,,9.0,,,,,,,,,,,,
Andhra Pradesh,East Godavari,8.75,8.5,7.5,8.0,8.5,9.17,9.0,,7.94,,,,,9.08,6.83,9.33,,,,,,,
Andhra Pradesh,Guntur,,,,,8.5,,,,7.92,,8.94,,,,,,,,,,10.5,,
Andhra Pradesh,Kurnool,,8.51,7.56,,,,8.78,,8.0,,8.95,7.77,,9.17,,8.25,9.45,,10.0,,,,11.33
Andhra Pradesh,Palnadu,,,,,,,,,,,,,,,,,,,,,,,11.31
Andhra Pradesh,Parvathipuram Manyam,,,,,,,,,,,,,,,,,,,,,,,10.24
Andhra Pradesh,Prakasam,9.0,,8.0,,,,8.77,,,,,,,,,,,,,,,,
Andhra Pradesh,Spsr Nellore,8.83,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Srikakulam,7.45,6.63,5.62,6.29,7.04,6.68,7.0,6.93,7.34,9.44,8.12,7.14,5.0,9.36,7.53,7.12,7.7,6.33,9.0,8.94,9.36,10.73,11.33
Andhra Pradesh,Visakhapatanam,8.83,8.5,7.56,7.95,8.55,9.14,8.78,,7.94,8.29,8.96,7.8,,,,,,,,,,,
Andhra Pradesh,Vizianagaram,9.28,9.1,8.17,8.41,8.96,9.81,9.33,9.4,8.15,7.87,9.19,7.94,9.25,9.08,6.83,9.32,10.78,11.13,10.64,11.33,10.72,11.07,11.98
Andhra Pradesh,Y.s.r.,8.67,,,,,,,,,,,,,,,,,,,,,,
Assam,Baksa,,,,,,3.89,3.89,3.89,3.89,3.89,3.89,10.34,4.06,5.28,4.21,11.75,7.08,7.11,7.22,7.5,3.74,3.69,3.76
Assam,Barpeta,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,8.04,5.46,8.02,5.66,9.97,7.89,8.4,8.34,8.24,8.22,8.44,8.49
Assam,Biswanath,,,,,,,,,,,,,,,,,,,,,5.75,5.83,
Assam,Bongaigaon,5.62,5.72,5.87,5.8,5.86,5.92,6.27,6.33,6.46,6.47,6.46,7.64,6.62,6.62,6.67,6.92,7.19,6.54,6.26,6.29,11.72,10.32,6.47
Assam,Cachar,4.6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.43,4.5,9.25,4.5,4.67,5.0,4.67,4.67,4.67,5.0,5.33,5.33,5.5,6.0
Assam,Charaideo,,,,,,,,,,,,,,,,,,,,,,,6.67
Assam,Chirang,,,,,,5.92,6.27,6.33,5.71,6.11,6.75,4.91,7.01,10.81,7.27,10.8,9.62,9.63,9.44,9.93,9.95,8.17,7.35
Assam,Darrang,4.34,4.4,4.35,4.34,4.34,4.67,4.68,4.67,4.67,4.67,4.67,3.22,4.88,12.5,5.05,5.05,6.72,5.76,5.77,7.26,5.14,5.36,6.83
Assam,Dhemaji,3.13,3.17,3.25,3.25,3.23,3.17,3.2,3.14,3.14,3.14,3.14,4.86,3.43,3.43,3.44,4.0,3.67,3.67,5.0,6.0,6.0,6.0,7.25
