State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
A & N Islands,Nicobars,,,,,,7,0.41,,,,0.25,0.5,6.05,,,,0.18,0.18,0.17,1.81,0.5,0.6,0.51
A & N Islands,North And Middle Andaman,,,,,,,6,,,,5.54,5.55,6.02,8.82,7.73,10.05,9.81,8.72,3.74,2.32,3.88,3.26,0.22
A & N Islands,South Andamans,,,,,,7,6,,,,10.5,10.92,6.04,0.95,8.89,6.65,23.46,12.68,7.55,5.36,5.46,9.02,6.32
Andhra Pradesh,Anantapur,6.97,5,,,9,7.5,8,,10,,7.85,8.24,11.2,12.33,11.74,7.95,,,,,,,
Andhra Pradesh,Chittoor,6.97,4.94,3.25,6.95,9.02,7.58,7.84,,10.09,12.09,7.85,8.23,11.18,12.31,11.71,7.92,4,12,964.8,12,,,
Andhra Pradesh,East Godavari,4.49,4.32,5.36,6.17,8.08,6.27,5.88,,6.87,6.24,6.11,7.51,6.62,6.66,7.19,6.76,4.22,12,18.6,12,,,
Andhra Pradesh,Guntur,5.23,5.38,6.41,7.15,7.05,6.54,5.98,,6.91,5.17,6.47,7.82,6.52,6.99,8,6.39,4.57,12,12.06,12,,,
Andhra Pradesh,Krishna,4.49,3.83,4.76,8.68,13.88,7.78,8.26,,10.71,11.57,8.57,10.69,10.9,11.09,11.97,10.08,6.01,12,15.85,12,,,
Andhra Pradesh,Kurnool,6.96,4.94,3.24,6.96,9.02,7.58,7.84,,10.09,12.11,7.87,8.24,24.73,18.24,17.53,13.17,5.97,12,17.69,12,,,
Andhra Pradesh,Prakasam,4.49,4.32,5.36,6.17,8.08,6.27,5.88,,6.87,6.23,6.11,7.51,6.63,6.66,7.2,6.62,3.1,12,11.98,12,,,
Andhra Pradesh,Spsr Nellore,4.49,4.32,5.36,6.16,8.08,6.27,5.88,,6.87,6.23,6.1,7.51,6.63,6.66,7.2,6.76,4.22,12,20.38,12,,,
Andhra Pradesh,Srikakulam,4.49,4.32,5.36,6.17,8.08,6.27,5.88,,6.87,6.23,6.11,7.51,6.63,6.66,7.2,6.75,4.22,12,15.24,12,,,
Andhra Pradesh,Visakhapatanam,2.07,2.04,2.88,2.45,4.85,2.89,2.39,,2.2,2.41,2.52,2.27,3.35,2.82,2.81,5.14,2.44,12,18.58,12,,,
Andhra Pradesh,Vizianagaram,4.48,4.33,5.37,6.17,8.09,6.27,5.88,,6.87,6.23,6.11,7.51,6.63,6.66,7.19,6.74,4.23,,8.28,,,,
Andhra Pradesh,West Godavari,4.49,4.32,5.36,6.17,8.08,6.27,5.88,,6.87,6.23,6.11,7.51,6.62,6.66,7.2,6.75,4.22,12,10.15,12,,,
Andhra Pradesh,Y.s.r.,6.96,4.94,3.24,6.96,9.03,7.58,7.84,,10.09,12.11,7.87,8.24,3.89,9.72,8.13,5.49,3.3,12,14.16,12,,,
Arunachal Pradesh,Anjaw,,,,,2.5,2.5,5.07,5,4.89,3,2.5,2.55,2.28,2.22,22.7,4,3.31,3.38,3.38,3.34,3.39,3.4,3.38
Arunachal Pradesh,Changlang,4.6,4.67,5.2,5.15,,5.1,5.08,5.21,5.6,6.8,6.5,6.54,6.51,6.5,0.99,2.85,2.85,3,3,3.01,3.05,3.04,3.05
Arunachal Pradesh,Dibang Valley,8,6.67,,,,,,,1.77,1.77,,,,,,,,,,,,,
Arunachal Pradesh,East Kameng,,,,,,,,,3.44,,,,,,,,,,,,,,
Arunachal Pradesh,East Siang,1.83,1.87,2,2,2.49,2,2,1.91,2,2,2,2.02,1.98,2,2.16,4.15,3.99,4.27,4.6,4.58,4.61,4.61,4.62
Arunachal Pradesh,Kurung Kumey,,,7.08,6.92,,,7.07,,1.67,1.67,,,,,,,,,,,,,
Arunachal Pradesh,Leparada,,,,,,,,,,,,,,,,,,,,3.94,4.19,4.17,4.19
Arunachal Pradesh,Lohit,2.6,2.5,2.51,2.5,7,3.93,3,3.52,3.4,3.3,5,5.02,5.55,5.73,5.75,5.54,5.08,5.03,5.03,4.98,5.02,4.99,4.99
Arunachal Pradesh,Lower Dibang Valley,,,6.26,6.21,5.19,6.85,7,7,7.11,7,7,7.05,7.5,7.5,7.39,6.96,6.74,6.68,6.68,6.46,6.44,6.44,6.47
Arunachal Pradesh,Lower Siang,,,,,,,,,,,,,,,,,,,3.82,3.79,3.84,3.85,3.85
Arunachal Pradesh,Lower Subansiri,8.15,2,7,,1.67,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Namsai,,,,,,,,,,,,,,,,5.77,5.45,5.39,5.39,5.35,5.4,5.4,5.41
Arunachal Pradesh,Papum Pare,,,,,2,7,,6.44,6.8,7.2,6.91,6.83,1.41,7.2,6.92,5.87,5.28,5.17,5.17,5.1,5.19,5.22,5.22
Arunachal Pradesh,Shi Yomi,,,,,,,,,,,,,,,,,,,,4.33,4.67,4.67,4.64
Arunachal Pradesh,Siang,,,,,,,,,,,,,,,,4.05,3.76,3.83,3.83,3.81,3.85,4.34,4.38
Arunachal Pradesh,Tawang,,,7.54,2.2,2.15,2.25,2.14,2.21,2.21,2.83,2.2,2.13,2.2,2.2,3.78,3.9,3.1,3,3,2.97,3.09,3.08,3.1
Arunachal Pradesh,Tirap,5,5.4,4.8,,7.1,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Upper Subansiri,,7.17,2.8,1.73,4.06,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,West Siang,3.75,1.93,3.86,3.86,,,4.04,4.25,4.51,4.53,4.56,4.62,4.78,4.8,4.95,4.73,4.3,4.23,4.27,4.21,4.5,4.53,4.55
Assam,Baksa,,,,,,0.92,0.93,0.24,0.93,0.93,0.93,1.24,1.26,1.26,1.26,1.27,1.27,1.29,1.39,1.45,1.45,1.45,1.5
Assam,Barpeta,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.83,0.87,0.88,0.88,0.88,0.89,1.34,1.4,1.43,1.44,1.39,1.48
Assam,Biswanath,,,,,,,,,,,,,,,,,,,,,0.9,0.9,1.05
Assam,Bongaigaon,0.59,0.59,0.59,0.58,0.58,0.59,0.58,0.59,0.59,0.59,0.59,0.69,0.8,0.8,0.81,0.82,0.83,0.86,1.1,1.22,1.23,1.23,1.38
Assam,Cachar,0.94,0.95,0.94,0.94,2.12,2.09,2.04,1.91,1.99,1.95,2.09,2.12,2.12,2.12,2.13,2.13,2.13,2.13,2.29,2.38,2.38,2.38,2.5
Assam,Charaideo,,,,,,,,,,,,,,,,,,,,,1.03,1.03,1.04
Assam,Chirang,,,,,,0.58,0.59,0.59,0.59,0.59,0.59,0.66,0.67,0.68,0.68,0.69,0.7,0.73,0.89,0.98,0.98,1.19,1.27
Assam,Darrang,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.61,0.6,0.6,0.64,0.66,0.65,0.67,0.67,0.68,0.77,0.89,0.95,0.95,0.95,1.05
Assam,Dhemaji,0.65,0.65,0.65,0.65,0.66,0.66,0.66,0.64,0.66,0.66,0.66,0.68,0.78,0.78,0.79,0.8,0.81,0.83,1,1.1,1.1,1.1,1.25
Assam,Dhubri,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.77,0.79,0.79,0.79,0.8,0.81,0.82,0.99,1.08,1.08,1.08,1.21
Assam,Dibrugarh,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.56,0.57,0.57,0.57,0.68,0.7,0.69,0.81,0.82,0.83,0.84,1.06,1.17,1.16,1.17,1.46
Assam,Dima Hasao,0.51,0.57,0.53,0.54,0.55,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.67,1.32,1.34,1.35,1.34,2.73,1.57,1.62,2.24,2.31,2
Assam,Goalpara,0.51,0.51,0.51,0.51,0.51,0.51,0.5,0.51,0.91,0.64,0.69,0.93,0.94,0.94,0.95,0.95,0.96,0.97,1.3,1.08,1.37,1.37,1.52
Assam,Golaghat,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1,1.53,1.53,1.54,1.55,1.55,1.57,0.64,0.69,0.69,0.69,0.75
Assam,Hailakandi,0.51,0.51,0.51,0.5,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.61,0.71,0.71,0.71,0.72,0.75,0.76,1.14,1.03,1.32,1.33,1.59
Assam,Hojai,,,,,,,,,,,,,,,,,,,,,1.03,1.03,1.65
Assam,Jorhat,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.29,0.47,0.47,0.57,0.57,0.59,0.7,0.92,1.03,1.03,1.03,1.27
Assam,Kamrup,0.87,0.87,0.86,0.87,0.86,0.87,0.86,0.86,0.87,0.87,0.87,0.97,0.99,0.99,1.14,1.14,1.15,1.16,1.15,1.2,1.2,1.2,1.27
Assam,Kamrup Metro,,,,,,0.87,0.87,0.87,1.21,0.98,1.02,1.74,1.75,1.76,1.76,1.76,1.76,1.77,2.01,2.14,2.14,2.13,2.48
Assam,Karbi Anglong,0.75,0.75,0.77,0.77,0.8,0.79,0.8,0.81,0.81,0.81,0.8,1.02,1.06,1,1.01,1.02,1.02,2.04,2.1,2.14,2.14,2.14,1.2
Assam,Karimganj,0.46,0.46,0.46,0.46,0.46,0.64,0.52,0.54,0.57,0.54,0.55,0.59,0.63,0.63,0.63,0.64,0.65,0.67,0.91,1.03,1.03,1.03,1.25
Assam,Kokrajhar,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.79,0.79,0.79,0.8,0.9,0.9,0.89,0.9,0.91,0.93,1.04,1.1,1.1,1.1,1.18
Assam,Lakhimpur,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.69,0.76,0.76,0.77,0.77,0.78,0.78,0.86,0.9,0.9,0.95,0.96
Assam,Majuli,,,,,,,,,,,,,,,,,,,,,1.03,1.03,1.09
Assam,Marigaon,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.7,1.1,1.2,1.15,1.16,1.17,1.17,1.18,1.18,1.2,1.42,1.53,1.53,1.53,1.62
Assam,Nagaon,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.65,0.64,0.64,0.86,0.87,0.87,0.87,0.88,0.88,0.96,1.01,1.03,1.03,1.03,1.06
Assam,Nalbari,0.93,0.93,0.92,0.93,0.92,0.92,0.93,0.93,0.93,0.92,0.93,0.96,0.97,0.97,0.97,0.98,0.99,1.14,1.29,1.38,1.38,1.38,1.51
Assam,Sivasagar,0.86,0.87,0.85,0.83,0.83,0.78,0.8,0.77,0.97,0.85,0.76,0.67,0.69,0.69,0.69,0.69,0.71,1.02,0.99,1.07,1.07,1.07,1.65
Assam,Sonitpur,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.88,0.97,0.96,0.84,0.98,0.98,1.79,1.79,1.81,1.81,1.81,1.85
Assam,South Salmara Mancachar,,,,,,,,,,,,,,,,,,,,,1.09,1.09,1.2
Assam,Tinsukia,0.54,0.54,0.54,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.67,0.68,0.68,0.68,0.7,0.71,0.73,0.94,1.05,1.05,1.05,1.19
Assam,Udalguri,,,,,,0.61,0.61,0.61,0.61,0.61,0.61,0.66,0.68,0.67,0.79,0.79,0.8,0.9,1.01,1.08,1.08,1.08,1.16
Assam,West Karbi Anglong,,,,,,,,,,,,,,,,,,,,,2,2.15,1.97
Bihar,Araria,0.97,1.95,0.99,0.99,0.99,0.97,,0.95,1.27,,,,,,,,1.15,1.13,1.15,,,,1
Bihar,Arwal,,,,1,,0.91,,,,,,,,,,,1.2,1.2,1,,,,
Bihar,Aurangabad,,1.33,,,,1,,1,1,,,,,,,,,,,,,,
Bihar,Banka,1,1,,,,,,,,,,,,,,,,,,,,,
Bihar,Begusarai,0.97,0.58,0.99,0.99,0.99,0.97,,0.98,,,,,,,,,0.84,0.92,0.91,1.07,0.9,0.89,0.89
Bihar,Bhagalpur,0.98,1.04,0.98,0.98,0.97,0.98,,1,1.17,,,,,,,,1.07,1.07,1.07,0.89,1.07,1.08,1.08
Bihar,Bhojpur,,,,,,1,,,1.33,,,,,,,,0.95,1,,,,,
Bihar,Darbhanga,,0.67,1,,1,,,1,,,,,,,,,,,1,1,1,,
Bihar,Gaya,1,1.33,1,1,1,0.9,,1,1.18,,,,,,,,,,,,,,
Bihar,Gopalganj,,1,,,,,,,,,,,,,,,,,,,,,1.17
Bihar,Jehanabad,,1,,1,,1,,,1,,,,,,,,,,,,,,
Bihar,Katihar,0.97,1.95,1,1,1,0.96,,1,1.27,,,,,,,,1.33,1.17,1.2,1.23,1.21,1.21,1.21
Bihar,Khagaria,0.95,0.58,1,1,1,0.96,,0.96,1.15,,,,,,,,0.95,1,1,1,1,1,1
Bihar,Kishanganj,0.97,1.89,0.98,0.98,0.98,0.97,,0.95,1.27,,,,,,,,0.98,1.03,1.03,1.01,1.03,1.02,1.02
Bihar,Lakhisarai,,,,,,,,,,,,,,,,,1,,,,,,
Bihar,Madhepura,,1,1,1,1,0.98,,1,1.16,,,,,,,,1.05,1.06,1.05,1.06,1.06,1.06,1.05
Bihar,Madhubani,0.92,0.94,1,1,1,1,,1,1.08,,,,,,,,0.58,0.9,0.84,0.78,0.83,0.83,0.82
Bihar,Muzaffarpur,0.86,0.93,0.99,0.99,0.99,0.97,,1.1,1.22,,,,,,,,1.21,1.17,1.17,1.18,1.17,1.16,1.18
Bihar,Nalanda,,,1,1,1,1,,,1,,,,,,,,1,,,,,,
Bihar,Nawada,,,,,1,1,,,,,,,,,,,,,,,,,
Bihar,Pashchim Champaran,1.25,1.09,0.99,0.99,,0.97,,1.08,1.22,,,,,,,,1.15,1.15,1.14,1.14,1.14,1.14,1.14
Bihar,Patna,,,,,,,,,,,,,,,,,0.71,0.67,,,,,
Bihar,Purbi Champaran,1.11,1.02,,1,0.99,0.97,,1.09,1.23,,,,,,,,1.39,,,,,,
Bihar,Purnia,1,2,1,0.99,0.99,0.97,,0.94,1.27,,,,,,,,,,,,,,
Bihar,Rohtas,1,1,1,1,1,,,,,,,,,,,,1.2,1,1,1,,,
Bihar,Saharsa,,,1,1,1,1,,1,,,,,,,,,,,,,,,
Bihar,Samastipur,0.93,0.96,0.99,0.99,0.99,0.97,,1,1.08,,,,,,,,0.96,1.03,1.02,1.01,1.02,1.02,1.01
Bihar,Sheohar,1.13,1,1,1,1,,,,,,,,,,,,0.83,1.04,0.98,0.96,1,0.95,0.95
Bihar,Sitamarhi,1.11,1.02,0.98,0.98,0.98,,,,,,,,,,,,,,,,,,
Bihar,Siwan,1,,,,1,1,,1,1,,,,,,,,1.13,1.19,1.13,1.13,1.13,1.13,1.13
Bihar,Supaul,0.97,1.04,0.99,1,0.98,0.97,,1,1.16,,,,,,,,0.37,0.85,0.77,0.66,0.76,0.73,1.02
Bihar,Vaishali,1.11,1.02,0.99,1,0.98,0.98,,0.92,1,,,,,,,,1.19,,,,,,
Chhattisgarh,Balod,,,,,,,,,,,,,1,1,1,,,,,1,1.5,1.5,1.5
Chhattisgarh,Baloda Bazar,,,,,,,,,,,,2.18,2,2,2.15,1.86,1.55,1.53,1.53,1.64,1.52,1.67,1.6
Chhattisgarh,Balrampur,,,,,,,,,,,,0.98,0.95,0.71,0.78,0.78,0.89,0.9,0.87,0.8,1.29,1.29,0.8
Chhattisgarh,Bastar,0.85,0.85,0.86,0.86,0.86,0.86,0.86,0.86,0.87,0.86,0.8,0.89,0.95,0.94,0.57,0.79,0.88,0.67,0.78,0.77,0.69,0.69,0.7
Chhattisgarh,Bemetara,,,,,,,,,,,,1.15,0.95,1.3,1.16,0.87,1,7.16,0.87,0.75,2.68,2.68,2.42
Chhattisgarh,Bijapur,,,,,,,,0.82,,0.83,0.82,0.5,0.57,0.56,0.87,0.71,0.67,0.64,0.4,1.13,1,1.17,1.33
Chhattisgarh,Bilaspur,1,1,1,0.5,1,1,1,1,,,1,,,,,,,,1,1,1.2,1.2,1
Chhattisgarh,Dantewada,0.67,0.76,0.54,0.69,0.56,0.53,0.87,0.85,0.67,,0.8,0.79,0.59,0.55,0.88,0.73,0.79,0.63,1.1,1.11,0.83,0.81,1.1
Chhattisgarh,Dhamtari,1.5,2,1.5,2,2,2,0.6,1.67,2,2,,,,,,2,1.5,,3,2,2,2.17,2.17
Chhattisgarh,Durg,1,1,1,1.2,1,,1,0.87,0.75,,1.81,1.17,1,,1.17,,,,,1,1,1,1.1
Chhattisgarh,Gariyaband,,,,,,,,,,,,2,2,2,1.5,1.89,,,,3,2.67,2.5,2
Chhattisgarh,Gaurella Pendra Marwahi,,,,,,,,,,,,,,,,,,,,,1,,
Chhattisgarh,Janjgir-Champa,1,1,1,1,0.83,0.86,0.8,1,0.86,,0.86,1,0.88,0.96,0.96,1,1,1,1,1,1,0.83,
Chhattisgarh,Jashpur,0.7,0.79,0.75,0.74,0.75,0.71,0.76,0.75,0.78,0.74,0.73,0.74,0.73,0.71,0.72,0.81,0.71,1.02,0.7,0.47,0.78,0.76,1.63
Chhattisgarh,Kabirdham,,,,1,1,,1,1,,,,,,,1,,,,,,,,
Chhattisgarh,Kanker,1,0.77,0.85,1.09,0.78,0.92,0.9,1,0.82,0.82,0.85,0.9,0.6,0.5,0.58,0.66,0.85,0.65,0.61,0.5,0.5,0.5,1.2
Chhattisgarh,Khairgarh Chhuikhadan Gandai,,,,,,,,,,,,,,,,,,,,,,,1
Chhattisgarh,Kondagaon,,,,,,,,,,,,0.89,0.93,0.74,0.74,1.46,1.47,1.4,1.47,1.63,1.48,1.5,1.48
Chhattisgarh,Korba,1,1,,0.8,0.88,0.8,0.89,1,0.83,,0.8,1,1,1,1,1,1,1,1.25,1,1,1,
Chhattisgarh,Korea,1,0.88,0.92,0.9,0.87,0.85,0.8,0.73,0.9,0.89,0.88,0.75,0.86,0.79,0.88,0.61,0.97,4.34,0.79,0.69,1.3,1.27,0.67
Chhattisgarh,Mahasamund,1.5,2,1.67,2,2,1.5,2,2,2,,2,,2,2,1.57,2,1.5,2,2.57,2.5,2.53,2.54,1.81
Chhattisgarh,Manendragarh Chirimiri Bharatpur,,,,,,,,,,,,,,,,,,,,,,,0.5
Chhattisgarh,Mohla Manpur Ambagarh Chouki,,,,,,,,,,,,,,,,,,,,,,,1
Chhattisgarh,Mungeli,,,,,,,,,,,,,,,,,,1,,1,1,1,
Chhattisgarh,Narayanpur,,,,,,,,1,1,1,1,1,0.5,0.5,0.67,0.67,0.75,0.67,1.2,1,,1.12,0.75
Chhattisgarh,Raigarh,0.7,0.8,0.75,0.78,0.76,0.79,0.79,0.79,0.81,0.72,0.72,0.75,0.75,0.78,0.82,0.82,0.78,0.15,0.78,0.75,0.76,0.76,0.95
Chhattisgarh,Raipur,1.73,1.71,1.69,1.76,1.69,1.69,0.03,1.69,1.7,1.71,1.84,2,2,2,2,2,1.5,,2.55,1.86,2.62,2.59,1.65
