State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
Andhra Pradesh,Alluri Sitharama Raju,,,,,,,,,,,,,,,,,,,,,,,0.39
Andhra Pradesh,East Godavari,0.34,0.25,0.25,0.29,0.27,0.39,0.36,,0.43,0.34,,,,,,,,,,,,,
Andhra Pradesh,Eluru,,,,,,,,,,,,,,,,,,,,,,,0.5
Andhra Pradesh,Guntur,,,,,,,,,,,,,,,,,,,,,0.4,,
Andhra Pradesh,Kurnool,0.33,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Prakasam,,,0.38,0.4,0.39,,,,,,,,,,,,,,0.25,,0.47,,0.5
Andhra Pradesh,Visakhapatanam,0.32,0.42,0.38,0.39,0.38,0.38,0.36,,0.44,0.34,0.38,0.37,0.7,0.51,0.32,0.39,0.39,0.41,0.32,0.33,0.45,0.36,
Andhra Pradesh,Vizianagaram,0.49,0.39,0.5,0.39,0.74,0.7,0.6,,0.54,0.45,0.56,0.35,0.56,0.43,0.5,0.5,0.5,0.57,,,,,
Andhra Pradesh,Y.s.r.,,,,,,,,,,,,,,,,,,,,,,,0.33
Assam,Baksa,,,,,,0.52,0.52,0.52,0.52,0.52,0.52,0.53,0.54,0.55,0.58,0.4,0.75,0.41,0.58,0.45,0.45,0.45,0.45
Assam,Barpeta,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.53,0.51,0.51,0.77,0.44,0.56,0.55,0.56,0.56,0.6,0.58
Assam,Biswanath,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.54
Assam,Bongaigaon,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.53,0.52,0.61,0.38,0.38,0.35,0.35,0.56,0.44,0.36
Assam,Cachar,0.4,0.42,0.42,0.42,0.52,0.5,0.47,0.44,0.47,0.5,0.44,0.5,0.44,0.53,0.53,0.47,0.44,0.5,0.5,0.47,0.5,0.48,0.29
Assam,Chirang,,,,,,0.54,0.5,0.5,0.5,0.51,0.52,0.51,0.53,0.66,0.65,0.64,0.61,0.68,0.55,0.63,0.63,0.58,0.42
Assam,Darrang,0.5,0.5,0.5,0.52,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.52,0.95,0.95,0.5,0.62,0.62,0.62,0.62,0.55,0.59,0.72
Assam,Dhemaji,1.0,0.52,0.52,0.52,0.51,0.52,0.52,0.52,0.47,0.52,0.5,0.53,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.33
Assam,Dhubri,0.52,0.52,0.53,0.52,0.53,0.53,0.52,0.53,0.52,0.53,0.53,0.53,0.55,0.55,0.55,0.52,0.6,0.6,0.62,0.62,0.61,0.61,0.61
Assam,Dibrugarh,,,,,,,0.56,,,,0.5,,,,,,,,,0.5,0.5,,0.5
Assam,Dima Hasao,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.5,0.5,0.5,0.5,0.57,0.54,0.5,0.54,0.5,0.5,0.5,0.53,0.54,0.54
Assam,Goalpara,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.52,0.93,0.92,0.58,0.57,0.7,0.7,0.7,0.7,0.71,0.61
Assam,Golaghat,0.45,0.45,0.45,0.38,0.5,0.45,0.44,0.57,0.75,0.47,0.5,1.0,1.0,,,,,,,,,,0.4
Assam,Hailakandi,,,,,,,0.5,0.57,0.4,0.5,0.52,,0.6,0.6,0.67,0.5,0.33,,1.0,1.0,1.0,1.0,1.0
Assam,Hojai,,,,,,,,,,,,,,,,,,,,,0.8,0.81,0.81
Assam,Jorhat,,,,,,,,,0.47,,,,,,,,1.0,,,0.44,0.5,0.5,0.5
Assam,Kamrup,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.51,0.54,0.54,0.52,0.52,0.52,0.52,0.52,0.52,0.54,0.77
Assam,Kamrup Metro,,,,,,0.53,0.52,0.51,0.5,0.52,0.5,0.52,0.52,0.55,0.54,0.52,0.5,0.5,0.53,0.53,0.5,0.53,0.47
Assam,Karbi Anglong,0.52,0.58,0.51,0.53,0.52,0.5,0.5,0.5,0.5,0.5,0.51,0.52,0.52,0.5,0.5,0.52,0.5,0.51,0.52,0.52,0.51,0.52,0.5
Assam,Karimganj,1.0,,,,,,,,,,,,,,,,,,,,0.5,,
Assam,Kokrajhar,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.51,0.51,0.53,0.54,0.54,0.54,0.53,0.53,0.53,0.53,0.53,0.53,0.74
Assam,Lakhimpur,0.5,0.5,0.5,0.86,0.57,0.57,0.57,0.57,0.5,0.5,0.5,1.5,0.63,0.67,0.67,0.5,0.5,0.67,0.25,0.57,0.57,0.4,
Assam,Majuli,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.6
Assam,Marigaon,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.51,0.52,0.52,0.46,0.46,0.47,0.5,0.42,0.43,0.42,0.54
Assam,Nagaon,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.53,0.52,0.53,0.53,0.54,0.55,0.55,1.09,0.97,0.65,0.54,0.55,0.57,0.57,0.55
Assam,Nalbari,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.53,0.53,0.55,0.55,0.54,0.4,0.49,0.4,0.4,0.39,0.38,0.38
Assam,Sivasagar,,,,,,,0.5,,,,1.0,1.0,,0.54,,,,,,,,,
Assam,Sonitpur,0.58,0.55,0.55,0.56,0.55,0.6,0.58,0.55,0.58,0.58,0.57,0.58,0.58,0.59,0.61,0.56,0.57,0.52,0.55,0.57,0.57,0.67,0.57
Assam,South Salmara Mancachar,,,,,,,,,,,,,,,,,,,,,0.7,0.72,0.64
Assam,Tinsukia,0.4,0.5,0.33,0.33,0.33,0.33,0.48,0.47,0.46,0.49,0.5,0.53,0.53,0.53,0.5,0.48,0.5,0.5,0.5,0.53,0.5,0.33,0.44
Assam,Udalguri,,,,,,0.51,0.52,0.52,0.51,0.52,0.52,0.52,0.53,0.55,0.55,0.41,0.61,0.65,0.54,0.71,0.7,0.71,0.55
Assam,West Karbi Anglong,,,,,,,,,,,,,,,,,,,,,0.4,0.5,0.53
Chhattisgarh,Balod,,,,,,,,,,,,,0.2,,,0.25,,,,0.25,,,
Chhattisgarh,Baloda Bazar,,,,,,,,,,,,,,,,0.2,,,,,,,
Chhattisgarh,Balrampur,,,,,,,,,,,,0.16,0.17,0.18,0.16,0.16,0.18,0.17,0.17,0.17,0.2,0.2,0.17
Chhattisgarh,Bastar,0.2,0.23,0.18,0.21,0.21,0.21,0.22,0.23,0.21,0.19,0.21,0.2,0.22,0.06,0.21,0.11,0.22,0.21,0.21,0.21,0.19,0.18,0.19
Chhattisgarh,Bijapur,,,,,,,,0.22,0.11,0.11,0.22,0.2,0.23,6.58,0.27,0.2,,0.3,,,,,
Chhattisgarh,Bilaspur,0.25,0.24,0.15,0.25,0.17,0.24,0.25,0.25,0.25,0.22,0.24,0.24,0.27,,0.27,0.2,0.27,0.18,0.29,,,,
Chhattisgarh,Dantewada,0.18,0.19,0.16,0.19,0.18,0.17,0.19,0.21,0.17,0.12,0.22,0.2,0.2,0.01,0.21,0.16,0.23,0.14,0.28,0.2,0.22,0.21,0.28
Chhattisgarh,Dhamtari,,0.33,,0.33,,,,,,,0.18,0.17,,,,,,1.0,0.29,,,,
Chhattisgarh,Durg,,,,,,,0.2,,0.18,,,,,,,,,,,,,,
Chhattisgarh,Gariyaband,,,,,,,,,,,,0.14,0.18,,,,,,,,,,
Chhattisgarh,Gaurella Pendra Marwahi,,,,,,,,,,,,,,,,,,,,0.29,0.23,0.28,0.25
Chhattisgarh,Janjgir-Champa,,,,,,,,0.24,,,,,,,,,,,,,,,
Chhattisgarh,Jashpur,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.19,0.19,0.19,0.18,0.18,0.19,0.2
Chhattisgarh,Kabirdham,0.13,0.19,0.25,0.18,0.18,0.18,0.23,0.19,0.18,0.18,0.18,0.19,0.22,5.44,0.2,0.22,0.23,0.26,0.16,0.19,0.19,0.2,0.22
Chhattisgarh,Kanker,0.2,0.22,0.1,0.24,0.19,0.23,0.2,0.22,0.22,0.22,0.22,0.2,0.19,0.16,0.18,0.15,0.2,0.16,0.2,0.14,0.23,0.25,0.24
Chhattisgarh,Kondagaon,,,,,,,,,,,,0.2,0.18,0.06,0.21,0.13,0.22,0.21,0.22,0.24,0.35,0.35,0.35
Chhattisgarh,Korba,0.26,0.26,0.22,0.22,0.2,0.25,0.2,0.24,0.27,0.22,0.24,0.24,0.22,0.25,0.27,0.2,0.27,0.27,0.25,0.24,0.24,0.28,0.25
Chhattisgarh,Korea,0.18,0.19,0.16,0.17,0.13,0.13,0.14,0.14,0.17,0.12,0.17,0.18,0.14,0.15,0.17,0.21,0.21,0.22,0.21,0.22,0.2,0.24,0.24
Chhattisgarh,Mahasamund,0.17,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,Manendragarh Chirimiri Bharatpur,,,,,,,,,,,,,,,,,,,,,,,0.22
Chhattisgarh,Narayanpur,,,,,,,,0.23,0.21,0.17,0.24,0.2,0.22,0.14,0.21,0.11,0.16,0.19,0.18,0.19,0.2,0.17,0.21
Chhattisgarh,Raigarh,0.12,0.16,0.11,0.17,0.16,0.15,0.15,0.17,0.17,0.17,0.17,0.15,0.17,0.16,0.18,0.18,0.18,0.17,0.17,0.18,0.15,0.15,0.17
Chhattisgarh,Raipur,0.12,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.18,,,,,,,,,,,,
Chhattisgarh,Rajnandgaon,,0.33,0.25,0.25,0.2,0.25,0.17,0.2,0.18,,,,,71.0,0.26,0.21,0.24,0.33,0.2,,,,1.0
Chhattisgarh,Sukma,,,,,,,,,,,,0.2,0.19,0.07,0.17,0.18,0.19,0.2,0.2,0.2,,,
Chhattisgarh,Surajpur,,,,,,,,,,,,0.16,0.16,0.18,0.18,0.16,0.14,0.17,0.19,0.19,0.2,0.2,0.17
Chhattisgarh,Surguja,0.18,0.19,0.16,0.17,0.15,0.16,0.17,0.16,0.17,0.14,0.16,0.16,0.17,0.18,0.18,0.17,0.17,0.17,0.19,0.19,0.29,0.29,0.27
DNHDD,Dadra And Nagar Haveli,1.0,2.22,2.85,1.01,1.0,0.88,1.0,,,,0.75,0.6,0.6,,,0.59,0.37,0.68,0.37,0.37,,,
Jharkhand,Bokaro,,,,,,,,,,,,,,,,,,0.52,0.52,,0.53,0.42,
Jharkhand,Chatra,,,,,,,,,,,,,,,,,,0.59,0.59,0.61,0.63,0.62,
Jharkhand,Deoghar,,,,,,,,,,,,,,,,,,0.5,,,,,
Jharkhand,Dumka,,,,,,,,,,,,,,,,,,0.59,0.6,,0.45,,
