feature,importance
humidity_variability,0.30063048
e_kharif_std,0.2488217
runoff_ratio_rabi_mean,0.21695761
tp_zaid_mean,0.21436934
e_kharif_mean,0.18220538
soil_moisture_seasonality,0.16698392
e_zaid_std,0.15832776
e_zaid_mean,0.15493347
swvl1_zaid_std,0.15404798
cvh,0.13128237
swvl1_rabi_std,0.13009115
water_retention_index,0.12850332
swvl1_rabi_mean,0.12370123
swvl1_amplitude,0.12346892
tp_kharif_std,0.1187037
runoff_ratio_zaid_mean,0.11521451
e_rabi_std,0.112626314
soil_air_diff_kharif_std,0.109220006
GDD_kharif,0.108782075
soil_air_diff_rabi_mean,0.10585795
soil_air_diff_zaid_mean,0.10565895
e_rabi_mean,0.09865545
soil_air_diff_rabi_std,0.09507424
swvl1_stability,0.09483156
GDD_rabi,0.09076608
soil_air_diff_kharif_mean,0.0900173
humidity_stress_index,0.087673135
t2m_amplitude,0.08006296
tp_kharif_fraction,0.07802455
tp_kharif_mean,0.07250594
swvl1_kharif_mean,0.06584339
runoff_ratio_kharif_mean,0.06424922
t2m_peak_sin,0.0329698
heat_months_30C,0.0130857425
t2m_peak_cos,0.010438347
heat_months_35C,0.00016679308
