feature,importance
cvh,0.017181383869294777
runoff_ratio_rabi_mean,0.014167885894056714
t2m_peak_cos,0.013440875078333303
soil_moisture_seasonality,0.013422449685719432
GDD_rabi,0.013341403780905842
e_zaid_std,0.013242352689968252
t2m_amplitude,0.012559380651830149
runoff_ratio_zaid_mean,0.012270174814517905
water_retention_index,0.012170270247211968
swvl1_rabi_std,0.011937041781717561
swvl1_zaid_std,0.011829015908235737
swvl1_amplitude,0.01170715509505967
tp_kharif_std,0.011685341405819906
e_rabi_std,0.0108967418712828
heat_months_30C,0.010602219502419494
e_kharif_std,0.010398297508159317
e_kharif_mean,0.009975960802069339
swvl1_rabi_mean,0.00989898778055982
humidity_variability,0.009761865185336172
tp_kharif_fraction,0.009740586458125575
e_zaid_mean,0.009653800375362714
humidity_stress_index,0.009640453481276528
tp_kharif_mean,0.009196449552631034
soil_air_diff_zaid_mean,0.008804894039192485
GDD_kharif,0.008587555248536927
tp_zaid_mean,0.008333220143680759
t2m_peak_sin,0.00817462813311011
runoff_ratio_kharif_mean,0.008172926919473985
e_rabi_mean,0.0080430506051481
soil_air_diff_kharif_mean,0.008030062593257507
swvl1_kharif_mean,0.007841000771876116
soil_air_diff_kharif_std,0.007821976214570203
soil_air_diff_rabi_mean,0.007545345787767566
soil_air_diff_rabi_std,0.006235783726776227
heat_months_35C,0.006115811025458636
swvl1_stability,0.005896601097004951
