state,district,year,peas_and_beans_kharif_area_hectare,peas_and_beans_kharif_production_tonne,peas_and_beans_kharif_yield_tonne_per_hectare,peas_and_beans_rabi_area_hectare,peas_and_beans_rabi_production_tonne,peas_and_beans_rabi_yield_tonne_per_hectare,peas_and_beans_whole_year_area_hectare,peas_and_beans_whole_year_production_tonne,peas_and_beans_whole_year_yield_tonne_per_hectare,peas_and_beans_summer_area_hectare,peas_and_beans_summer_production_tonne,peas_and_beans_summer_yield_tonne_per_hectare
,,2011 - 2012,220.0,270.0,1.23,460.0,430.0,0.93,,,,,,
,,2012 - 2013,230.0,300.0,1.3,460.0,470.0,1.02,,,,,,
,,2013 - 2014,230.0,300.0,1.3,460.0,500.0,1.09,,,,,,
,,2014 - 2015,230.0,300.0,1.3,460.0,510.0,1.11,,,,,,
,,2015 - 2016,230.0,300.0,1.3,460.0,510.0,1.11,,,,,,
,,2016 - 2017,230.0,300.0,1.3,470.0,520.0,1.11,,,,,,
,,2017 - 2018,220.0,300.0,1.36,480.0,530.0,1.1,,,,,,
,,2018 - 2019,220.0,300.0,1.36,490.0,540.0,1.1,,,,,,
,,2019 - 2020,220.0,299.0,1.36,492.0,541.0,1.1,,,,,,
,,2020 - 2021,,,,493.0,547.0,1.11,,,,,,
,,2021 - 2022,,,,240.0,264.0,1.1,,,,,,
,,2022 - 2023,,,,378.0,412.0,1.09,,,,,,
,Phek,2000 - 2001,250.0,170.0,0.68,900.0,890.0,0.99,,,,,,
,,2001 - 2002,280.0,220.0,0.79,,,1.02,,,,,,
,,2002 - 2003,170.0,180.0,1.06,900.0,820.0,0.91,,,,,,
,,2003 - 2004,210.0,320.0,1.52,880.0,760.0,0.86,,,,,,
,,2004 - 2005,190.0,200.0,1.05,,950.0,0.79,,,,,,
,,2005 - 2006,180.0,220.0,1.22,,,1.35,,,,,,
,,2006 - 2007,220.0,280.0,1.27,,,1.2,,,,,,
,,2007 - 2008,,,,970.0,,1.24,,,,,,
,,2008 - 2009,260.0,360.0,1.38,,,1.63,,,,,,
,,2009 - 2010,260.0,290.0,1.12,,,1.01,,,,,,
,,2010 - 2011,270.0,340.0,1.26,,,,,,,,,
,,2011 - 2012,280.0,350.0,1.25,,950.0,0.92,,,,,,
,,2012 - 2013,290.0,380.0,1.31,680.0,710.0,1.04,,,,,,
,,2013 - 2014,300.0,400.0,1.33,680.0,730.0,1.07,,,,,,
,,2014 - 2015,310.0,420.0,1.35,690.0,760.0,1.1,,,,,,
,,2015 - 2016,320.0,440.0,1.38,700.0,770.0,1.1,,,,,,
,,2016 - 2017,320.0,440.0,1.38,700.0,760.0,1.09,,,,,,
,,2017 - 2018,320.0,440.0,1.38,710.0,790.0,1.11,,,,,,
,,2018 - 2019,320.0,440.0,1.38,710.0,790.0,1.11,,,,,,
,,2019 - 2020,320.0,439.0,1.37,712.0,792.0,1.11,,,,,,
,,2020 - 2021,,,,712.0,798.0,1.12,,,,,,
,,2021 - 2022,,,,300.0,335.0,1.12,,,,,,
,,2022 - 2023,,,,483.0,522.0,1.08,,,,,,
,Shamator,2022 - 2023,,,,174.0,187.0,1.07,,,,,,
,Tseminyu,2022 - 2023,,,,251.0,273.0,1.09,,,,,,
,Tuensang,2000 - 2001,200.0,130.0,0.65,600.0,590.0,0.98,,,,,,
,,2001 - 2002,240.0,200.0,0.83,860.0,860.0,1.0,,,,,,
,,2002 - 2003,120.0,140.0,1.17,720.0,660.0,0.92,,,,,,
,,2003 - 2004,150.0,260.0,1.73,910.0,450.0,0.49,,,,,,
,,2004 - 2005,130.0,100.0,0.77,730.0,410.0,0.56,,,,,,
,,2005 - 2006,140.0,120.0,0.86,740.0,,1.45,,,,,,
,,2006 - 2007,190.0,230.0,1.21,760.0,920.0,1.21,,,,,,
,,2007 - 2008,,,,570.0,660.0,1.16,,,,,,
,,2008 - 2009,210.0,280.0,1.33,520.0,650.0,1.25,,,,,,
,,2009 - 2010,200.0,220.0,1.1,550.0,530.0,0.96,,,,,,
,,2010 - 2011,190.0,240.0,1.26,,,,,,,,,
,,2011 - 2012,200.0,250.0,1.25,570.0,500.0,0.88,,,,,,
,,2012 - 2013,210.0,270.0,1.29,830.0,870.0,1.05,,,,,,
,,2013 - 2014,210.0,280.0,1.33,830.0,890.0,1.07,,,,,,
,,2014 - 2015,210.0,290.0,1.38,830.0,910.0,1.1,,,,,,
,,2015 - 2016,210.0,290.0,1.38,830.0,910.0,1.1,,,,,,
,,2016 - 2017,210.0,290.0,1.38,830.0,920.0,1.11,,,,,,
,,2017 - 2018,210.0,290.0,1.38,830.0,920.0,1.11,,,,,,
,,2018 - 2019,210.0,290.0,1.38,830.0,920.0,1.11,,,,,,
,,2019 - 2020,210.0,289.0,1.38,832.0,922.0,1.11,,,,,,
,,2020 - 2021,,,,833.0,929.0,1.12,,,,,,
,,2021 - 2022,,,,322.0,316.0,0.98,,,,,,
,,2022 - 2023,,,,284.0,306.0,1.08,,,,,,
,Wokha,2000 - 2001,300.0,200.0,0.67,,,1.0,,,,,,
,,2001 - 2002,350.0,270.0,0.77,,,0.98,,,,,,
,,2002 - 2003,240.0,250.0,1.04,,860.0,0.78,,,,,,
,,2003 - 2004,340.0,380.0,1.12,860.0,470.0,0.55,,,,,,
,,2004 - 2005,340.0,280.0,0.82,920.0,740.0,0.8,,,,,,
,,2005 - 2006,350.0,300.0,0.86,930.0,,1.48,,,,,,
,,2006 - 2007,410.0,470.0,1.15,950.0,,1.19,,,,,,
,,2007 - 2008,,,,600.0,,2.12,,,,,,
,,2008 - 2009,220.0,310.0,1.41,630.0,820.0,1.3,,,,,,
,,2009 - 2010,210.0,230.0,1.1,680.0,700.0,1.03,,,,,,
,,2010 - 2011,250.0,310.0,1.24,,,,,,,,,
,,2011 - 2012,260.0,320.0,1.23,720.0,670.0,0.93,,,,,,
,,2012 - 2013,260.0,350.0,1.35,630.0,660.0,1.05,,,,,,
,,2013 - 2014,280.0,370.0,1.32,640.0,690.0,1.08,,,,,,
,,2014 - 2015,280.0,380.0,1.36,650.0,720.0,1.11,,,,,,
,,2015 - 2016,290.0,400.0,1.38,660.0,740.0,1.12,,,,,,
,,2016 - 2017,290.0,400.0,1.38,670.0,750.0,1.12,,,,,,
,,2017 - 2018,290.0,400.0,1.38,680.0,750.0,1.1,,,,,,
,,2018 - 2019,290.0,390.0,1.34,690.0,760.0,1.1,,,,,,
,,2019 - 2020,290.0,389.0,1.34,692.0,762.0,1.1,,,,,,
,,2020 - 2021,,,,693.0,771.0,1.11,,,,,,
,,2021 - 2022,,,,199.0,222.0,1.12,,,,,,
,,2022 - 2023,,,,324.0,346.0,1.07,,,,,,
,Zunheboto,2000 - 2001,200.0,130.0,0.65,700.0,690.0,0.99,,,,,,
,,2001 - 2002,230.0,180.0,0.78,910.0,870.0,0.96,,,,,,
,,2002 - 2003,130.0,150.0,1.15,750.0,670.0,0.89,,,,,,
,,2003 - 2004,90.0,230.0,2.56,640.0,330.0,0.52,,,,,,
,,2004 - 2005,70.0,60.0,0.86,800.0,500.0,0.63,,,,,,
,,2005 - 2006,80.0,80.0,1.0,810.0,,1.68,,,,,,
,,2006 - 2007,110.0,130.0,1.18,820.0,990.0,1.21,,,,,,
,,2007 - 2008,,,,800.0,850.0,1.06,,,,,,
,,2008 - 2009,190.0,270.0,1.42,590.0,760.0,1.29,,,,,,
,,2009 - 2010,180.0,200.0,1.11,620.0,610.0,0.98,,,,,,
,,2010 - 2011,180.0,230.0,1.28,,,,,,,,,
,,2011 - 2012,180.0,230.0,1.28,630.0,570.0,0.9,,,,,,
,,2012 - 2013,200.0,260.0,1.3,600.0,630.0,1.05,,,,,,
,,2013 - 2014,200.0,260.0,1.3,600.0,640.0,1.07,,,,,,
,,2014 - 2015,200.0,260.0,1.3,600.0,660.0,1.1,,,,,,
,,2015 - 2016,200.0,260.0,1.3,600.0,660.0,1.1,,,,,,
,,2016 - 2017,190.0,260.0,1.37,600.0,660.0,1.1,,,,,,
,,2017 - 2018,190.0,260.0,1.37,600.0,660.0,1.1,,,,,,
,,2018 - 2019,190.0,260.0,1.37,600.0,660.0,1.1,,,,,,
,,2019 - 2020,190.0,259.0,1.36,601.0,662.0,1.1,,,,,,
,,2020 - 2021,,,,602.0,669.0,1.11,,,,,,
,,2021 - 2022,,,,190.0,211.0,1.11,,,,,,
,,2022 - 2023,,,,300.0,329.0,1.1,,,,,,
Odisha,Anugul,2019 - 2020,,,,,,0.78,,,,,,
,Balangir,2019 - 2020,,,,,,0.79,,,,,,
,Baleshwar,2019 - 2020,,,,660.0,510.0,0.77,,,,,,
,Bargarh,2019 - 2020,,,,,,0.89,,,,,,
,Bhadrak,2019 - 2020,,,,100.0,80.0,0.8,,,,,,
,Boudh,2019 - 2020,,,,730.0,590.0,0.81,,,,,,
,Cuttack,2019 - 2020,,,,660.0,510.0,0.77,,,,,,
,Deogarh,2019 - 2020,,,,70.0,50.0,0.71,,,,,,
,Dhenkanal,2019 - 2020,,,,680.0,520.0,0.76,,,,,,
,Gajapati,2019 - 2020,,,,210.0,160.0,0.76,,,,,,
,Ganjam,2019 - 2020,,,,,,0.77,,,,,,
,Jagatsinghapur,2019 - 2020,,,,100.0,80.0,0.8,,,,,,
,Jajapur,2019 - 2020,,,,350.0,260.0,0.74,,,,,,
,Jharsuguda,2019 - 2020,,,,380.0,300.0,0.79,,,,,,
,Kalahandi,2019 - 2020,,,,,,0.76,,,,,,
,Kandhamal,2019 - 2020,,,,730.0,530.0,0.73,,,,,,
,Kendrapara,2019 - 2020,,,,140.0,110.0,0.79,,,,,,
,Kendujhar,2019 - 2020,,,,,,0.74,,,,,,
,Khordha,2019 - 2020,,,,170.0,130.0,0.76,,,,,,
,Koraput,2019 - 2020,,,,,,0.74,,,,,,
,Malkangiri,2019 - 2020,,,,300.0,230.0,0.77,,,,,,
,Mayurbhanj,2019 - 2020,,,,,,0.78,,,,,,
,Nabarangpur,2019 - 2020,,,,,,0.77,,,,,,
,Nayagarh,2019 - 2020,,,,970.0,730.0,0.75,,,,,,
,Nuapada,2019 - 2020,,,,920.0,630.0,0.68,,,,,,
,Puri,2019 - 2020,,,,60.0,50.0,0.83,,,,,,
,Rayagada,2019 - 2020,,,,,,0.74,,,,,,
,Sambalpur,2019 - 2020,,,,500.0,390.0,0.78,,,,,,
,Sonepur,2019 - 2020,,,,,790.0,0.79,,,,,,
,Sundargarh,2019 - 2020,,,,,930.0,0.75,,,,,,
Punjab,Amritsar,2005 - 2006,,,,300.0,400.0,1.33,,,,,,
,,2006 - 2007,,,,100.0,100.0,1.0,,,,,,
,,2010 - 2011,,,,400.0,500.0,1.25,,,,,,
,,2011 - 2012,,,,100.0,100.0,1.0,,,,,,
,,2014 - 2015,,,,400.0,430.0,1.08,,,,,,
,,2015 - 2016,,,,600.0,900.0,1.5,,,,,,
,,2016 - 2017,,,,800.0,800.0,1.0,,,,,,
,,2017 - 2018,,,,800.0,300.0,0.38,,,,,,
,,2018 - 2019,,,,700.0,400.0,0.57,,,,,,
,,2019 - 2020,,,,900.0,500.0,0.56,,,,,,
,,2021 - 2022,,,,400.0,200.0,0.5,,,,,,
,Firozepur,2005 - 2006,,,,100.0,100.0,1.0,,,,,,
,,2006 - 2007,,,,100.0,100.0,1.0,,,,,,
,,2008 - 2009,,,,100.0,100.0,1.0,,,,,,
,,2014 - 2015,,,,100.0,90.0,0.9,,,,,,
,,2016 - 2017,,,,100.0,100.0,1.0,,,,,,
,,2017 - 2018,,,,100.0,100.0,1.0,,,,,,
,,2018 - 2019,,,,200.0,300.0,1.5,,,,,,
,,2019 - 2020,,,,100.0,100.0,1.0,,,,,,
,,2021 - 2022,,,,100.0,100.0,1.0,,,,,,
,Gurdaspur,2005 - 2006,,,,100.0,,0.0,,,,,,
,,2006 - 2007,,,,100.0,100.0,1.0,,,,,,
,,2009 - 2010,,,,100.0,100.0,1.0,,,,,,
,,2010 - 2011,,,,200.0,200.0,1.0,,,,,,
,,2011 - 2012,,,,200.0,200.0,1.0,,,,,,
,,2014 - 2015,,,,100.0,90.0,0.9,,,,,,
,,2019 - 2020,,,,100.0,100.0,1.0,,,,,,
,Hoshiarpur,2005 - 2006,,,,400.0,400.0,1.0,,,,,,
,,2006 - 2007,,,,300.0,300.0,1.0,,,,,,
,,2008 - 2009,,,,200.0,200.0,1.0,,,,,,
,,2009 - 2010,,,,300.0,300.0,1.0,,,,,,
,,2010 - 2011,,,,200.0,200.0,1.0,,,,,,
,,2011 - 2012,,,,300.0,400.0,1.33,,,,,,
,,2012 - 2013,,,,200.0,200.0,1.0,,,,,,
,,2013 - 2014,,,,200.0,260.0,1.3,,,,,,
,,2014 - 2015,,,,200.0,260.0,1.3,,,,,,
,,2015 - 2016,,,,200.0,300.0,1.5,,,,,,
,,2016 - 2017,,,,200.0,300.0,1.5,,,,,,
,,2021 - 2022,,,,200.0,200.0,1.0,,,,,,
,Jalandhar,2005 - 2006,,,,200.0,200.0,1.0,,,,,,
,,2006 - 2007,,,,100.0,100.0,1.0,,,,,,
,,2008 - 2009,,,,100.0,100.0,1.0,,,,,,
,,2009 - 2010,,,,100.0,100.0,1.0,,,,,,
,,2010 - 2011,,,,100.0,100.0,1.0,,,,,,
,,2013 - 2014,,,,200.0,210.0,1.05,,,,,,
,,2014 - 2015,,,,100.0,110.0,1.1,,,,,,
,,2015 - 2016,,,,100.0,100.0,1.0,,,,,,
,,2016 - 2017,,,,100.0,100.0,1.0,,,,,,
,,2017 - 2018,,,,100.0,100.0,1.0,,,,,,
,,2018 - 2019,,,,100.0,100.0,1.0,,,,,,
,,2019 - 2020,,,,100.0,100.0,1.0,,,,,,
,,2021 - 2022,,,,100.0,100.0,1.0,,,,,,
,Kapurthala,2005 - 2006,,,,100.0,100.0,1.0,,,,,,
,,2006 - 2007,,,,100.0,100.0,1.0,,,,,,
,,2010 - 2011,,,,100.0,100.0,1.0,,,,,,
,,2014 - 2015,,,,100.0,140.0,1.4,,,,,,
,,2015 - 2016,,,,100.0,200.0,2.0,,,,,,
,,2017 - 2018,,,,100.0,100.0,1.0,,,,,,
,,2018 - 2019,,,,100.0,200.0,2.0,,,,,,
,,2021 - 2022,,,,100.0,100.0,1.0,,,,,,
,Ludhiana,2005 - 2006,,,,400.0,500.0,1.25,,,,,,
,,2006 - 2007,,,,500.0,700.0,1.4,,,,,,
,,2008 - 2009,,,,200.0,300.0,1.5,,,,,,
,,2009 - 2010,,,,300.0,400.0,1.33,,,,,,
,,2010 - 2011,,,,300.0,400.0,1.33,,,,,,
,,2011 - 2012,,,,300.0,400.0,1.33,,,,,,
,,2012 - 2013,,,,300.0,500.0,1.67,,,,,,
,,2013 - 2014,,,,300.0,450.0,1.5,,,,,,
,,2014 - 2015,,,,300.0,450.0,1.5,,,,,,
,,2015 - 2016,,,,400.0,600.0,1.5,,,,,,
,,2016 - 2017,,,,200.0,300.0,1.5,,,,,,
,,2017 - 2018,,,,100.0,300.0,3.0,,,,,,
,,2018 - 2019,,,,100.0,100.0,1.0,,,,,,
,,2019 - 2020,,,,100.0,100.0,1.0,,,,,,
,,2020 - 2021,,,,200.0,300.0,1.5,,,,,,
,,2021 - 2022,,,,100.0,100.0,1.0,,,,,,
,Mansa,2018 - 2019,,,,100.0,100.0,1.0,,,,,,
,Moga,2015 - 2016,,,,100.0,100.0,1.0,,,,,,
,Muktsar,2005 - 2006,,,,100.0,100.0,1.0,,,,,,
,,2006 - 2007,,,,100.0,100.0,1.0,,,,,,
,Nawanshahr,2011 - 2012,,,,100.0,100.0,1.0,,,,,,
,,2013 - 2014,,,,100.0,170.0,1.7,,,,,,
,,2014 - 2015,,,,100.0,120.0,1.2,,,,,,
,,2015 - 2016,,,,100.0,200.0,2.0,,,,,,
,,2018 - 2019,,,,100.0,100.0,1.0,,,,,,
,,2021 - 2022,,,,100.0,100.0,1.0,,,,,,
,Patiala,2005 - 2006,,,,,,1.29,,,,,,
,,2006 - 2007,,,,,,1.25,,,,,,
,,2008 - 2009,,,,,,1.25,,,,,,
,,2009 - 2010,,,,600.0,700.0,1.17,,,,,,
,,2010 - 2011,,,,,,1.29,,,,,,
,,2011 - 2012,,,,,,1.29,,,,,,
,,2014 - 2015,,,,400.0,460.0,1.15,,,,,,
,,2015 - 2016,,,,,,1.5,,,,,,
,,2016 - 2017,,,,,,1.5,,,,,,
,,2018 - 2019,,,,,,1.5,,,,,,
,,2021 - 2022,,,,,,1.06,,,,,,
,Sangrur,2005 - 2006,,,,400.0,400.0,1.0,,,,,,
,,2006 - 2007,,,,400.0,400.0,1.0,,,,,,
,,2008 - 2009,,,,100.0,100.0,1.0,,,,,,
,,2009 - 2010,,,,100.0,100.0,1.0,,,,,,
,,2010 - 2011,,,,300.0,500.0,1.67,,,,,,
,,2011 - 2012,,,,300.0,400.0,1.33,,,,,,
,,2012 - 2013,,,,300.0,400.0,1.33,,,,,,
,,2014 - 2015,,,,400.0,410.0,1.03,,,,,,
,,2015 - 2016,,,,400.0,700.0,1.75,,,,,,
,,2016 - 2017,,,,100.0,200.0,2.0,,,,,,
,,2017 - 2018,,,,500.0,900.0,1.8,,,,,,
,,2018 - 2019,,,,400.0,700.0,1.75,,,,,,
,,2019 - 2020,,,,400.0,600.0,1.5,,,,,,
,,2021 - 2022,,,,300.0,500.0,1.67,,,,,,
,Tarn taran,2006 - 2007,,,,100.0,100.0,1.0,,,,,,
,,2008 - 2009,,,,100.0,,0.0,,,,,,
,,2009 - 2010,,,,100.0,100.0,1.0,,,,,,
,,2010 - 2011,,,,200.0,300.0,1.5,,,,,,
,,2011 - 2012,,,,100.0,100.0,1.0,,,,,,
,,2012 - 2013,,,,100.0,100.0,1.0,,,,,,
,,2013 - 2014,,,,100.0,170.0,1.7,,,,,,
,,2015 - 2016,,,,100.0,100.0,1.0,,,,,,
,,2016 - 2017,,,,200.0,300.0,1.5,,,,,,
,,2017 - 2018,,,,200.0,100.0,0.5,,,,,,
,,2019 - 2020,,,,100.0,100.0,1.0,,,,,,
,,2021 - 2022,,,,100.0,100.0,1.0,,,,,,
Rajasthan,Ajmer,2000 - 2001,,,,56.0,93.0,1.66,,,,,,
,,2001 - 2002,,,,147.0,208.0,1.41,,,,,,
,,2002 - 2003,,,,22.0,24.0,1.09,,,,,,
,,2003 - 2004,,,,127.0,223.0,1.76,,,,,,
,,2005 - 2006,,,,217.0,527.0,2.43,,,,,,
,,2006 - 2007,,,,249.0,426.0,1.71,,,,,,
,,2013 - 2014,,,,340.0,608.0,1.79,,,,,,
,,2014 - 2015,,,,519.0,960.0,1.85,,,,,,
,,2015 - 2016,,,,736.0,,1.83,,,,,,
,,2016 - 2017,,,,976.0,,1.57,,,,,,
,,2017 - 2018,,,,439.0,787.0,1.79,,,,,,
,,2018 - 2019,,,,576.0,,2.79,,,,,,
,,2019 - 2020,,,,684.0,,3.85,,,,,,
,,2020 - 2021,,,,683.0,,2.33,,,,,,
,,2021 - 2022,,,,,,3.86,,,,,,
,,2022 - 2023,,,,929.0,,2.8,,,,,,
,Alwar,2000 - 2001,,,,512.0,590.0,1.15,,,,,,
,,2001 - 2002,,,,515.0,570.0,1.11,,,,,,
,,2002 - 2003,,,,380.0,460.0,1.21,,,,,,
,,2003 - 2004,,,,579.0,,1.94,,,,,,
,,2005 - 2006,,,,2.0,4.0,2.0,,,,,,
,,2006 - 2007,,,,47.0,46.0,0.98,,,,,,
,,2007 - 2008,,,,102.0,168.0,1.65,,,,,,
,,2008 - 2009,,,,139.0,77.0,0.55,,,,,,
,,2009 - 2010,,,,109.0,60.0,0.55,,,,,,
,,2010 - 2011,,,,162.0,285.0,1.76,,,,,,
,,2011 - 2012,,,,51.0,51.0,1.0,,,,,,
,,2012 - 2013,,,,63.0,33.0,0.52,,,,,,
,,2013 - 2014,,,,226.0,222.0,0.98,,,,,,
,,2014 - 2015,,,,350.0,983.0,2.81,,,,,,
,,2015 - 2016,,,,476.0,,3.31,,,,,,
,,2016 - 2017,,,,481.0,,2.48,,,,,,
,,2017 - 2018,,,,413.0,,2.45,,,,,,
,,2018 - 2019,,,,288.0,844.0,2.93,,,,,,
,,2019 - 2020,,,,376.0,,3.53,,,,,,
,,2020 - 2021,,,,408.0,,2.92,,,,,,
,,2021 - 2022,,,,276.0,,3.64,,,,,,
,,2022 - 2023,,,,249.0,865.0,3.47,,,,,,
,Banswara,2000 - 2001,,,,5.0,4.0,0.8,,,,,,
,,2001 - 2002,,,,4.0,3.0,0.75,,,,,,
,,2002 - 2003,,,,4.0,1.0,0.25,,,,,,
,,2003 - 2004,,,,8.0,6.0,0.75,,,,,,
,,2004 - 2005,,,,,,0.7,,,,,,
,,2005 - 2006,,,,28.0,20.0,0.71,,,,,,
,,2006 - 2007,,,,4.0,6.0,1.5,,,,,,
,,2007 - 2008,,,,8.0,6.0,0.75,,,,,,
,,2009 - 2010,,,,2.0,1.0,0.5,,,,,,
,,2010 - 2011,,,,2.0,1.0,0.5,,,,,,
,,2011 - 2012,,,,3.0,3.0,1.0,,,,,,
,,2012 - 2013,,,,6.0,5.0,0.83,,,,,,
,,2013 - 2014,,,,2.0,1.0,0.5,,,,,,
,,2014 - 2015,,,,1.0,1.0,1.0,,,,,,
,,2015 - 2016,,,,1.0,1.0,1.0,,,,,,
,,2016 - 2017,,,,4.0,3.0,0.75,,,,,,
,,2018 - 2019,,,,19.0,145.0,7.63,,,,,,
,,2019 - 2020,,,,1.0,1.0,1.0,,,,,,
,Baran,2000 - 2001,,,,432.0,558.0,1.29,,,,,,
,,2001 - 2002,,,,304.0,482.0,1.59,,,,,,
,,2002 - 2003,,,,138.0,256.0,1.86,,,,,,
,,2003 - 2004,,,,191.0,270.0,1.41,,,,,,
,,2004 - 2005,,,,96.0,,0.0,,,,,,
,,2005 - 2006,,,,127.0,358.0,2.82,,,,,,
,,2006 - 2007,,,,61.0,115.0,1.89,,,,,,
,,2007 - 2008,,,,56.0,113.0,2.02,,,,,,
,,2008 - 2009,,,,43.0,94.0,2.19,,,,,,
,,2009 - 2010,,,,27.0,46.0,1.7,,,,,,
,,2010 - 2011,,,,32.0,57.0,1.78,,,,,,
,,2011 - 2012,,,,28.0,60.0,2.14,,,,,,
,,2012 - 2013,,,,27.0,57.0,2.11,,,,,,
,,2013 - 2014,,,,23.0,32.0,1.39,,,,,,
,,2014 - 2015,,,,24.0,35.0,1.46,,,,,,
,,2015 - 2016,,,,27.0,45.0,1.67,,,,,,
,,2016 - 2017,,,,33.0,118.0,3.58,,,,,,
,,2017 - 2018,,,,8.0,15.0,1.88,,,,,,
,,2018 - 2019,,,,11.0,23.0,2.09,,,,,,
,,2019 - 2020,,,,38.0,89.0,2.34,,,,,,
,,2020 - 2021,,,,21.0,52.0,2.48,,,,,,
,,2021 - 2022,,,,38.0,77.0,2.03,,,,,,
,,2022 - 2023,,,,42.0,91.0,2.17,,,,,,
,Barmer,2006 - 2007,,,,4.0,5.0,1.25,,,,,,
,,2013 - 2014,,,,2.0,2.0,1.0,,,,,,
,,2016 - 2017,,,,1.0,,0.0,,,,,,
,Bharatpur,2000 - 2001,,,,196.0,332.0,1.69,,,,,,
,,2001 - 2002,,,,194.0,359.0,1.85,,,,,,
,,2002 - 2003,,,,121.0,148.0,1.22,,,,,,
,,2003 - 2004,,,,152.0,264.0,1.74,,,,,,
,,2005 - 2006,,,,83.0,137.0,1.65,,,,,,
,,2006 - 2007,,,,35.0,64.0,1.83,,,,,,
,,2007 - 2008,,,,138.0,176.0,1.28,,,,,,
,,2008 - 2009,,,,89.0,175.0,1.97,,,,,,
,,2009 - 2010,,,,149.0,376.0,2.52,,,,,,
,,2010 - 2011,,,,108.0,178.0,1.65,,,,,,
,,2011 - 2012,,,,46.0,69.0,1.5,,,,,,
,,2012 - 2013,,,,63.0,93.0,1.48,,,,,,
,,2013 - 2014,,,,66.0,100.0,1.52,,,,,,
,,2014 - 2015,,,,69.0,107.0,1.55,,,,,,
,,2015 - 2016,,,,97.0,503.0,5.19,,,,,,
,,2016 - 2017,,,,166.0,803.0,4.84,,,,,,
,,2017 - 2018,,,,130.0,752.0,5.78,,,,,,
,,2018 - 2019,,,,98.0,550.0,5.61,,,,,,
,,2019 - 2020,,,,65.0,297.0,4.57,,,,,,
,,2020 - 2021,,,,46.0,219.0,4.76,,,,,,
,,2021 - 2022,,,,29.0,184.0,6.34,,,,,,
,,2022 - 2023,,,,46.0,137.0,2.98,,,,,,
,Bhilwara,2000 - 2001,,,,95.0,104.0,1.09,,,,,,
,,2001 - 2002,,,,114.0,102.0,0.89,,,,,,
,,2002 - 2003,,,,72.0,90.0,1.25,,,,,,
,,2003 - 2004,,,,83.0,98.0,1.18,,,,,,
,,2005 - 2006,,,,45.0,43.0,0.96,,,,,,
,,2006 - 2007,,,,44.0,44.0,1.0,,,,,,
,,2007 - 2008,,,,63.0,110.0,1.75,,,,,,
,,2008 - 2009,,,,87.0,87.0,1.0,,,,,,
,,2009 - 2010,,,,32.0,31.0,0.97,,,,,,
,,2010 - 2011,,,,52.0,52.0,1.0,,,,,,
,,2011 - 2012,,,,19.0,24.0,1.26,,,,,,
,,2012 - 2013,,,,41.0,4.0,0.1,,,,,,
,,2013 - 2014,,,,105.0,387.0,3.69,,,,,,
,,2014 - 2015,,,,121.0,454.0,3.75,,,,,,
,,2015 - 2016,,,,150.0,615.0,4.1,,,,,,
,,2016 - 2017,,,,146.0,191.0,1.31,,,,,,
,,2017 - 2018,,,,88.0,347.0,3.94,,,,,,
,,2018 - 2019,,,,18.0,98.0,5.44,,,,,,
,,2019 - 2020,,,,97.0,230.0,2.37,,,,,,
,,2020 - 2021,,,,30.0,89.0,2.97,,,,,,
,,2021 - 2022,,,,97.0,199.0,2.05,,,,,,
,,2022 - 2023,,,,92.0,176.0,1.91,,,,,,
,Bikaner,2000 - 2001,,,,23.0,30.0,1.3,,,,,,
,,2001 - 2002,,,,30.0,16.0,0.53,,,,,,
,,2002 - 2003,,,,14.0,7.0,0.5,,,,,,
,,2003 - 2004,,,,71.0,35.0,0.49,,,,,,
,,2005 - 2006,,,,11.0,11.0,1.0,,,,,,
,,2006 - 2007,,,,24.0,24.0,1.0,,,,,,
,,2008 - 2009,,,,12.0,12.0,1.0,,,,,,
,,2010 - 2011,,,,1.0,1.0,1.0,,,,,,
,,2011 - 2012,,,,2.0,2.0,1.0,,,,,,
,,2012 - 2013,,,,26.0,26.0,1.0,,,,,,
,,2014 - 2015,,,,11.0,7.0,0.64,,,,,,
,,2015 - 2016,,,,2.0,10.0,5.0,,,,,,
,,2016 - 2017,,,,18.0,18.0,1.0,,,,,,
,,2017 - 2018,,,,7.0,8.0,1.14,,,,,,
,,2018 - 2019,,,,11.0,14.0,1.27,,,,,,
,,2019 - 2020,,,,27.0,29.0,1.07,,,,,,
,,2020 - 2021,,,,17.0,19.0,1.12,,,,,,
,,2021 - 2022,,,,17.0,18.0,1.06,,,,,,
,,2022 - 2023,,,,9.0,135.0,15.0,,,,,,
,Bundi,2000 - 2001,,,,,,0.91,,,,,,
,,2001 - 2002,,,,,,1.02,,,,,,
,,2002 - 2003,,,,772.0,770.0,1.0,,,,,,
,,2003 - 2004,,,,,,1.48,,,,,,
,,2005 - 2006,,,,,,6.33,,,,,,
,,2006 - 2007,,,,852.0,,1.55,,,,,,
,,2007 - 2008,,,,791.0,796.0,1.01,,,,,,
,,2008 - 2009,,,,761.0,,1.49,,,,,,
,,2009 - 2010,,,,368.0,719.0,1.95,,,,,,
,,2010 - 2011,,,,751.0,426.0,0.57,,,,,,
,,2011 - 2012,,,,861.0,,2.01,,,,,,
,,2012 - 2013,,,,918.0,,2.98,,,,,,
,,2013 - 2014,,,,,,3.01,,,,,,
,,2014 - 2015,,,,819.0,,3.0,,,,,,
,,2015 - 2016,,,,866.0,,3.03,,,,,,
