crop,n_rows,n_classes,dropped,acc_mean,acc_std,f1_mean,f1_std,f1_high_mean,f1_high_std,f1_low_mean,f1_low_std,f1_medium_mean,f1_medium_std
other_oilseeds,223,3,none,0.8746464646464644,0.040938884275090036,0.8738730641536158,0.040904883715043694,0.8929,0.0958,0.9208,0.0222,0.6786,0.0998
sugarcane,663,3,none,0.8687514240145818,0.017155498881834378,0.8681914092087485,0.014254794056768258,0.9223,0.0132,0.7389,0.0549,0.7572,0.0376
mesta,258,3,none,0.8529411764705882,0.034895944030337286,0.8472909383962033,0.04787175058233801,0.9464,0.0161,0.5131,0.2622,0.7797,0.0527
onion,573,3,none,0.8412967200610222,0.04224387139142817,0.8422867154519041,0.041798076970089935,0.8597,0.0379,0.8013,0.0911,0.8381,0.0426
peas_and_beans,518,3,none,0.8300970873786409,0.03145752389383067,0.8292484023456133,0.032500328408774405,0.7066,0.0221,0.8148,0.055,0.8585,0.025
sweet_potato,457,3,none,0.8290969899665551,0.04988284240907,0.8286956560740076,0.04924704937448626,0.8853,0.0342,0.7176,0.132,0.7914,0.0633
groundnut,583,2,High,0.8285293250810494,0.03235543427777488,0.8283408927968481,0.03282239695070044,,,0.8658,0.0244,0.7621,0.0488
garlic,439,3,none,0.808594566353187,0.023727466025344736,0.8088832190123136,0.02385909764550145,0.8186,0.0314,0.8336,0.0314,0.7786,0.0437
cowpea_lobia,231,3,none,0.8098982423681775,0.05713529850703357,0.8080839818634477,0.06262878946575402,0.6543,0.1409,0.8104,0.0746,0.846,0.0492
ragi,379,3,none,0.8021052631578947,0.04162222930477376,0.8005947065455503,0.04289159707615427,0.8254,0.0643,0.8369,0.0683,0.7626,0.0612
turmeric,502,3,none,0.792811881188119,0.032952994002726825,0.7921643081126634,0.03325023765818014,0.8379,0.0287,0.7708,0.0336,0.7643,0.0604
potato,600,3,none,0.7933333333333333,0.021984843263788204,0.790194851157904,0.022843887072114006,0.7749,0.0351,0.5064,0.1374,0.8302,0.0202
coriander,406,3,none,0.7832580548027702,0.02280640826827673,0.7822403065120211,0.023688049888580254,0.7857,0.1037,0.7795,0.0385,0.7821,0.0197
banana,405,3,none,0.782716049382716,0.05499026531190145,0.7791017012793059,0.0533019413470435,0.8561,0.0363,0.669,0.1353,0.6739,0.059
barley,328,3,none,0.7713752913752913,0.02710481652265925,0.7707647491139183,0.026065316526616037,0.864,0.0355,0.7116,0.0584,0.6995,0.0301
rapeseed_and_mustard,656,3,none,0.7637173259310664,0.020495614033539826,0.7631367371541393,0.021086008939256804,0.7976,0.0226,0.8003,0.0218,0.7093,0.0266
rice,720,3,none,0.7597222222222222,0.022652092264305708,0.7589068389309397,0.023840409559671465,0.8114,0.0236,0.5544,0.047,0.7431,0.0333
sunflower,483,3,none,0.7557345360824742,0.05222825429100107,0.757320482527894,0.051280764088602465,0.8416,0.0584,0.4071,0.0863,0.7083,0.0619
dry_chillies,577,3,none,0.7556521739130434,0.018214294017428214,0.7544224734131404,0.01896135588847085,0.7146,0.0407,0.6898,0.0342,0.7956,0.021
ginger,444,3,none,0.75232379979571,0.03045828423392087,0.750247366712593,0.028846861085022765,0.8599,0.0369,0.6819,0.0573,0.6522,0.0209
tobacco,352,3,none,0.7471629778672032,0.03285748169184372,0.7454731566092468,0.03248796846166373,0.7936,0.0297,0.7648,0.0565,0.6951,0.0367
wheat,630,3,none,0.7238095238095237,0.028127055788364042,0.7254459975677194,0.026716433314099522,0.8545,0.0315,0.6803,0.0632,0.6519,0.0299
bajra,501,3,none,0.7227128712871288,0.04267460428403456,0.7212942059796619,0.046178192797792256,0.8159,0.0394,0.6215,0.1217,0.7034,0.0438
other_rabi_pulses,602,3,none,0.7226997245179063,0.036519944339639225,0.718477999967743,0.03798116871161084,0.7614,0.0354,0.1333,0.2667,0.687,0.045
sannhamp,304,3,none,0.7107103825136611,0.07532552505515658,0.708912947312351,0.07141542125167727,0.6658,0.072,0.7863,0.0839,0.6331,0.0786
linseed,433,3,none,0.709115209836942,0.03432112457037413,0.7075963722245762,0.035974015451453546,0.7698,0.0537,0.704,0.0341,0.656,0.0505
cotton,454,3,none,0.7071062271062271,0.024996182402503894,0.7043412864781303,0.026383491593418868,0.8182,0.0375,0.624,0.0704,0.5892,0.0308
jowar,521,3,none,0.7122161172161172,0.035762510880133803,0.7013231421659301,0.03390601976702667,0.2888,0.1997,0.6341,0.0813,0.7954,0.0344
castorseed,390,3,none,0.7025641025641025,0.03181967601536119,0.6992602372237097,0.030497243476027967,0.7797,0.1287,0.7404,0.0452,0.6222,0.0494
soyabean,425,3,none,0.7035294117647058,0.026201244060376563,0.6979947456383582,0.029190380964511427,0.613,0.0725,0.6522,0.0678,0.7585,0.0265
arhar_tur,665,3,none,0.6992481203007518,0.02516270756493458,0.6977998319078116,0.022621235362147937,0.7844,0.0415,0.4518,0.0751,0.6973,0.0313
moong,675,3,none,0.6933333333333335,0.018503697773032318,0.6929349753143376,0.01844494155518193,0.6678,0.0514,0.7315,0.0417,0.6922,0.014
small_millets,554,3,none,0.6913677313677313,0.02470102125270716,0.6906388010094666,0.02451738681272815,0.6947,0.0487,0.6737,0.0475,0.6955,0.0312
horse_gram,328,3,none,0.6886247086247087,0.06510275435327303,0.6883869779876918,0.06437332839591763,0.7356,0.0783,0.6657,0.052,0.666,0.0832
urad,664,3,none,0.6882889040783778,0.02799350683449066,0.6883700560741184,0.028572508839088868,0.7525,0.0507,0.6196,0.0585,0.6774,0.0327
masoor,469,3,none,0.6886753603294441,0.026659233008954297,0.6858144311883658,0.02829422390191268,0.6382,0.0432,0.621,0.0773,0.7408,0.0278
gram,641,3,none,0.6817223837209302,0.024695779045625643,0.6795187724479234,0.02659042941672616,0.5895,0.0639,0.6698,0.0384,0.7236,0.0139
niger_seed,224,3,none,0.6784848484848485,0.05038328756391738,0.6783593807270804,0.04769458499338394,0.777,0.0277,0.5814,0.0948,0.6273,0.0705
other_kharif_pulses,586,3,none,0.6706794147472114,0.0553419674397156,0.6699379412198396,0.055258807433980865,0.6315,0.0805,0.6306,0.0495,0.7053,0.0507
maize,723,3,none,0.6624808429118774,0.030481473749188394,0.6618120613669449,0.029073723808772114,0.7432,0.0472,0.6609,0.0536,0.633,0.0273
safflower,247,3,none,0.6351020408163265,0.06644115683783049,0.6264610855256738,0.062100888850888436,0.7388,0.0947,0.3215,0.0856,0.5901,0.0756
other_cereals,229,3,none,0.624927536231884,0.056758330547475026,0.6222076689181281,0.056744132758120555,0.7082,0.0378,0.5101,0.1142,0.5792,0.0835
sesamum,686,3,none,0.6209034169046863,0.031171007335447955,0.6215141276827738,0.031366225267845806,0.646,0.0271,0.6214,0.0647,0.6038,0.0321
