crop,n_rows,n_classes,dropped,acc_mean,acc_std,f1_mean,f1_std
other_oilseeds,223,3,none,0.8746464646464644,0.040938884275090036,0.8738730641536158,0.040904883715043694
sugarcane,663,3,none,0.8687514240145818,0.017155498881834378,0.8681914092087485,0.014254794056768258
mesta,258,3,none,0.8529411764705882,0.034895944030337286,0.8472909383962033,0.04787175058233801
onion,573,3,none,0.8412967200610222,0.04224387139142817,0.8422867154519041,0.041798076970089935
peas_and_beans,518,3,none,0.8300970873786409,0.03145752389383067,0.8292484023456133,0.032500328408774405
sweet_potato,457,3,none,0.8290969899665551,0.04988284240907,0.8286956560740076,0.04924704937448626
groundnut,583,2,High,0.8285293250810494,0.03235543427777488,0.8283408927968481,0.03282239695070044
garlic,439,3,none,0.808594566353187,0.023727466025344736,0.8088832190123136,0.02385909764550145
cowpea_lobia,231,3,none,0.8098982423681775,0.05713529850703357,0.8080839818634477,0.06262878946575402
ragi,379,3,none,0.8021052631578947,0.04162222930477376,0.8005947065455503,0.04289159707615427
turmeric,502,3,none,0.792811881188119,0.032952994002726825,0.7921643081126634,0.03325023765818014
potato,600,3,none,0.7933333333333333,0.021984843263788204,0.790194851157904,0.022843887072114006
coriander,406,3,none,0.7832580548027702,0.02280640826827673,0.7822403065120211,0.023688049888580254
banana,405,3,none,0.782716049382716,0.05499026531190145,0.7791017012793059,0.0533019413470435
barley,328,3,none,0.7713752913752913,0.02710481652265925,0.7707647491139183,0.026065316526616037
rapeseed_and_mustard,656,3,none,0.7637173259310664,0.020495614033539826,0.7631367371541393,0.021086008939256804
rice,720,3,none,0.7597222222222222,0.022652092264305708,0.7589068389309397,0.023840409559671465
sunflower,483,3,none,0.7557345360824742,0.05222825429100107,0.757320482527894,0.051280764088602465
dry_chillies,577,3,none,0.7556521739130434,0.018214294017428214,0.7544224734131404,0.01896135588847085
ginger,444,3,none,0.75232379979571,0.03045828423392087,0.750247366712593,0.028846861085022765
tobacco,352,3,none,0.7471629778672032,0.03285748169184372,0.7454731566092468,0.03248796846166373
wheat,630,3,none,0.7238095238095237,0.028127055788364042,0.7254459975677194,0.026716433314099522
bajra,501,3,none,0.7227128712871288,0.04267460428403456,0.7212942059796619,0.046178192797792256
other_rabi_pulses,602,3,none,0.7226997245179063,0.036519944339639225,0.718477999967743,0.03798116871161084
sannhamp,304,3,none,0.7107103825136611,0.07532552505515658,0.708912947312351,0.07141542125167727
linseed,433,3,none,0.709115209836942,0.03432112457037413,0.7075963722245762,0.035974015451453546
cotton,454,3,none,0.7071062271062271,0.024996182402503894,0.7043412864781303,0.026383491593418868
jowar,521,3,none,0.7122161172161172,0.035762510880133803,0.7013231421659301,0.03390601976702667
castorseed,390,3,none,0.7025641025641025,0.03181967601536119,0.6992602372237097,0.030497243476027967
soyabean,425,3,none,0.7035294117647058,0.026201244060376563,0.6979947456383582,0.029190380964511427
arhar_tur,665,3,none,0.6992481203007518,0.02516270756493458,0.6977998319078116,0.022621235362147937
moong,675,3,none,0.6933333333333335,0.018503697773032318,0.6929349753143376,0.01844494155518193
small_millets,554,3,none,0.6913677313677313,0.02470102125270716,0.6906388010094666,0.02451738681272815
horse_gram,328,3,none,0.6886247086247087,0.06510275435327303,0.6883869779876918,0.06437332839591763
urad,664,3,none,0.6882889040783778,0.02799350683449066,0.6883700560741184,0.028572508839088868
masoor,469,3,none,0.6886753603294441,0.026659233008954297,0.6858144311883658,0.02829422390191268
gram,641,3,none,0.6817223837209302,0.024695779045625643,0.6795187724479234,0.02659042941672616
niger_seed,224,3,none,0.6784848484848485,0.05038328756391738,0.6783593807270804,0.04769458499338394
other_kharif_pulses,586,3,none,0.6706794147472114,0.0553419674397156,0.6699379412198396,0.055258807433980865
maize,723,3,none,0.6624808429118774,0.030481473749188394,0.6618120613669449,0.029073723808772114
safflower,247,3,none,0.6351020408163265,0.06644115683783049,0.6264610855256738,0.062100888850888436
other_cereals,229,3,none,0.624927536231884,0.056758330547475026,0.6222076689181281,0.056744132758120555
sesamum,686,3,none,0.6209034169046863,0.031171007335447955,0.6215141276827738,0.031366225267845806
