feature,importance
swvl1_amplitude,0.34660286
tp_kharif_std,0.33668303
cvh,0.24821135
runoff_ratio_rabi_mean,0.22584185
soil_air_diff_rabi_mean,0.21351722
t2m_amplitude,0.20686106
runoff_ratio_zaid_mean,0.19537082
GDD_kharif,0.1904879
humidity_variability,0.18760264
e_rabi_mean,0.17763887
humidity_stress_index,0.16389778
e_zaid_std,0.15737829
soil_moisture_seasonality,0.15502867
tp_zaid_mean,0.15470289
GDD_rabi,0.15083613
swvl1_zaid_std,0.14796695
tp_kharif_mean,0.13805792
swvl1_rabi_mean,0.13505459
swvl1_rabi_std,0.13403125
soil_air_diff_zaid_mean,0.13332918
runoff_ratio_kharif_mean,0.12106357
e_zaid_mean,0.10514164
tp_kharif_fraction,0.10441653
e_rabi_std,0.10144267
soil_air_diff_rabi_std,0.08886875
e_kharif_mean,0.0873823
water_retention_index,0.086813636
soil_air_diff_kharif_std,0.06946384
e_kharif_std,0.06559461
swvl1_stability,0.055357195
swvl1_kharif_mean,0.05500835
t2m_peak_sin,0.05461669
soil_air_diff_kharif_mean,0.043044128
t2m_peak_cos,0.026452312
heat_months_30C,0.0044972277
heat_months_35C,0.0
