feature,importance
swvl1_zaid_std,0.24411173
runoff_ratio_rabi_mean,0.20198846
water_retention_index,0.19743553
e_rabi_mean,0.18792167
GDD_rabi,0.18384568
e_kharif_mean,0.16974601
soil_moisture_seasonality,0.16781874
swvl1_kharif_mean,0.1634859
humidity_stress_index,0.16338381
soil_air_diff_rabi_std,0.16158493
humidity_variability,0.16051936
t2m_amplitude,0.1566846
tp_kharif_std,0.15586631
e_rabi_std,0.15569453
runoff_ratio_zaid_mean,0.14784184
swvl1_amplitude,0.14224872
swvl1_rabi_std,0.13094532
GDD_kharif,0.11103435
e_zaid_std,0.101577595
soil_air_diff_kharif_std,0.094755195
soil_air_diff_rabi_mean,0.09442531
e_zaid_mean,0.08757562
soil_air_diff_zaid_mean,0.08541521
tp_kharif_mean,0.08506794
runoff_ratio_kharif_mean,0.079873644
soil_air_diff_kharif_mean,0.07056551
e_kharif_std,0.06986008
tp_kharif_fraction,0.06404735
swvl1_stability,0.06381155
cvh,0.061065853
swvl1_rabi_mean,0.060973227
tp_zaid_mean,0.059954096
heat_months_30C,0.011016121
t2m_peak_cos,0.0044797445
t2m_peak_sin,0.0028400873
heat_months_35C,0.00016285862
