Crop: Safflower,,,,,,,,,,,,,,,,,,,,,,,,,
S.No.,State,District,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005 - 2006,2006 - 2007,2007 - 2008,2008 - 2009,2009 - 2010,2010 - 2011,2011 - 2012,2012 - 2013,2013 - 2014,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023
,,,Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.),Yield (Ton./Ha.)
1,Madhya Pradesh,Barwani,,,,,,,,,,,,,,,,,4.17,0.39,,,,,
2,West Bengal,Nadia,,,2.8,0.16,1.42,,,,,,,,,,,,,,,,,,
3,West Bengal,24 paraganas north,,,,0.89,,,,2.73,,0.98,1.38,1.11,1.09,1.03,1.07,1.09,1.09,,,,,,
4,Telangana,Nizamabad,0.44,0.12,0.28,0.31,0.51,0.47,0.56,,0.6,0.43,0.6,0.59,,0.7,0.97,0.23,0.85,0.84,2.21,2.18,0.72,0.99,0.9
5,Maharashtra,Jalna,0.47,0.63,0.64,0.54,0.88,1.17,0.82,0.84,0.74,0.59,0.68,0.64,0.18,2.15,,0.28,1,,0.32,0.3,0.34,1.22,0.33
6,Chhattisgarh,Bilaspur,0.2,0.22,0.2,0.21,0.19,0.21,0.19,0.22,0.21,0.4,0.37,,0.36,2.13,,0.42,0.4,0.25,0.6,0.5,1,1,1
7,Maharashtra,Satara,0.53,0.39,0.2,0.12,0.62,0.17,0.5,0.27,0.45,0.46,0.45,0.36,0.4,1,2,0.4,1,1,0.19,0.47,1.12,,0.12
8,Maharashtra,Chhatrapati Sambhajinagar,0.21,0.51,0.29,0.31,0.53,0.73,0.86,0.82,0.73,0.52,0.8,0.62,0.3,1.91,0.33,0.2,0.43,0.94,,0.42,0.34,0.53,0.5
9,Karnataka,Bellary,0.53,0.39,0.26,0.25,0.33,0.33,0.43,0.62,0.37,0.31,0.37,0.23,0.45,1.67,0.29,0.39,0.29,1,0.36,0.55,1.02,0.81,0.89
10,Telangana,Mahbubnagar,0.44,0.34,0.41,0.31,0.45,0.47,0.23,,0.22,0.62,0.68,0.74,,0.7,0.75,1.67,0.69,0.57,,1,1,1,1
11,Andhra Pradesh,Anantapur,0.18,0.14,0.13,0.04,0.05,0.2,0.39,,0.39,0.43,0.69,0.75,1.65,0.71,0.28,0.77,0.25,,0.15,0.49,0.51,1.1,0.57
12,Jharkhand,Bokaro,,,,,,,,,,,,,,,,,,,,,,,1.64
13,Maharashtra,Buldhana,0.35,0.48,0.47,0.5,0.32,0.48,0.64,0.69,0.47,0.96,0.59,0.71,1.63,,0.5,0.4,0.5,1,0.79,1.05,0.69,0.85,0.87
14,Andhra Pradesh,Kadapa,0.25,,,,0.25,0.32,,,,,0.68,,1.6,,0.31,0.79,1,,0.16,0.49,0.52,0.61,0.59
15,Karnataka,Dharwad,0.94,0.55,0.49,0.15,0.66,1.06,1.15,1.14,1.55,0.96,1.18,0.48,0.34,0.56,0.65,0.27,0.13,0.62,0.4,0.99,0.55,0.73,0.79
16,Telangana,Rangareddi,0.44,0.34,0.53,0.49,0.45,0.73,0.71,,0.72,0.41,0.68,0.89,,1.03,0.74,0.77,1.02,0.57,0.6,1.1,1.26,1.52,0.95
17,Maharashtra,Beed,0.34,0.45,0.46,0.19,0.51,0.62,0.57,0.37,0.56,0.51,0.41,0.32,0.35,1.47,0.16,0.19,0.68,0.43,0.08,0.54,0.34,0.31,0.71
18,Karnataka,Bidar,1.06,1.45,1.3,1.31,0.81,1.25,1.36,1.46,1.24,1.35,1.28,1.23,0.98,1.02,1.01,0.91,0.96,1.3,0.95,1.31,0.89,1.04,1.19
19,West Bengal,Darjeeling,,,,,,,0.6,1.4,1,,1.38,,,,,,,,,,,,
20,West Bengal,Jalpaiguri,,,,,,,0.3,0.84,0.69,,1.28,,1.28,1.28,1.38,1.32,1.35,1.13,,,,,
21,Karnataka,Belgaum,0.53,0.57,0.55,0.26,0.48,0.72,0.57,0.55,0.75,0.52,1.32,0.43,0.32,0.56,0.77,0.27,0.57,1.08,0.77,0.72,0.56,0.68,0.56
22,Telangana,Siddipet,,,,,,,,,,,,,,,,,,,,,0.92,0.99,1.31
23,Maharashtra,Sangli,0.46,0.39,0.21,0.12,0.62,0.18,0.48,0.24,0.48,0.47,0.44,0.41,0.1,0.53,1.29,0.34,0.75,0.6,0.25,0.27,0.09,0.24,
24,Karnataka,Koppal,0.73,0.79,0.34,0.23,0.38,0.44,0.24,0.61,0.52,0.41,0.79,0.58,0.69,0.96,1.26,0.23,0.07,0.55,0.31,0.55,0.48,0.66,0.53
25,Jharkhand,Palamu,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.25,
26,West Bengal,Murshidabad,,,,,,,,1.25,1,,,1,,,,,,,,,,,
27,Jharkhand,Simdega,,,,,,,,,,,,,,,,,,1.15,1.2,0.63,,0.27,
28,Madhya Pradesh,Sidhi,0.1,,,,,,,,,,,,,,,,1.18,,,,,,
29,Karnataka,Haveri,0.56,0.54,0.44,0.29,0.9,0.73,0.68,0.85,0.73,0.73,0.41,1,0.7,0.86,1.15,0.29,0.5,0.58,0.73,0.64,0.79,0.88,0.5
30,Karnataka,Gulbarga,0.76,0.78,0.72,0.47,0.43,0.7,0.66,0.68,0.63,0.75,0.56,0.67,0.93,1.15,0.75,0.42,0.96,0.9,0.94,0.84,0.68,0.7,0.76
31,Maharashtra,Parbhani,0.51,0.77,0.64,0.58,0.31,0.6,0.64,0.68,0.6,0.62,0.4,0.58,0.54,0.45,0.42,0.18,0.65,0.48,0.44,0.46,1.1,1.14,0.62
32,Telangana,Nirmal,,,,,,,,,,,,,,,,,0.66,0.57,1.13,1.1,0.92,1,0.91
33,Madhya Pradesh,Umaria,,,,,,,,,,,,,,,,,1.13,,,,,,
34,Telangana,Adilabad,0.44,0.34,0.28,0.31,0.45,0.47,0.64,,,0.44,0.68,0.75,,0.71,0.76,0.67,,,0.63,1.13,1,0.97,0.89
35,Karnataka,Raichur,0.88,0.9,0.61,0.56,0.28,0.92,0.75,1.1,0.77,0.57,0.84,0.66,0.44,0.87,0.84,0.4,0.2,0.56,0.22,0.75,0.66,0.81,0.9
36,Telangana,Narayanapet,,,,,,,,,,,,,,,,,,,0.5,1.1,0.93,0.99,0.9
37,Maharashtra,Latur,0.48,0.32,0.34,0.36,0.43,0.54,0.58,0.73,0.51,0.39,0.66,0.61,0.7,0.71,0.29,0.22,0.73,0.47,0.29,1.09,0.48,0.58,0.74
38,Telangana,Medak,0.44,0.4,0.35,0.24,0.41,0.36,0.68,,0.44,0.42,0.68,0.73,,0.61,0.54,0.69,0.41,0.56,0.58,1.08,0.93,0.99,0.88
39,Karnataka,Gadag,0.81,0.78,0.32,0.36,0.57,0.75,0.46,1.06,0.98,0.94,0.78,0.54,0.75,0.64,0.96,0.37,0.13,0.49,0.26,0.6,0.54,0.58,0.54
40,Madhya Pradesh,Rewa,,,,,,,,,,0.2,,,,,,,1.06,,,,,,
